TRADE_NAME,LICENSE_DESCRIPTION,GISLINK,ADDRESS,PHONE
CREATIVE STITCH & DESIGN,EMBROIDERING - ORDERS - OFFICE ONLY,4639.0548,"5480 TESKEY PL, CHILLIWACK BC  V2R 5N1",604-858-9933
CREATIVE TRANSPORTATION SOLUTIONS LTD,TRANSPORTATION ENGINEERING,,BUSINESS-NON RESIDENT,604-936-6190
CREEKSIDE CHILD CARE,CHILD CARE MAX 7,5082.08416,"8416 BRADSHAW PLACE, CHILLIWACK BC  V4Z 0A7",604-745-4697
CREEKSIDE CONDOS,APARTMENT RENTALS - 5 UNITS,4569.07075,"7075 VEDDER RD, CHILLIWACK BC  V2R 3T6",604-793-3800
CREEKSIDE CUSTOM RODS,CUSTOM BUILDING AND REPAIRING FISHING RODS,645.45235,"45235 INSLEY AVE, CHILLIWACK BC  V2R 1W9",604-834-5326
CREEKVIEW CONTRACTING,CONTRACTOR - RENOVATIONS,534.47953,"47953 FORESTER RD, CHILLIWACK BC",604-819-5569
CREMATION DIRECT,FUNERAL PROVIDER - OFFICE USE ONLY,BCS2987,"404-8705 YOUNG RD, CHILLIWACK BC  V2P 4P3",604-806-4100
CREST BOBCAT & EXCAVATING LTD,EXCAVATING - OFFICE ONLY,640.4435,"44350 SOUTH SUMAS RD, CHILLIWACK BC  V2R 4B7",604-858-6800
CRG HEATING AND COOLING LTD,H.V.A.C CONTRACTING - LIC #GA93494,440.41654,"41654 YARROW CENTRAL RD, CHILLIWACK BC  V2R 5G4",604-703-3666
"CRISTYHILL, THE",COMMERCIAL DOG KENNEL,1098.49979,"49979 CAMP RIVER RD, CHILLIWACK BC  V2P 6H4",604-794-7345
CRKG LLP,ACCOUNTING SERVICES,BCS2655,"202-45970 AIRPORT RD, CHILLIWACK BC  V2P 1A2",604-792-8564
CROSS 20 ENTERPRISE LTD,FOOD AND BEVERAGE - RESTAURANT,4580.09339,"9339 MAIN ST, CHILLIWACK BC  V2P 4M3",778-227-1040
CROSS COUNTRY CONTRACTING LTD,"ELECTRICAL, EXCAVATION, MOBILE HOME TOWING & SET UP - OFFICE ONLY",4598.10133,"10133 YOUNG RD, CHILLIWACK BC  V2P 6H5",604-792-6808
CROSSCOURT RENOVATIONS,HOME AND OFFICE RENOVATIONS AND REPAIRS,1017.46201,"46201 STRATHCONA RD, CHILLIWACK BC  V2P 3T1",604-793-3046
CROSSFIT CHILLIWACK (1154388 BC LTD DBA),FITNESS / PERSONAL TRAINING,738.45778,"103-45778 GAETZ ST, CHILLIWACK BC  V2R 4E5",604-791-1299
CROSSRANGE DEV. LTD.,"ROOFING, SIDING, RENOVATION OF EXTERIORS, WOOD FRAME CONSTRUCTION",707.4294,"42940 ADAMS RD, CHILLIWACK BC  V2R 4K9",236-975-7292
CROSSROADS FAMILY PRACTICE,MEDICAL OFFICE,600.458,"201-45800 PROMONTORY RD, CHILLIWACK BC  V2R 5Z5",604-858-3725
CROWHURST EXCAVATING,"ROAD CONSTRUCTION, LANDSCAPING, TRAIL REPAIR, EXCAVATION",,BUSINESS-NON RESIDENT,604-798-0271
CRYSTAL RIDGE MANOR LTD,INDEPENDENT CARE FACILITY - SENIORS,872.45665,"45665 MCINTOSH DR, CHILLIWACK BC  V2P 6V4",604-703-1277
CRYSTAL VISION CENTRE,OPTICAL,200.45905,"34-45905 YALE RD, CHILLIWACK BC  V2P 2M6",604-795-5367
CSA BUILDING SCIENCES WESTERN LTD,CONSULTING ENGINEERS,,BUSINESS-NON RESIDENT,604-523-1366
CSH BIRCHWOOD INC,SENIOR APTS (68 UNITS PLUS 12 UNITS @ 45642 PATTEN),923.4565,"45650 PATTEN AVE, CHILLIWACK BC  V2P 1S4",604-792-8793
CSH NORMAN MANOR INC,SENIOR RETIREMENT HOME - 28 ROOMS,4597.08515,"8515 YOUNG RD, CHILLIWACK BC  V2P 4P2",604-792-6666
CT CONTROL TEMP,REFRIGERATION HVAC / PLUMBING - LBP0046867,,BUSINESS-NON RESIDENT,604-298-2000
CULTIVATE CAFE INC,CAFE,4598.10015,"10015 YOUNG RD, CHILLIWACK BC  V2P 4V4",604-997-6555
CULTURE COLLECTIVE INC.,"BRANDING & MARKETING AGENCY, PHOTOGRAPHY STUDIO SPACE",4591.09369,"9369 MILL ST, CHILLIWACK BC  V2P 4N3",604-791-9230
"CULTUS CLIPPER, THE",HAIR SALON,4608.06945,"6945 CENTENNIAL DR, CHILLIWACK BC  V2R 3T8",604-858-7440
CURLY KALE EATERY LTD,RESTAURANT,4571.05669,"5669 VEDDER RD, CHILLIWACK BC  V2R 3N5",604-845-5643
CURRENCY MARKETING INC,GRAPHIC DESIGN CONSULTANT - units 12 & 13,LMS2815,"12-8465 HARVARD PL, CHILLIWACK BC  V2P 7Z5",604-792-4053
CURRENT WINDOW & DOOR,WINDOW & DOOR INSTALLATION - CARPENTRY - OFFICE ONLY,1018.46027,"46027 LARTER AVE, CHILLIWACK BC  V2P 6M7",604-793-5264
CUSTOM BREWERIES INC,CUSTOM STAINLESS MANUFACTURING FOR BREWING INDUSTRY,4446.08444,"B-8444 AITKEN RD, CHILLIWACK BC  V2R 3W8",
CUSTOM UPHOLSTERY LTD (INC NO BC0330256) DBA DENBIE HOMES,RESIDENTIAL BUILDER - CONSTRUCTION - OFFICE ONLY,4730.1043,"10430 MCSWEEN RD, CHILLIWACK BC  V2P 6H5",604-795-1187
CUT IT LAWN CARE SERVICES (MICHAEL J ENTERPRISES DBA),JANITORIAL & LAWN CARE - OFFICE ONLY,706.46209,"46209 GREENWOOD DR, CHILLIWACK BC  V2R 4C8",604-824-5904
CUTE NAILS & SPA,NAIL & SPA,841.4566,"B-45672 AIRPORT RD, CHILLIWACK BC  V2P 6Z9",604-792-5888
CUTLINE CONTRACTING LTD,EXCAVATION - OFFICE USE ONLY,5200.0957,"9570 MCMILLAN RD, CHILLIWACK BC  V0X 1X2",604-845-7221
CVK DEVELOPMENTS LTD (INC NO BC0784093),CONSTRUCTION CONTRACTOR - OFFICE USE ONLY,514.4644,"46440 THORNTON RD, CHILLIWACK BC  V2R 4S9",604-793-3800
CW AUTOMOTIVE & TOWING,AUTO REPAIR & TOWING - MOBILE ONLY,4360.05027,"5027 BROWNE RD, CHILLIWACK BC  V2R 4R3",604-823-7411
CWF MEATS DIVISION OF OVERWAITEA FOOD GROUP,FOOD PROCESSING,4573.08235,"8235 BRANNICK PL, CHILLIWACK BC  V2R 0E9",604-795-4774
CYNTHIA SUGAR COMMUNICATIONS & CLEAN AIR COACH,PERSONAL CONSULTING & SALES - OFFICE USE ONLY,4578.09747,"9747 SIDNEY ST, CHILLIWACK BC  V2P 4G5",604-703-1151
CYPRESS COURT,APARTMENTS (10 UNITS),912.4568,"45680 HODGINS AVE, CHILLIWACK BC  V2P 1B3",604-202-1902
D & D CONSTRUCTION,CONSTRUCTION - OFFICE ONLY,4160.0615,"6150 CHADSEY RD, CHILLIWACK BC  V2R 4P2",
D & T TRUCK & TRACTOR,MECHANIC SHOP / MOBILE MECHANICAL SERVICES,,BUSINESS-NON RESIDENT,604-703-5669
D GARTNER CONTRACTING LTD,GENERAL CONTRACTOR - OFFICE ONLY,5130.1007,"10070 MCGRATH RD, CHILLIWACK BC  V0X 1X0",604-794-3507
D'ARCY BLENDS,LABELLING STAINLESS STEEL SHAKERS & PRE-PACKAGED SEALED BAGS OF SPICE,4550.0698,"6980 COACH LAMP DR, CHILLIWACK BC  V2R 2Y7",604-309-2592
D'CARDOS MECHANICAL LTD,AUTOMOTIVE REPAIR,893.45928,"45928 ALEXANDER AVE, CHILLIWACK BC  V2P 1L6",604-792-0493
D'S PET GROOMING,DOG & CAT GROOMING,4656.05429,"5429 HIGHROAD CRES, CHILLIWACK BC  V2R 3Y1",604-316-6324
D. SCOTT REPAIRS,MOBILE MECHANICAL / WELDING SERVICES- OFFICE USE ONLY,4660.10328,"10328 KENT RD, CHILLIWACK BC  V2P 5X7",604-702-0225
D. THODE & ASSOCIATES INC,LICENCED INSOLVENCY TRUSTEE,982.46167,"102-46167 YALE RD, CHILLIWACK BC  V2P 2P2",250-712-5353
D.J. FRIESEN IMPORTS,SPORTING GOODS - DIRECT SALES ONLY - NO ON SITE SALES PERMITTED - OFFICE ONLY,640.45005,"45005 SOUTH SUMAS RD, CHILLIWACK BC  V2R 4B8",604-858-6098
D.W. KING CARPET & UPHOLSTERY  (ROYAL VALLEY CARPET CARE LTD DBA),"CARPET & UPHOLSTERY CLEANING, FLOOD RESTORATION - OFFICE ONLY",955.45773,"45773 HENDERSON AVE, CHILLIWACK BC  V2P 2X8",604-795-7332
DAALSON BUILDING LTD.,FRAMING CONTRACTOR,4260.0665,"6650 SUMAS PRAIRIE RD, CHILLIWACK BC  V2R 4K1",
DACOSTA CONSTRUCTION,LIGHT RESIDENTIAL REPAIRS/CONSTRUCTION AND LANDSCAPING,EPS257,"A-46298 THIRD AVE, CHILLIWACK BC  V2P 1R8",604-845-1092
DAILY DRIVERS AUTO SALES,AUTO SALES MDL#10257,4467.07981,"7981 ATCHELITZ RD, CHILLIWACK BC  V2R 4H4",604-792-6668
DAIRY QUEEN (DBS II HOLDINGS),RESTAURANT,4571.05725,"33-5725 VEDDER RD, CHILLIWACK BC  V2R 3N4",604-824-1756
DALE ROBERT PEDERSEN TRIAL LAWYER,LAW FIRM,4569.07107,"7105 VEDDER RD, CHILLIWACK BC  V2R 4G3",604-824-4644
DAN KNOKE TRUCKING,"SOIL & NURSERY MIXES, BARK & MANURE",999.51665,"51665 YALE RD, CHILLIWACK BC  V0X 1X0",604-794-3388
DANA HOSPITALITY LP - UFV CHILLIWACK,SATELLITE TIM HORTONS/STARBUCKSS AT UFV,4510.05579,"5579 TYSON RD, CHILLIWACK   V2R 0H9",905-829-0292
DANCIN PIZZA,PIZZA TAKE OUT,4511.05963,"102B-5960 TYSON RD, CHILLIWACK BC  V2R 3R5",
DANCIN PIZZA LTD,PIZZA TAKE OUT,440.42232,"A-42232 YARROW CENTRAL RD, CHILLIWACK BC",
DANCKAERTS FASHION SCHOOL,SEWING & CRAFT SCHOOL - FASHION DESIGN - 5 Students Max,596.44671,"44671 CONNAUGHT PL, CHILLIWACK BC  V2R 2Y6",604-847-3074
DANDELION FIELDS OUTDOOR PRESCHOOL,OUTDOOR PRESCHOOL,541.46422,"46422 SYLVAN DR, CHILLIWACK BC  V2R 5P7",604-703-8417
DANICA LAWN AND GARDEN,LANDSCAPE MAINTENANCE - MOBILE-BASED - HOME OFFICE USE,EPS737,"9-45345 CHEHALIS DR, CHILLIWACK BC  V2R 0T2",604-805-0692
DANNY CRAIG PRODUCER,"MUSIC PRODUCER, MIXER, SONG WRITER, MUSICIAN - OFFICE STUDIO",4642.05709,"5709 THORNHILL ST, CHILLIWACK BC  V2R 3Y6",604-290-5578
DANRO HEALTH VENTURES (DBA) YALE ROAD PHARMACY,PHARMACY,982.46198,"101-46198 YALE RD, CHILLIWACK BC  V2P 2P1",604-795-1157
DARGATZ MINK RANCH LTD,MINK RANCH,4834.10272,"10272 REEVES RD, CHILLIWACK BC  V2P 6H4",604-795-7890
DARYL-EVANS MECHANICAL SERVICES LTD,PLUMBING SERVICE CONTRACTOR - TQ # 00142-PL-19,,BUSINESS-NON RESIDENT,
DATAR'Z FASHION,ONLINE SALES,957.46061,"46061 REECE AVE, CHILLIWACK BC",778-855-4070
DAVE REIMER PLUMBING & HEATING LTD,PLUMBING CONTRACTOR - OFFICE ONLY,590.4501,"45010 STRATFORD PL, CHILLIWACK BC  V2R 2Z2",604-858-8786
DAVE'S 24HR ROADSIDE SERVICES,TOWING ROADSIDE SERVICE - OFFICE ONLY- NO CARS ON SITE,965.45581,"45581 LEWIS AVE, CHILLIWACK BC  V2P 3C7",604-792-1284
DAVE'S INSTALLATIONS,FENCE INSTALLATIONS,,BUSINESS-NON RESIDENT,
DAVEY AT THE LAKE,HANDYMAN AND BASIC RENOVATIONS,,BUSINESS-NON RESIDENT,604-316-2127
DAVIDSON DRYWALL & PAINTING,DRYWALL CONTRACTOR,4480.05897,"5897 CARTER RD, CHILLIWACK BC  V2R 3K1",604-835-9906
DAWN C KNAPTON REG PSYCHOLOGIST,REGISTERED PSYCHOLOGIST LIC#1439,4578.08451,"A-8451 HARVARD PL, CHILLIWACK BC  V2P 7Z5",604-795-9587
DAWN FULLER COUNSELLING,PRIVATE COUNSELLING & SEMINAR PRESENTATIONS,4578.08451,"A-8451 HARVARD PL, CHILLIWACK BC  V2P 7Z5",604-795-9552
DAWN PERCHER COUNSELLING,COUNSELLING,4578.08451,"A-8451 HARVARD PL, CHILLIWACK BC  V2P 7Z5",604-799-1691
DAWNING RELIEF MASSAGE THERAPY,REGISTERED MASSAGE THERAPY,BCS1111,"11-46058 BRIDLE RIDGE CRES, CHILLIWACK BC  V2R 5Z4",604-799-7248
DAZEMOS CONSTRUCTION,CONSTRUCTION - OFFICE USE ONLY,654.45175,"45175 MOUNTVIEW WAY, CHILLIWACK BC  V2R 3H3",604-316-3508
DB DIGITAL TV,VIDEO EDITING - OFFICE USE ONLY,BCS3616,"411-45640 ALMA AVE, CHILLIWACK BC  V2R 0P8",604-846-7088
DBE HEATING & VENTILATION LTD,HEATING VENTILATION & AIR CONDITIONING,867.4638,"46380 CORNWALL CRES, CHILLIWACK BC  V2P 7A6",604-997-0820
DC MACHINE PARTS INC,MACHINE SHOP,793.43833,"B-43833 PROGRESS WAY, CHILLIWACK BC  V2R 0E6",604-392-9971
DCA HOLDINGS,RESIDENTIAL HOME BUILDER,,BUSINESS-NON RESIDENT,
DEACON SEAN DR.,MEDICAL OFFICE,NW1063,"303-9200 MARY ST, CHILLIWACK BC  V2P 4H6",604-792-1986
DEAD MAN WORX TATTOOS & BODY PIERCING,TATTOO SHOP,959.45883,"45883 WELLINGTON AVE, CHILLIWACK BC  V2P 2C8",604-751-0354
DEANNA BECKER THERAPIST,COUNSELLING / THERAPIST,4578.08451,"8451 HARVARD PL, CHILLIWACK BC  V2P 7Z5",604-795-9552
DEB ERCANBRACK,BOOKKEEPING,975.46709,"46709 MACKEN AVE, CHILLIWACK BC  V2P 3C1",604-799-3556
DEBBIE DENAULT & ASSOCIATES,COMMUNITY DEVELOPMENT CONSULTANT - MOBILE ONLY - OFFICE USE ONLY,865.45456,"45456 SPARTAN CRES, CHILLIWACK BC  V2P 6V2",604-793-4910
DEBBIE RAE'S TAILOR SHOP,TAILOR SHOP,762.4561,"139-45610 LUCKAKUCK WAY, CHILLIWACK BC",604-858-4434
DECADES COFFEE CLUB INC,COFFEE CLUB - TAKE OUT,4580.0927,"45863 KIPP AVE, CHILLIWACK BC  V2P 6T1",604-798-7915
DECOR 8 PAINTING (1990) LTD,COMMERCIAL PAINTING CONTRACTOR,,BUSINESS-NON RESIDENT,250-828-8718
DECOR WEST INTERIORS,INTERIOR DESIGN / RETAIL,4597.09232,"9232 YOUNG RD, CHILLIWACK BC  V2P 4R2",604-792-7808
DEENA'S CLEANING SERVICES,CLEANING SERVICES,987.48582,"48582 YALE RD, CHILLIWACK BC  V2P 6H4",604-845-9996
DEFENSE AEROSOLS (0768009 BC LTD DBA),MANUFACTURING & DISTRIBUTION AEROSOL/PEPPER SPRAY,788.44335,"44335 YALE RD, CHILLIWACK BC  V2R 4H2",250-474-4526
DEKOFF DEVELOPMENTS INC,RESIDENTIAL & COMMERCIAL EXTERIOR FINISHINGS,EPS6279,"107-43815 PROGRESS WAY, CHILLIWACK BC  V2R 0E6",604-991-0657
DELANGE'S INDUSTRIES LTD,MANUFACTURE & REPAIR OF TARPS & HYDRAULICS,LMS2853,"3-44667 YALE RD, CHILLIWACK BC  V2R 4H3",604-793-6999
DELANY DIANE CONTRACTING,"CONSTRUCTION, RENOVATION, RESTORATION",903.4652,"46520 DARLENE AVE, CHILLIWACK BC  V2P 6Y7",604-819-3981
DELTA T HVAC,HVAC CONTRACTOR TQ# CGA010098654,4527.07235,"7235 RICHARDSON AVE, CHILLIWACK BC  V2R 1H2",604-845-4008
DEMETRE'S PIZZA,PIZZA TAKE OUT,200.4602,"15-46030 YALE RD, CHILLIWACK BC  V2P 7V2",604-392-2020
DENBOW TRANSPORT LTD (INC NO 976490),TRANSPORTATION OF FOREST BY PRODUCTS -/ BARK MULCH FOR LANDSCAPING,680.40874,"40874 YALE RD, CHILLIWACK BC  V2R 4J2",604-823-6647
DENIS ALLEN HOME CARE,HOME CARE SUPPORT,BCS2609,"402-46021 SECOND AVE, CHILLIWACK BC  V2P 1S6",604-792-2198
DENTAL ARTS CENTER,DENTAL OFFICE,600.458,"202-45800 PROMONTORY RD, CHILLIWACK BC  V2R 5Z5",604-858-2800
DENTAL FIX RX (HARTLEY ELECTRICAL LTD DBA),ALTERATIONS & REPAIRS CONTRACTOR,,BUSINESS-NON RESIDENT,604-703-8154
DENTS UNLIMITED,MOBILE AUTO REPAIRS - NO PAINTING,,BUSINESS-NON RESIDENT,604-328-9122
DENUO DETAILING,MOBILE AUTO DETAILING SERVICES - OFFICE USE ONLY,680.4631,"46310 STEVENSON RD, CHILLIWACK BC  V2R 3S6",778-684-6076
DERMAPURE CANADA INC,SKIN CARE AND LASER TREATMENT CLINIC,780.45793,"103A-45793 LUCKAKUCK WAY, CHILLIWACK BC  V2R 5S3",819-679-9477
DES ELECTRICAL SERVICE,ELECTRICAL SERVICES - OFFICE USE ONLY,4530.06449,"6449 REID RD, CHILLIWACK BC  V2R 1T9",604-991-5505
DIAL PLUMBING (DIAL MECHANICAL (2015) LTD DBA),PLUMBING MECHANICAL CONTRACTOR - OFFICE ONLY,529.474,"47400 EXTROM RD, CHILLIWACK BC  V2R 4T1",604-858-5667
DIAMOND FINISH CONCRETE COUNTERTOPS INC,CONCRETE COUNTERTOPS,1100.47495,"47495 FAIRFIELD RD, CHILLIWACK BC  V2P 7Z7",604-991-3057
DIAMOND PARKING LTD  DPS,PARKING ENFORCEMENT / MANAGEMENT,,BUSINESS-NON RESIDENT,604-681-8797
DICKENS SWEETS & CHOCOCLATES,IMPORT/WHOLESALE/STORAGE & RESALE BAKERY & TEA ROOM,893.45945,"45945 ALEXANDER AVE, CHILLIWACK BC  V2P 1L7",604-793-1981
DID I MENTION FLOWERS?,FLOWER & GIFT SHOP,4591.0936,"5-9360 MILL ST, CHILLIWACK BC  V2P 4N2",
DIESELMATIC DIGITAL INC,DIESEL INDUSTRY DIGITAL MARKETING FOR DIAGNOSTICS AND REPAIR SHOPS,LMS2815,"12-8465 HARVARD PL, CHILLIWACK BC  V2P 7Z5",
DIG-DUG MINI BOBCAT & EXCAVATING SERVICES (449183 BC LTD DBA),LANDSCAPING & EXCAVATING - OFFICE ONLY,560.43781,"43781 KEITH WILSON RD, CHILLIWACK BC  V2R 4B5",604-819-1765
DIGGIDY DOG GROOMING SERVICES,DOG GROOMING - MAXIMUM 3 DOGS AT ONETIME,573.46466,"46466 EDGEMONT PL, CHILLIWACK BC  V2R 3Y6",604-824-4542
DILLON CONSULTING LIMITED,ENVIRONMENTAL ENG (CONSULTING),,BUSINESS-NON RESIDENT,604-278-7847
DIMENSION HEALTH & WELLNESS LTD.,"WELLNESS CENTRE - MASSAGE, CHIROPRACTIC, COUNSELLING, NATUROPATH, ACUPUNCTURE, NUTRITION",841.45935,"101-45935 AIRPORT RD, CHILLIWACK BC  V2P 1A3",604-615-5506
DIRKS CONSULTING,COMPUTER SOFTWARE - OFFICE ONLY,923.45685,"101-45685 PATTEN AVE, CHILLIWACK BC  V2P 1S3",604-798-0162
DIRTY DETAILS AUTO DETAILING,MOBILE AUTO DETAILING - OFFICE USE ONLY,BCS2854,"114-45567 YALE RD, CHILLIWACK BC  V2P 0B2",
DISCOUNT MEDIQUIP RECYCLE,WHEELCHAIRS & MEDICAL EQUIPMENT SALES,841.4566,"A-45672 AIRPORT RD, CHILLIWACK BC  V2P 6Z9",604-392-2929
DISCOVER FITNESS,MOBILE RELAXATION MASSAGE,989.47411,"47411 YALE RD, CHILLIWACK BC  V2P 7M8",
DISCOVERY TUTORING,TUTORING & ESL TEACHING,680.46307,"46307 STEVENSON RD, CHILLIWACK BC  V2R 2R5",
DISTINGUISHED MOVERS,CONSTRUCTION & RESIDENTIAL MOVING CONTRACTOR,600.45375,"45375 WATSON RD, CHILLIWACK BC  V2R 2H5",778-237-4364
DIVA NAILS & ESTHETICS (ROCKY NAILS & ESTHETICS INC DBA),NAILS & ESTHETICS SALON,4571.05885,"102-5885 VEDDER RD, CHILLIWACK BC  V2R 1C3",604-847-9099
DIVERSE STORAGE,SELF STORAGE FACILITY,560.45225,"45225 KEITH WILSON RD, CHILLIWACK BC  V2R 5S1",604-854-3343
DIVERSIFIED POWER SYSTEMS LTD,MOBILE ELECTRICAL INSTALLATION AND SERVICE COMPANY - TQ # K-04-101013,800.4651,"46510 PRAIRIE CENTRAL RD, CHILLIWACK BC  V2P 6H3",
DJ'S  SCREENS & WOODCRAFTS,WINDOW SCREENS & WOODCRAFTS & INTERIOR RENOVATIONS,,BUSINESS-NON RESIDENT,604-819-4373
DJLA HOLDINGS,CONSULTATIONS / SELLING E - CIG ACCESSORIES,4474.05628,"5628 MONTESINA PL, CHILLIWACK BC  V2R 3N8",604-824-1804
DJM CLEANING SERVICES,JANITORIAL SERVICES,541.46472,"46472 SYLVAN DR, CHILLIWACK BC  V2R 5P6",604-701-7119
DLC ENTRUST MORTGAGE SERVICES,MORTGAGE BROKER,982.46128,"201-46126 YALE RD, CHILLIWACK BC  V2P 0J6",
DLJ SPECTRUM MEDICAL,PHYSICIAN'S MEDICAL PRACTICE,4569.0664,"102A-6640 VEDDER RD, CHILLIWACK BC  V2R 0J2",604-819-5981
DMLN CONTRACTING LTD,MOBILE HEAVY DUTY MECHANIC,4510.06356,"6356 TYSON RD, CHILLIWACK BC  V2R 3G8",604-793-8221
DOALL CONTRACTING LTD,GENERAL CONTRACTOR - OFFICE ONLY,4160.06289,"6289 CHADSEY RD, CHILLIWACK BC  V2R 4P2",604-823-6678
DOC'S AUTO BODY,AUTO BODY,788.44075,"44075 YALE RD, CHILLIWACK BC  V2R 3Z9",604-792-5384
DOGGIE DETAIL PET SERVICES INC,DOG WASTE REMOVAL,,BUSINESS-NON RESIDENT,604-825-3744
DOLLAR TREE (STORE #40097),GENERAL RETAIL MERCHANDISE,I.R.7,"202-8249 EAGLE LANDING PKY, CHILLIWACK BC  V2R 0P9",604-793-6726
DOLLARAMA #1408,RETAILER - GENERAL MERCHANDISE & SEASONAL ITEMS,200.4585,"101-45858 YALE RD, CHILLIWACK BC  V2P 2N8",514-737-1006
DOLLARAMA (#1324),RETAILER OFFERING BROAD ASSORTMENT OF CONSUMABLE PRODUCTS,4666.097,"9700 MENZIES ST, CHILLIWACK BC  V2P 5Z7",514-737-1466
DOLLARAMA L.P.,RETAIL STORE,762.45585,"99-45585 LUCKAKUCK WAY, CHILLIWACK BC  V2R 1A1",
DOLLARAMA L.P.,RETAIL STORE,4569.0664,"100H-6640 VEDDER RD, CHILLIWACK BC  V2R 0J2",
DOMA SERVICES,COMPUTER BOOKEEPING/DATA MANAGEMENT-NO CLIENTS TO HOME - OFFICE ONLY,LMS97,"12-45302 JASPER DR, CHILLIWACK BC  V2R 3E9",604-858-5528
DOMAE ENTERPRISES SUMMIT RESIDENCES,RESIDENTIAL BUILDING & DEVELOPMENT,,BUSINESS-NON RESIDENT,604-853-7116
DOMINIC SYSTEMS LIMITED,COMPUTER CONSULTING,738.45778,"202-45778 GAETZ ST, CHILLIWACK BC  V2R 4E5",604-846-4402
DOMINO'S PIZZA (0732265 BC LTD DBA),PIZZA - TAKE OUT & DELIVERY,982.46245,"46245 YALE RD, CHILLIWACK BC  V2P 2P5",604-793-9777
DONALD FLOORING CONTRACT SALES LTD,COMMERCIAL FLOORING,,BUSINESS-NON RESIDENT,604-732-6556
DOORTECH INDUSTRIES LTD,COMMERCIAL OVERHEAD DOORS & RAMPS - MOBILE SERVICES - OFFICE ONLY,650.4249,"42490 PETERS RD, CHILLIWACK BC  V2R 4K3",604-823-7225
DOSILAK SUSHI BAR,SUSHI BAR,780.45779,"45779 LUCKAKUCK WAY, CHILLIWACK BC  V2R 4E8",604-799-0560
DOUBLE DUTCH ART,WEB & FASHION DESIGN - INTERNET SALES - OFFICE USE ONLY,,BUSINESS-NON RESIDENT,604-858-2445
DOUG'S KEY MART,"KEYS, LOCKSMITH, ENGRAVING",BCS4451,"3-45610 YALE RD, CHILLIWACK BC  V2P 2N2",604-858-6777
DOUGANS CHIROPRACTIC,CHIROPRATIC OFFICE,4666.09701,"2A-9701 MENZIES ST, CHILLIWACK BC  V2P 5Z6",604-392-6100
DOUGANS OPTOMETRY,OPTOMETRY,4666.09701,"2A-9701 MENZIES ST, CHILLIWACK BC  V2P 5Z6",604-316-4849
DOWNRITE DRILLING LTD,GEOTECHNICAL & ENVIRONMENTAL DRILLING,4446.08599,"8599 AITKEN RD, CHILLIWACK BC  V2R 3W8",604-793-1999
DOWNTOWN CHILLIWACK BUSINESS IMPROVEMENT ASSOCIATION,BUSINESS PROMOTION - NON-PROFIT #895637866RT0001,982.46115,"46115 YALE RD, CHILLIWACK BC  V2P 2P2",604-792-4576
DPR SMARTGADGET'S  REPAIR LTD DBA CHILLIWACK PHONE FIX,CELL PHONE AND LAPTOP REPAIR AND ACCESSORIES,200.45905,"44-45905 YALE RD, CHILLIWACK BC  V2P 2M6",
DQ GRILL & CHILL RESTAURANT,RESTAURANT,4597.09055,"9055 YOUNG RD, CHILLIWACK BC  V2P 4R6",604-792-8531
DR AMR ELEKIABY INC,MEDICAL CLINIC,200.45905,"50-45905 YALE RD, CHILLIWACK BC  V2P 2M6",604-392-0032
DR CAREY PENNER INC,PSYCHOLOGIST,NW1408,"201-45625 HODGINS AVE, CHILLIWACK BC  V2P 1P2",604-799-8868
DR DANNY J GILLIS INC,ORTHOPAEDIC SUREGONS CLINIC,4565.09123,"102-9123 MARY ST, CHILLIWACK BC  V2P 4H7",604-792-9104
DR EM KLAUS (DR EM KLAUS RHEUMATOLOGY INC DBA),PHYSICIAN'S OFFICE,4565.09123,"103-9123 MARY ST, CHILLIWACK BC  V2P 4H7",604-845-0405
DR HOLLY STEPANIUK REGISTERED PSYCHOLOGIST,REGISTERED PSYCHOLOGIST,4606.05157,"5157 BRIDLEWOOD DR, CHILLIWACK BC  V2R 5W9",
DR JADVINDER S DHESI INC,DENTAL OFFICE,4565.09123,"105-9123 MARY ST, CHILLIWACK BC  V2P 4H7",604-792-3324
DR M.C. WIGGINS INC,SURGEON'S OFFICE,4565.09123,"108-9123 MARY ST, CHILLIWACK BC  V2P 4H7",604-792-8099
DR MATT GRAHAM PSYCHOLOGICAL SERVICES,PSYCHOLOGICAL SERVICES,NW1408,"201-45625 HODGINS AVE, CHILLIWACK BC  V2P 1P2",604-703-9915
DR MORSE STONECYPHER INC,ORTHODONTICS,4569.07084,"101-7084 VEDDER RD, CHILLIWACK BC  V2R 1E3",604-858-8800
DR PAUL J BASSON INC,DOCTOR OFFICE,4569.0664,"100F-6640 VEDDER RD, CHILLIWACK BC  V2R 0J2",604-858-4833
DR SARAH PATRICK DBA VALLEY PSYCHOLOGICAL SERVICES,PSYCHOLOGY SERVICES,982.46167,"202-46167 YALE RD, CHILLIWACK BC  V2P 2P2",604-795-5586
DR SAUL H GOODMAN INC,PHYSICIAN,NW1063,"402-9200 MARY ST, CHILLIWACK BC  V2P 4H6",604-792-6512
DR. ADAM CHANG INC,APARTMENT RENTALS - 9 UNITS,4621.09365,"9365 WILLIAMS ST, CHILLIWACK BC  V2P 5C9",
DR. BONNIE DOSANJH & DR BARBARA SIMS,GENERAL DENTISTRY,749.45485,"104-45485 KNIGHT RD, CHILLIWACK BC  V2R 3G3",604-858-5921
