X,Y,FID,PropertyNumber,Business_Name,Civic_Unit,Civic_House,Civic_Street,Mailing_Address,GISLink,CommunityName,Phone,Licence_Desc,Category,Category_Desc,Detail,Detail_Desc,NAICS_Primary,NAICS_Primary_Desc,Approved_Date,Permitted_Use,Permitted_Use_Desc,Seasonal_Employees,PartTime_Employees,FullTime_Employees,Latitude,Longitude
-13656604.13,6294525.771,938,123045,ORANGETHEORY FITNESS,128,19653,WILLOWBROOK DR,"128-19653 WILLOWBROOK DR 
LANGLEY BC  V2Y 1A5",127125,Willowbrook,604-427-1604,GROUP & PERSONAL FITNESS TRAINING,69,RECREATION,FITNESS,FITNESS,713940,"Arts, entertainment & recreation / Amusement, gambling & recreation industries / Other amusement & recreation industries / Fitness & recreational sports centres / Fitness & recreational sports centres",,,,0,3,5,49.11575678,-122.6793622
-13643446.02,6286381.01,939,156726,NARROW GATE DEVELOPMENTS LTD,,23936,36A AVE,"23936 36A AVE 
LANGLEY BC  V2Z 2J6",156726,,604-377-9307,RESIDENTIAL CONTRACTOR,22,CONTRACTOR - GENERAL,SFD,SINGLE FAMILY DWELLING,236110,Construction / Construction of buildings / Residential building construction / Residential building construction / Residential building construction,,9,,0,0,1,49.06784434,-122.5611609
-13654217.71,6302449.159,940,155101,VISM LANGLEY MUSIC SCHOOL,200,20378,88 AVE,"200-20378 88 AVE 
LANGLEY BC  V1M 2Y4",144326,Willoughby,778-558-7911,MUSIC SCHOOL,84,TEACHER,MUSIC,MUSIC,711130,"Arts, entertainment & recreation / Performing arts, spectator sports & related / Performing arts companies / Musical groups & artists / Musical groups & artists",,,,0,0,1,49.1623226,-122.6579247
-13645519.18,6281144.49,941,120370,SMITH AND SONS DEVELOPMENT INC,,23252,20 AVE,"23252 20 AVE 
LANGLEY BC  V2Z 2Z7",120370,,604-536-5684,COMMERCIAL & RESIDENTIAL GENERAL CONTRACTOR,22,CONTRACTOR - GENERAL,RES & COM,RESIDENTIAL & COMMERCIAL,236110,Construction / Construction of buildings / Residential building construction / Residential building construction / Residential building construction,,9,ACCESSORY HOME OCCUPATION,0,0,5,49.03701553,-122.5797844
,,942,136578,WERNER SMITH MECHANICAL INC,,,OUT OF TOWN,"111 1750 HARTLEY AVE 
COQUITLAM BC  V3K 7A1",136578,,604-540-7919,MECHANICAL & HVAC SERVICES,21,CONTRACTOR,MECHANICAL,MECHANICAL,238220,"Construction / Specialty trade contractors / Building equipment contractors / Plumbing, heating & ac contractors / Plumbing, heating & ac contractors",,,,0,0,0,,
-13654035.51,6275477.904,943,100095,XUE ANGELA WANG'S CONSULTING,,20486,1 AVE,"20486 1 AVE 
LANGLEY BC  V2Z 1V3",100095,,778-319-3618,STUDENT EDUCATIONAL CONSULTING SERVICES,20,CONSULTING,EDUCATION,EDUCATION,541611,"Professional, scientific & technical services / Professional, scientific & technical services / Mgmt., scientific & technical consulting serv / Management consulting services / Administrative & gen. mgmt. consulting serv.",,,,,1,,49.00363326,-122.6562879
-13642039.75,6295562.729,944,120505,ENGLISH WILLOW CREATIVE CARPENTRY,,24378,66 AVE,"24378 66 AVE 
LANGLEY BC  V2Y 2H2",120505,,778-833-3140,RESIDENTIAL GENERAL CONTRACTOR,21,CONTRACTOR,FIN CARP,FINISHING CARPENTER,238130,"Construction / Specialty trade contractors / Foundation, structure & related contractors / Framing contractors / Framing contractors",,9,,0,0,1,49.12185348,-122.5485281
-13648951.48,6291217.176,945,143173,INCLUSION LANGLEY SOCIETY: VARIETY JUNCTION,103,5171,221A ST,"103 5171 221A ST 
LANGLEY BC  V2Y 2M6",143173,Murrayville,604-534-1155 (138),NON-PROFIT PRE SCHOOL AND DAY CAMPS - MAX 20 CHILDREN,25,DAY CARE,PRESCHOOL,PRESCHOOL/DAY CARE,624410,Health care & social assistance / Social assistance / Child day-care services / Child day-care services / Child day-care services,,177,,0,0,2,49.09629919,-122.6106173
-13645308.26,6303726.127,946,154784,INTO CHOCOLATE CANDY & CONFECTIONS,180,9220,GLOVER RD,"180-9220 GLOVER RD 
LANGLEY BC  V1M 1A0",149544,Fort Langley,604-882-7317,"CHOCOLATE, CANDY & ICE CREAM SHOP",74,RETAIL MERCHANTS,CANDY,CANDY STORE,445292,Retail trade / Food & beverage stores / Specialty food stores / Other specialty food stores / Confectionery & nut stores,,313,,1,5,0,49.16982326,-122.5778897
-13642988.77,6289743.799,947,108917,DOMAIN DECORATING & RESTORATIONS LTD,,4711,241 ST,"4711 241 ST 
LANGLEY BC  V2Z 2M5",108917,,604-539-1766,INTERIOR & EXTERIOR PAINTING CONTRACTOR,21,CONTRACTOR,PAINTING,PAINTING,238320,Construction / Specialty trade contractors / Building finishing contractors / Painting & wall covering contractors / Painting & wall covering contractors,,,,0,0,6,49.08763192,-122.5570533
-13645943.49,6302651.344,948,129702,LANGLEY FOREST SCHOOL,,8870,GLOVER RD,"8870 GLOVER RD 
LANGLEY BC  V1M 1A0",129702,Fort Langley,604-888-8555,PRESCHOOL - MAXIMUM CAPACITY OF 32,25,DAY CARE,PRESCHOOL,PRESCHOOL/DAY CARE,624410,Health care & social assistance / Social assistance / Child day-care services / Child day-care services / Child day-care services,,177,,0,2,0,49.16351027,-122.583596
-13634188.23,6284537.095,949,129964,SURE STEP ADVANCED NURSING FOOT CARE,43,26892,FRASER HWY,"43-26892 FRASER HWY 
LANGLEY BC  V4W 3T5",129964,Aldergrove,778-668-2298,OFFICE FOR MOBILE NURSING FOOT CARE,60,PERSONAL SERVICES,FOOT CARE,FOOT CARE,621420,"Health care & social assistance / Ambulatory health care services / Out-patient care centres / Out-patient mental health, etc., centres / Out-patient mental health, etc., centres",,,,0,0,1,49.0569909,-122.4779967
-13655724.79,6296472.455,950,139184,R MILLER EDITORIAL CONSULTING,,6842,198B ST,"6842 198B ST 
LANGLEY BC  V2Y 3B8",139184,Willoughby,604-258-8514,OFFICE FOR EDITORIAL CONSULTING,20,CONSULTING,BUS DEV,BUSINESS DEVELOPMENT,541611,"Professional, scientific & technical services / Professional, scientific & technical services / Mgmt., scientific & technical consulting serv / Management consulting services / Administrative & gen. mgmt. consulting serv.",,,,0,0,1,49.12720151,-122.6714629
-13654760.54,6295433.5,951,141291,MENCHIES FROZEN YOGURT,C3,20202,66 AVE,"C3-20202 66 AVE 
LANGLEY BC  V2Y 1P3",141048,Willowbrook,,SELF SERVE FROZEN YOGURT RESTAURANT,73,RESTAURANTS,ICE CREAM,ICE CREAM,722512,Accommodation & food services / Food services & drinking places / Full-serv. rest. & limited-serv. eating place / Full-serv. rest. & limited-serv. eating place / Limited-service eating places,,,,0,4,8,49.12109373,-122.662801
-13654369.1,6305064.647,952,154313,WSP CANADA INC,100,20339,96 AVE,"100-20339 96 AVE 
LANGLEY BC  V1M 0E4",149419,Northwest Langley,604-533-2992,ENGINEERING CONSULTING FIRM,20,CONSULTING,ENG,ENGINEERING,237990,Construction / Heavy and civil engineering construction / Other heavy & civil engineering construction / Other heavy & civil engineering construction / Other heavy & civil engineering construction,,,,0,4,48,49.17768424,-122.6592845
-13638350.21,6302560.708,953,118770,SAN INDUSTRIES LTD,,25583,88 AVE,"25583 88 AVE 
LANGLEY BC  V1M 3N8",118770,,604-881-4848,LUMBER REMANUFACTURING,54,MANUFACTURERS,WOOD,WOOD,321111,Manufacturing / Wood product mfg. / Sawmills & wood preservation / Sawmills & wood preservation / Sawmills (except shingle & shake mills),,,,0,0,2,49.16297786,-122.5153844
-13638350.21,6302560.708,954,118770,SUPERCUT LUMBER INDUSTRIES LTD,,25583,88 AVE,"25583 88 AVE 
LANGLEY BC  V1M 3N8",118770,,604-881-4848,WOOD MANUFACTURING PLANT,54,MANUFACTURERS,WOOD,WOOD,321111,Manufacturing / Wood product mfg. / Sawmills & wood preservation / Sawmills & wood preservation / Sawmills (except shingle & shake mills),,,,0,0,10,49.16297786,-122.5153844
-13655296.62,6297627.988,955,140849,7-ELEVEN,,7272,200 ST,"7272 200 ST 
LANGLEY BC  V2Y 1S7",140849,Willoughby,1-972-828-7538,GAS STATION AND CONVENIENCE STORE,36,GASOLINE/OIL,GAS BAR/CO,GAS BAR/CONVENIENCE STORE,447110,Retail trade / Gasoline stations / Gasoline stations / Gasoline stations with convenience stores / Gasoline stations with convenience stores,,,,0,4,6,49.13399375,-122.6676167
-13654546.26,6302485.202,956,140956,7-ELEVEN,,20250,88 AVE,"20250 88 AVE 
LANGLEY BC  V1M 2Y4",140956,Willoughby,1-972-828-7538,GAS BAR & CONVENIENCE STORE,36,GASOLINE/OIL,GAS BAR/CO,GAS BAR/CONVENIENCE STORE,447110,Retail trade / Gasoline stations / Gasoline stations / Gasoline stations with convenience stores / Gasoline stations with convenience stores,,,,0,4,6,49.16253432,-122.660876
-13650439.45,6291067.359,957,129183,7-ELEVEN,,21616,FRASER HWY,"21612 FRASER HWY 
LANGLEY BC  V3A 4G9",129183,Murrayville,,GAS BAR & CONVENIENCE STORE,36,GASOLINE/OIL,GAS BAR/CO,GAS BAR/CONVENIENCE STORE,447110,Retail trade / Gasoline stations / Gasoline stations / Gasoline stations with convenience stores / Gasoline stations with convenience stores,,,,0,4,6,49.09541795,-122.6239839
-13655193.71,6302183.323,958,148382,TOWNSHIP ENDODONTIC CENTRE,150,8700,200 ST,"150-8700 200 ST 
LANGLEY BC  V2Y 0G4",148251,Willoughby,604-371-4505,ENDODONTICS CLINIC,65,PROFESSIONALS,DENTIST,DENTIST,621210,Health care & social assistance / Ambulatory health care services / Offices of dentists / Offices of dentists / Offices of dentists,,,,0,6,0,49.16076098,-122.6666921
-13655613.09,6294936.218,959,154887,CREATIVE KIDS LEARNING CENTERS,101,19916,64 AVE,"101 102 19916 64 AVE 
LANGLEY BC  V2Y 1A2",145624,Willowbrook,604-560-5002,CHILDCARE,25,DAY CARE,PRESCHOOL,PRESCHOOL/DAY CARE,,,,,,0,0,24,49.11817005,-122.6704595
-13655012.64,6294997.545,960,124453,KITCHEN ELEMENTS DESIGN GROUP,110,20120,64 AVE,"110 20120 64 AVE 
LANGLEY BC  V2Y 1M8",102736,Willowbrook,604-510-7366,KITCHEN AND BATHROOM CABINETRY,74,RETAIL MERCHANTS,KITCHEN,"KITCHEN APPLIANCES, UTENSILS, COOKWARE",337110,Manufacturing / Furniture & related product mfg. / Household & inst. furniture & cabinet mfg. / Wood kitchen cabinet & counter top mfg. / Wood kitchen cabinet & counter top mfg.,,,,,,2,49.11853062,-122.6650656
-13655109.54,6302163.986,961,150159,TAYLOR & TAYLOR LAW CORP,200,8661,201 ST,"222-8661 201 ST 
LANGLEY BC  V2Y 0G9",148252,Willoughby,604-398-3988,LAW FIRM,65,PROFESSIONALS,LAWYERS,LAWYER,541110,"Professional, scientific & technical services / Professional, scientific & technical services / Legal services / Offices of lawyers / Offices of lawyers",,,,0,0,2,49.16064739,-122.6659361
-13646060.8,6302613.695,962,140970,FORT LANGLEY SENIORS COMMUNITY PARTNERSHIP,,8838,GLOVER RD,"8838 GLOVER RD 
LANGLEY BC  V1M 2R4",140970,Fort Langley,604-266-1436 ext 106,SENIORS HOUSING - LONG TERM CARE FACILITY,2,ACCOMMODATIONS,RETIRE,RETIREMENT LIVING,623310,Health care & social assistance / Nursing & residential care facilities / Community care facilities for the elderly / Community care facilities for the elderly / Community care facilities for the elderly,,,,0,18,60,49.16328911,-122.5846498
-13649409.68,6290791.564,963,122515,DARCY BONNETEAU DRYWALL,,5082,219A ST,"5082 219A ST 
LANGLEY BC  V3A 8P8",122515,Murrayville,604-762-5573,DRYWALL SERVICES,21,CONTRACTOR,DRYWALL,DRYWALL,238310,Construction / Specialty trade contractors / Building finishing contractors / Drywall & insulation contractors / Drywall & insulation contractors,,,,0,0,1,49.09379564,-122.6147334
,,964,136578,JONO DANCE,,,OUT OF TOWN,"2129 E 1ST AVE 
VANCOUVER BC  V5N 1B7",136578,,778-319-8565,DANCE TEACHER,84,TEACHER,DANCE,DANCE,711120,"Arts, entertainment & recreation / Performing arts, spectator sports & related / Performing arts companies / Dance companies / Dance companies",,,,0,1,1,,
-13643081.87,6290101.67,965,109141,MOTIONSAFE INC,,24043,48 AVE,"24043 48 AVE 
LANGLEY BC  V2Z 2M5",109141,,604-787-6603,OFFICE FOR EARTHQUAKE EDUCATION & SIMULATOR,20,CONSULTING,EDUCATION,EDUCATION,611710,Educational services / Educational services / Educational support services / Educational support services / Educational support services,,,,0,0,1,49.08973726,-122.5578897
,,966,136578,SWIM CLO AQUATICS AND FITNESS INC,,,OUT OF TOWN,"3915 ARBUTUS ST 
VANCOUVER BC  V6J 4T2",136578,,604-341-6069,MOBILE SWIM INSTRUCTOR,69,RECREATION,FITNESS,FITNESS,713940,"Arts, entertainment & recreation / Amusement, gambling & recreation industries / Other amusement & recreation industries / Fitness & recreational sports centres / Fitness & recreational sports centres",,,,0,1,1,,
-13652067.98,6303005.906,967,116198,FRASER VALLEY PARDONS AND WAIVERS INC,68,8930,WALNUT GROVE DR,"68-8930 WALNUT GROVE DR 
LANGLEY BC  V1M 3K2",116198,Walnut Grove,778-549-0404,PROVIDING CLIENTS WITH PARDONS & WAIVERS,20,CONSULTING,MISC,MISCELLANEOUS,561410,"Admin., support, waste mgmt & remed. services / Administrative & support services / Business support services / Document preparation services / Document preparation services",,,,0,0,1,49.16559296,-122.6386133
-13645308.26,6303726.127,968,160577,PERIDOT DECORATIVE HOMEWEAR,100,9220,GLOVER RD,"100-9220 GLOVER RD 
LANGLEY   V1M 1A0",149544,Fort Langley,604-513-9118,"RETAIL HOME DECOR, FURNITURE & LIGHTING",74,RETAIL MERCHANTS,FURNITURE,FURNITURE STORE,442298,Retail trade / Furniture & home furnishings stores / Home furnishings stores / Other home furnishings stores / All other home furnishings stores,,,,0,0,2,49.16982326,-122.5778897
,,969,136578,FLOW ENGINEERING INC,,,OUT OF TOWN,"1080 1075 W GEORGIA ST 
VANCOUVER BC  V6E 3C9",136578,,604-609-0500,MECHANICAL & ELECTRICAL ENGINEERING SERVICES,21,CONTRACTOR,ELECTRIC,ELECTRICAL,238210,Construction / Specialty trade contractors / Building equipment contractors / Electrical & other wiring contractors / Electrical & other wiring contractors,,,,0,1,18,,
-13632323.62,6290170.441,970,146665,TROY LIFE & FIRE SAFETY LTD,101A,4848,275 ST,"101A-4848 275 ST 
LANGLEY BC  V4W 0A3",146665,Gloucester,604-856-1137,"FIRE PROTECTION, SPRINKLERS, FIRE ALARMS & EXTINGUISHERS",23,CONTRACTOR - MISC,FIRE,FIRE PROTECTION,238220,"Construction / Specialty trade contractors / Building equipment contractors / Plumbing, heating & ac contractors / Plumbing, heating & ac contractors",,393,,0,0,30,49.09014183,-122.4612466
-13632887.64,6284570.705,971,119536,RENO UNLIMITED,,27363,30 AVE,"27363 30 AVE 
LANGLEY BC  V4W 3J6",119536,Aldergrove,604-613-7989,RESIDENTIAL RENOVATION AND PAINTING,22,CONTRACTOR - GENERAL,SFD,SINGLE FAMILY DWELLING,238390,Construction / Specialty trade contractors / Building finishing contractors / Other building finishing contractors / Other building finishing contractors,,,,0,0,1,49.05718875,-122.4663133
,,972,136578,WESPAC ELECTRICAL CONTRACTORS LTD,,,OUT OF TOWN,"106 BLUE MOUNTAIN ST 
COQUITLAM BC  V3K 4G8",136578,,604-522-1322,ELECTRICAL CONTRACTOR,21,CONTRACTOR,ELECTRIC,ELECTRICAL,238210,Construction / Specialty trade contractors / Building equipment contractors / Electrical & other wiring contractors / Electrical & other wiring contractors,,,,0,0,65,,
-13636751.51,6289875.257,973,109042,FRASER VALLEY SNOW REMOVAL,,26114,48 AVE,"26114 48 AVE 
LANGLEY BC  V4W 1J2",109042,,,OFFICE FOR SNOW REMOVAL & EXCAVATION,23,CONTRACTOR - MISC,RD CONST,ROAD CONSTRUCTION,488490,Transportation & warehousing / Support activities for transportation / Support activities for road transportation / Other support activities for road transport / Other support activities for road transport,,,,1,,,49.08840529,-122.5010231
-13655064.62,6299726.782,974,163541,VANCOUVER GIANTS,,7888,200 ST,"7888 200 ST 
LANGLEY BC  V2Y 3J4",163541,Willoughby,604-444-2687,MAJOR JUNIOR HOCKEY CLUB,69,RECREATION,HOCKEY,HOCKEY,711211,"Arts, entertainment & recreation / Performing arts, spectator sports & related / Spectator sports / Spectator sports / Sports teams & clubs",,,,0,0,8,49.1463281,-122.6655326
-13653952.15,6294480.048,975,123061,K R AUTO CLINIC INC,2,20475,62 AVE,"2-20475 62 AVE 
LANGLEY BC  V3A 5E6",102779,Willowbrook,,AUTO REPAIR,92,VEHICULAR,REPAIRS,REPAIRS,811119,Other services (exc. Public administration) / Repair & maintenance / Automotive r&m / Automotive mechanical & electrical r&m / Other automotive mechanical & electrical r&m,,,,0,0,4,49.11548794,-122.6555391
-13656168.53,6284345.111,976,126477,MY HEALING CONNECTION,,19792,30 AVE,"19792 30 AVE 
LANGLEY BC  V2Z 1X8",126477,Brookswood / Fernridge,640-510-0190,THERAPEUTIC TOUCH PRACTITIONER,60,PERSONAL SERVICES,HEA/WELL,HEALTH AND WELLNESS,812190,Other services (exc. Public administration) / Personal & laundry services / Personal care services / Other personal care services / Other personal care services,,,,0,1,0,49.05586073,-122.6754492
-13653027.04,6300230.69,977,150397,IN BALANCE LIFESTYLE MANAGEMENT,110,8068,207 ST,"110-8068 207 ST 
LANGLEY BC  V2Y 0M9",150397,Willoughby,778-549-1850,NUTRITIONAL CONSULTING,60,PERSONAL SERVICES,HEA/WELL,HEALTH AND WELLNESS,446199,Retail trade / Health & personal care stores / Health & personal care stores / Other health & personal care stores / All other health & personal care stores,,9,,0,0,1,49.14928904,-122.6472286
,,978,136578,METRO CAN CONSTRUCTION LTD,,,OUT OF TOWN,"520 10470 152ND ST 
SURREY BC  V3R 0Y3",136578,,604-583-1174,RESIDENTIAL AND COMMERCIAL CONTRACTOR,22,CONTRACTOR - GENERAL,RES & COM,RESIDENTIAL & COMMERCIAL,236110,Construction / Construction of buildings / Residential building construction / Residential building construction / Residential building construction,,236,,0,0,2,,
-13634477.1,6284588.094,979,129982,AHEER BEAUTY SPA,,26838,30A AVE,"26838 30A AVE 
LANGLEY BC  V4W 3C5",129982,Aldergrove,604-442-4287,"IPL LASER HAIR REMOVAL, HAIR/NAIL SERVICES & ESTHETICS",60,PERSONAL SERVICES,HAIR REMOV,HAIR REMOVAL,812115,Other services (exc. Public administration) / Personal & laundry services / Personal care services / Hair care & esthetic services / Beauty salons,,,,,1,,49.05729111,-122.4805917
-13655438.35,6287823.933,980,141982,BROOKSWOOD NAIL SALON LTD,,4068,200 ST,"4068 200 ST 
LANGLEY BC  V3A 1K9",141976,Brookswood / Fernridge,604-533-1981,NAIL SALON,60,PERSONAL SERVICES,NAIL,NAILS,812190,Other services (exc. Public administration) / Personal & laundry services / Personal care services / Other personal care services / Other personal care services,,,,0,0,2,49.07633586,-122.6688898
-13634067.84,6283216.516,981,138340,LEADING EDGE LAWN CARE,,26966,26 AVE,"26966 26 AVE 
LANGLEY BC  V4W 4A4",138340,Aldergrove,604-671-6666,LAWN MAINTENANCE,21,CONTRACTOR,LAND,LANDSCAPING,561730,"Admin., support, waste mgmt & remed. services / Administrative & support services / Services to buildings & dwellings / Landscaping services / Landscaping services",,,,1,0,1,49.04921639,-122.4769153
-13645343.97,6303675.54,982,124510,BEATNIKS BISTRO,,9194,GLOVER RD,"9194 GLOVER RD 
FT LANGLEY BC  V1M 2S4",124510,Fort Langley,604-888-4487,RESTAURANT,73,RESTAURANTS,FAMILY,FAMILY,722410,Accommodation & food services / Food services & drinking places / Drinking places (alcoholic beverages) / Drinking places (alcoholic beverages) / Drinking places (alcoholic beverages),,302,,,,16,49.16952614,-122.5782105
,,983,136578,KANAKA CREEK DEVELOPMENTS LTD,,,OUT OF TOWN,"28080 DOWNES RD 
ABBOTSFORD BC  V4X 1N3",136578,,604-807-2800,RESIDENTIAL GENERAL CONTRACTOR,22,CONTRACTOR - GENERAL,SFD,SINGLE FAMILY DWELLING,236110,Construction / Construction of buildings / Residential building construction / Residential building construction / Residential building construction,,97,,0,0,1,,
-13654013.46,6302466.932,984,148366,JIN HAIR,6,8790,204 ST,"6 /7 8790 204 ST 
LANGLEY BC  V1M 2Y5",127597,Walnut Grove,604-722-3486,CHAIR RENTAL IN CHAMPERS HAIR SALON,60,PERSONAL SERVICES,HAIR,HAIRDRESSER,812115,Other services (exc. Public administration) / Personal & laundry services / Personal care services / Hair care & esthetic services / Beauty salons,,,,0,0,1,49.162427,-122.6560898
-13652766.77,6302828.319,985,116137,RICHVAC,17,8892,208 ST,"17 8892 208 ST 
LANGLEY BC  V1M 2N8",116137,Walnut Grove,604-968-1088,VACUUM INSTALLATIONS,23,CONTRACTOR - MISC,VAC INSTAL,VACUUM INSTALLATION,561621,"Admin., support, waste mgmt & remed. services / Administrative & support services / Investigation & security services / Security systems services / Security systems services (exc. locksmiths)",,9,,0,0,1,49.16454982,-122.6448906
