LicenceNumber,DateFrom,DateTo,TradeName,LicenceDesc,LicenceCategory,Unit,Address,StreeName,ESRI_OID
51165,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,RJ COOPER CONSTRUCTION LTD,BUILDING RENTAL,BUILDING RENTAL - INDUSTRIAL,,1937,OGILVIE ST S,706
39850,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,MORRISON HOLDINGS LTD,1863 /1879/1887 OGILVIE ST S PROPERTY,BUILDING RENTAL - INDUSTRIAL,1879,1863,OGILVIE ST S,707
74825,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,NORTHERN TILE & STONE LTD,retail of tile amd stone installation of the tile and stone,WHOLESALE < 500 SQ. M. - WHOLESALE < 500 SQ. M.,1879,1863,OGILVIE ST S,708
75149,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,WINMAR PRINCE GEORGE,Property Restoration & Renovation,"CONTRACTOR, TRADE - CONTRACTOR, TRADE",1879,1863,OGILVIE ST S,709
38008,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,558335 BC LTD,GENERAL LOGGING CONTRACTOR,BUILDING RENTAL - COMMERCIAL,,1837,OGILVIE ST S,710
3886,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,DATOFF BROS CONSTRUCTION LTD,GENERAL CONTRACTOR,"CONTRACTOR, GENERAL OR LOGGING - CONTRACTOR, GENERAL OR LOGGING",,1837,OGILVIE ST S,711
75022,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,FORTIS BC ENERGY INC,"CONTRACTOR, TRADE","CONTRACTOR, TRADE - CONTRACTOR, TRADE",,3645,18TH AVE,712
3737,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,PG FLOOR FASHIONS LTD,RETAIL/FLOOR COVERINGS,BUILDING OR GARDEN SUPPLIES - BUILDING OR GARDEN SUPPLIES,,1990,OGILVIE ST S,713
5556,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,EECOL ELECTRIC (SASK) LTD,ELECTRICAL EQUIPMENT,WHOLESALE > 500 SQ. M. - WHOLESALE > 500 SQ. M.,,1990,OGILVIE ST S,714
68321,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,EAST FRASER FIBER CO LTD,SALE OF GOODS TO RETAIL DEALERS OR OTHER WHOLESALE DEALERS - STUDS,WHOLESALE > 500 SQ. M. - WHOLESALE > 500 SQ. M.,,1990,OGILVIE ST S,715
72903,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,DESIGN LOGIC INTERIORS,INTERIOR DESIGN - GOING TO HOMES/ WHOLESALE,WHOLESALE < 500 SQ. M. - WHOLESALE < 500 SQ. M.,,1990,OGILVIE ST S,716
78959,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,COPPER FALLS CUSTOM HOMES LTD,Home Builder,"CONTRACTOR, GENERAL OR LOGGING - GENERAL CONTRACTOR - BUILDING",,1990,OGILVIE ST S,717
74668,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,THEORY HARDWARE INC,BUILDING or GARDEN SUPPLIES,BUILDING OR GARDEN SUPPLIES - BUILDING & GARDEN,,1990,OGILVIE ST S,718
75675,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,WELDCOR SUPPLIES NORTH,Light Industrial/Wholesale/Retail,INDUSTRIAL LIGHT MANUFACTURING/RETAIL - INDUSTRIAL LIGHT MANUFACTURING/RETAIL,,1990,OGILVIE ST S,719
4045,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,CENTRAL INTERIOR REGIONAL TRAINING INSTITUTE INC,SMALL INDUSTRIAL EQUIPMENT TRAINING,INDUSTRIAL SERVICE > 100 SQ. M. - INDUSTRIAL SERVICE - OTHER,,1773,LYON ST S,720
75501,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,EXCALIBUR THEATRE ARTS COMPANY,dance studio,COMMERCIAL RECREATION,,1773,LYON ST S,721
75871,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,MONEY MART,"lending through pawning of gold, jewellery and/or precious metals",Banks and other Financial Institutions.,890,820,VICTORIA ST,722
4993,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,TIM HORTON'S,"MUFFINS, DONUTS, CAKES",RESTAURANT - RESTAURANT,890,820,VICTORIA ST,723
9356,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,WHITE SPOT RESTAURANT,RESTAURANT,RESTAURANT - RESTAURANT,890,820,VICTORIA ST,724
68105,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,"SCHMITZ, ANDERSON & NIELSEN",COMMERCIAL OFFICE,COMMERCIAL OFFICE - ACCOUNTANT,,1595,8TH AVE,725
77703,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,R & R MASSAGE THERAPY LTD,RMT,MEDICAL OR DENTAL OFFICE - MEDICAL OR DENTAL OFFICE,,1543,8TH AVE,726
38958,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,MERRITT CHIROPRACTIC CORP,CHIROPRACTOR,MEDICAL OR DENTAL OFFICE - MEDICAL OR DENTAL OFFICE,,1543,8TH AVE,727
73145,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,COLLIN MCTAGGART MASSAGE THERAPY,MASSAGE THERISPIST - REGISTERED,MEDICAL OR DENTAL OFFICE - OTHER - MEDICAL,,1543,8TH AVE,728
80493,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,SUNSHINE DENTAL LABORATORY LTD.,Dental laboratory,MEDICAL OR DENTAL OFFICE - DENTAL MECHANIC,1533,1529,8TH AVE,729
78714,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,SIMPLY SCRAPBOOKING,Scrapbooking store,COMMERCIAL RETAIL < 1000 SQ. M. - COMMERCIAL RETAIL < 1000 SQ. M.,1533,1529,8TH AVE,730
59156,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,DR DIANE KJORVEN INC,DENTIST,MEDICAL OR DENTAL OFFICE - MEDICAL OR DENTAL OFFICE,1533,1529,8TH AVE,731
74640,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,EARTH FIRE ENERGY INC,Geothermal System Design Consulting,COMMERCIAL SERVICE < 100 SQ. M. - COMMERCIAL SERVICE - OTHER,1533,1529,8TH AVE,732
80487,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,SLANEY RANDALL LLP,Law Firm,COMMERCIAL OFFICE - LAWYER,1533,1529,8TH AVE,733
81091,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,VENUE FINANCIAL CENTRES,Alternative Financing Services,COMMERCIAL OFFICE - COMMERCIAL OFFICE,835,805,VICTORIA ST,734
79532,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,EMILY OLSON COLOURIST INC,Hair Styling,"Agriculture General/Intensive, Animal Breeding/Boarding/Clinic, Aquaculture, Dental Office, Entertainment Patron/Spectator, Exhibit, Exhibition/Convention, Feedlot, Fish Hatchery, Forestry, Health Service Community-Outreach/Minor/Major, Library, Medical Office, Personal Care Home, Printing, Publishing, Residential Sales Centre, Service Business-Support/Funeral/Massage/Massage-Therapy/Personal/Pet-Grooming/Pet-Daycare/Veterinary, Winery/Cidery, Vending Machines
COMMERCIAL SERVICE (<100 SQ M GFA)",835,805,VICTORIA ST,735
78346,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,GIRLFRIEND BROW BAR,threading/ waxing,COMMERCIAL SERVICE < 100 SQ. M. - COMMERCIAL SERVICE < 100 SQ. M.,835,805,VICTORIA ST,736
1649,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,MATTE BROS & SONS CONSTRUCTION LTD,"CONTRACTOR, GENERAL or LOGGING","CONTRACTOR, GENERAL OR LOGGING - CONTRACTOR, GENERAL OR LOGGING",835,805,VICTORIA ST,737
38203,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,MATTE INVESTMENTS LTD,BUILDING RENTAL,BUILDING RENTAL - COMMERCIAL,835,805,VICTORIA ST,738
76277,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,VENUE FINANCIAL LTD,Commercial office - tax returns & finance,Banks and other Financial Institutions.,835,805,VICTORIA ST,739
56600,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,SPRUCE CREDIT UNION,BANKS,Banks and other Financial Institutions.,,879,VICTORIA ST,740
70334,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,PRINCE GEORGE CHAMBER OF COMMERCE,Commercial office,CHARITABLE/NON-PROFIT/RELIGIOUS - CHARITABLE/NON-PROFIT/RELIGIOUS,890,886,VANCOUVER ST,741
74900,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,SUNLIFE FINANCIAL,Financial Services,COMMERCIAL OFFICE - COMMERCIAL OFFICE - OTHER,890,886,VANCOUVER ST,742
39519,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,STEVE MOCILAC,BUILDING RENTAL,BUILDING RENTAL - INDUSTRIAL,,1936,QUINN ST S,743
3791,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,INLAND SPRING AND AXLE LTD,SPRINGS & AXLES SALES & SERVICE,CAR SALES OR SERVICE - CAR SALES OR SERVICE,,1936,QUINN ST S,744
77864,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,NECHAKO STEEL & MACHINE LTD,General Fabrication & Machine,INDUSTRIAL LIGHT MANUFACTURING/RETAIL - INDUSTRIAL LIGHT MANUFACTURING/RETAIL,1994,1986,QUINN ST S,745
49444,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,PRINCE SHEET METAL & HEATING LTD,ROOFING & SHEET METAL,INDUSTRIAL LIGHT MANUFACTURING/RETAIL - INDUSTRIAL LIGHT MANUFACTURING/RETAIL,,2002,QUINN ST S,746
51125,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,RH JONES MECHANICAL LTD,MECHANICAL CONTRACTOR,"CONTRACTOR, TRADE - CONTRACTOR, TRADE",2072,2086,QUINN ST S,747
8187,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,KOPAR ADMINISTRATION LTD,Employment Services,COMMERCIAL SERVICE > 100 SQ. M. - COMMERCIAL SERVICE - OTHER,,2211,NICHOLSON ST S,748
80161,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,SMARTWAY TRUCK REPAIR LTD,Commercial Truck & Trailer Repair,TRUCK REPAIR - TRUCK REPAIR,,2211,NICHOLSON ST S,749
73113,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,NORTHWAY GLASS INC,Retail Automotive Glass shop.,INDUSTRIAL LIGHT MANUFACTURING/RETAIL - INDUSTRIAL LIGHT MANUFACTURING/RETAIL,,2235,NICHOLSON ST S,750
19842,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,WOLSELEY CANADA INC,PLUMBING SUPPLIES,WHOLESALE > 500 SQ. M. - WHOLESALE > 500 SQ. M.,2257,2251,NICHOLSON ST S,751
68503,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,KK MOTOR REPAIRS/PG SAW & FABRICATING,LIGHT FABRICATING/SAW SHARPENING/SMALL ENGINE USED PARTS,INDUSTRIAL LIGHT MANUFACTURING/RETAIL - INDUSTRIAL LIGHT MANUFACTURING/RETAIL,2291,2271,NICHOLSON ST S,752
78152,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,FAB CAN METALWORKS,Metal fabrication,INDUSTRIAL LIGHT MANUFACTURING/RETAIL - INDUSTRIAL LIGHT MANUFACTURING/RETAIL,2291,2271,NICHOLSON ST S,753
70938,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,PRISM POWDER COATING,DRY PAINTING PROCESS - POWDER COATING,"CONTRACTOR, TRADE - CONTRACTOR - OTHER",2291,2271,NICHOLSON ST S,754
77556,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,CDL MAYFAIR GAS & PLUMBING INC,Heating & Plumbing,"CONTRACTOR, GENERAL OR LOGGING - CONTRACTOR - OTHER",2291,2271,NICHOLSON ST S,755
72689,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,AGAINST THE WIND HOLDINGS LTD,Rental Property,BUILDING RENTAL - INDUSTRIAL,2291,2271,NICHOLSON ST S,756
15536,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,CROSSROADS CONSTRUCTION CO LTD,"CONTRACTOR, GENERAL or LOGGING","CONTRACTOR, GENERAL OR LOGGING - CONTRACTOR, GENERAL OR LOGGING",3664,3658,OPIE CRES,757
54200,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,JOHN ROW,BUILDING RENTAL,BUILDING RENTAL - INDUSTRIAL,3664,3658,OPIE CRES,758
72140,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,MAINLINE PLUMBING & HEATING (2007) LTD,"CONTRACTOR, TRADE","CONTRACTOR, TRADE - PLUMBING",3664,3658,OPIE CRES,759
44196,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,OLD DUTCH FOODS LTD,WHOLESALE > 500 SQ. M.,WHOLESALE > 500 SQ. M. - WHOLESALE > 500 SQ. M.,,2210,NICHOLSON ST S,760
69480,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,BACK TO NEW AUTO PAINT REPAIR,Auto Detailing - Mobile,CAR SALES OR SERVICE - CAR SALES OR SERVICE,,3463,22ND AVE,761
73633,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,KODIAK INDUSTRIAL CHROME & HYDRAULICS LTD,"MACHINE SHOP, HYDRAULIC REPAIRS, HARD CHROME PLATING",INDUSTRIAL SERVICE > 100 SQ. M. - INDUSTRIAL SERVICE - OTHER,,3463,22ND AVE,762
9248,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,DWB CONSULTING SERVICES LTD,CONSULTING,COMMERCIAL OFFICE - COMMERCIAL OFFICE - OTHER,,1579,9TH AVE,763
79329,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,PORTER & MCMILLAN (1992) LTD DIVI OF JOHNSTON MEIER INSURANCE AGENCIES,Insurance Brokerage,COMMERCIAL OFFICE - INSURANCE,915,901,VICTORIA ST,764
79314,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,FAMILY DENTAL CARE - DOWNTOWN,Medial or Dental Office - Dentist,MEDICAL OR DENTAL OFFICE - DENTIST,915,901,VICTORIA ST,765
79313,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,FAMILY PG HEALTH SERVICES,Medical or Dental Office,MEDICAL OR DENTAL OFFICE - MEDICAL OR DENTAL OFFICE,915,901,VICTORIA ST,766
8604,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,DEBORAH PHAIR SERVICES INC,NATUROPATHIC MEDICAL OFFICE,MEDICAL OR DENTAL OFFICE - MEDICAL OR DENTAL OFFICE,,1556,10TH AVE,767
80664,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,ECONOLODGE CITY CENTRE INN,motel,MOTEL - MOTEL,,910,VICTORIA ST,768
79503,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,YOLKS ALL DAY,Restaurant,RESTAURANT - RESTAURANT,,910,VICTORIA ST,769
49599,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,FJP & ASSOCIATES CPA INC,CHARTERED PROFESSIONAL ACCOUNTANTS,COMMERCIAL OFFICE - ACCOUNTANT,935,901,BRUNSWICK ST,770
1509,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,CANADA BREAD LTD,BAKERY PRODUCTS/MAXIMUM 25% RETAIL ALLOWED,WHOLESALE < 500 SQ. M. - WHOLESALE < 500 SQ. M.,,2140,QUINN ST S,771
80671,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,KKSA SAFETY CONSULTING INC,Safety Consulting,HOME BUSINESS - CONSULTING,,1880,11TH AVE,772
80746,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,LAURAVILLE APARTMENTS,Building rental units,BUILDING RENTAL - BUILDING RENTAL,,1840,SPRUCE ST,773
73174,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,ALLPOINTS FIRE PROTECTION LTD,"Fire Protection. sprinkler installs, extinguisher servicing.",INDUSTRIAL SERVICE < 100 SQ. M. - INDUSTRIAL SERVICE - OTHER,2149,2119,OGILVIE ST S,774
78360,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,AZTECH FIRE SAFETY PLANNING & CONSULTING (2015) LTD,Fire Safety Planning & consulting,INDUSTRIAL SERVICE < 100 SQ. M. - INDUSTRIAL SERVICE - OTHER,2149,2119,OGILVIE ST S,775
78780,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,BUNZL CANADA INC O/A GF,"Distributor of packaging, warehouse & construction supplies",WHOLESALE < 500 SQ. M. - WHOLESALE < 500 SQ. M.,2149,2119,OGILVIE ST S,776
74943,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,SIGNATURE WEDDING & RENTALS,wedding decor,"Aircraft Sale/Rental, Business/Office Supplies, Retail Convenience/General, Building/Garden Supplies, Retail Farmers/Flea Market, Direct Sales Group/Individual

COMMERCIAL RETAIL (<1000 SQ M GFA)",1745,1709,NICHOLSON ST S,777
78794,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,NORTH VINES CRAFT WINEMAKING,Winemaking,COMMERCIAL RETAIL < 1000 SQ. M. - COMMERCIAL RETAIL < 1000 SQ. M.,1745,1709,NICHOLSON ST S,778
80395,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,NORTHERN BREWMASTERS INC,Brew On-Premise Beer,COMMERCIAL RETAIL < 1000 SQ. M. - COMMERCIAL RETAIL < 1000 SQ. M.,1745,1709,NICHOLSON ST S,779
7588,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,AHOY ANCHORS FRESH FISH & SEAFOOD,FRESH FISH & SEAFOOD,WHOLESALE < 500 SQ. M. - WHOLESALE < 500 SQ. M.,1745,1709,NICHOLSON ST S,780
80227,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,OLYMPUS FREERUNNING,Parkour / Freerunning fitness,COMMERCIAL SERVICE > 100 SQ. M. - FITNESS / GYM / DANCE,1745,1709,NICHOLSON ST S,781
81025,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,FRESH TOMATO PIE LTD.,Takeout/Catering,COFFEE SHOP/CAFE/DELI - COFFEE SHOP/CAFE/DELI,1745,1709,NICHOLSON ST S,782
77824,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,ASSURED MILL SERVICES LTD,Maintenance Contractor - Millwright,"HOME BUSINESS, CONTRACTOR TRADE - HOME BUSINESS, CONTRACTOR TRADE",,1685,DOGWOOD ST,783
8739,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,GLASS CRAYONS,CRAFTS - SPECIALIZE IN STAINED GLASS,HOME CRAFT - HOME CRAFT,,1685,DOGWOOD ST,784
5750,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,END OF THE ROLL,CARPETING & VINYL FLOORING,BUILDING OR GARDEN SUPPLIES - BUILDING OR GARDEN SUPPLIES,,1606,NICHOLSON ST S,785
74519,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,NORTHSTAR LYON HOLDING LTD,INDUSTRIAL,BUILDING RENTAL - INDUSTRIAL,,1797,LYON ST S,786
6273,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,CANUCK MECHANICAL LTD,PLUMBING & HEATING,"CONTRACTOR, TRADE - PLUMBING",,1797,LYON ST S,787
1402,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,SUPER SAVE GAS,GASOLINE SERVICE STATION,GASOLINE SERVICE STATION - GASOLINE SERVICE STATION,,950,VICTORIA ST,788
78268,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,SLB PROPERTY MANAGEMENT,Apartment Building,RESIDENTIAL BUILDING RENTAL - APARTMENTS,,1698,JUNIPER ST,789
77494,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,ABORIGINAL  HOUSING SOCIETY OF PRINCE GEORGE,Building rental,RESIDENTIAL BUILDING RENTAL - SINGLE FAMILY DWELLING,,2060,BOWSER AVE,790
75602,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,ST PATRICK'S HOUSE SOCIETY,supportive recovery home,CHARITABLE/NON-PROFIT/RELIGIOUS - CHARITABLE/NON-PROFIT/RELIGIOUS,,1735,YEW ST,791
70803,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,PERFORMERS NORTH ENTERTAINMENT CO,non profit dance company,Charitable/Non-Profit/Religious,,3540,OPIE CRES,792
3042,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,DANCE N THINGS,DANCE OUTFITS & ACCESSORIES,COMMERCIAL SERVICE < 100 SQ. M. - FITNESS / GYM / DANCE STUDIO,,3540,OPIE CRES,793
2448,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,JUDY RUSSELL'S ENCHAINEMENT DANCE STUDIO,DANCE INSTRUCTION,COMMERCIAL SERVICE < 100 SQ. M. - FITNESS / GYM / DANCE STUDIO,,3540,OPIE CRES,794
28196,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,E B HORSMAN & SON LTD,ELECTRICAL SUPPLIES,WHOLESALE > 500 SQ. M. - WHOLESALE > 500 SQ. M.,2255,2233,QUINN ST S,795
2445,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,BELTERRA,WHOLESALE > 500 SQ. M.,WHOLESALE > 500 SQ. M. - WHOLESALE > 500 SQ. M.,2255,2233,QUINN ST S,796
21886,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,GUILLEVIN INTERNATIONAL INC,"ELECTRICAL, INDUSTRIAL & MILL SUPPLIES",WHOLESALE > 500 SQ. M. - WHOLESALE > 500 SQ. M.,2255,2233,QUINN ST S,797
22263,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,FORTWOOD HOMES LTD,GENERAL CONTRACTOR,"CONTRACTOR, GENERAL OR LOGGING - CONTRACTOR, GENERAL OR LOGGING",2255,2233,QUINN ST S,798
69131,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,OGILVIE BUILDING SUPPLIES LTD,industrial,BUILDING RENTAL - INDUSTRIAL,2255,2233,QUINN ST S,799
78940,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,SCRAPBOOK ZONE,Wedding Invitations and Scrapbooking,COMMERCIAL RETAIL < 1000 SQ. M. - COMMERCIAL RETAIL < 1000 SQ. M.,3899,3863,18TH AVE,800
3633,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,AURORA VACUUM CENTRE,VACUUM SYSTEMS,INDUSTRIAL SERVICE > 100 SQ. M. - FURNITURE & APPLIANCE SERVICE,3899,3863,18TH AVE,801
78204,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,PREMIER ROOMS,Building Rental - Commercial,BUILDING RENTAL - COMMERCIAL,,1045,3RD AVE,802
71427,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,RICHARD D. BJARNASON LAW CORPORATION,law office,COMMERCIAL OFFICE - COMMERCIAL OFFICE,,1057,3RD AVE,803
79163,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,PAUL D LEBLANC,Lawyer,COMMERCIAL SERVICE < 100 SQ. M. - COMMERCIAL SERVICE < 100 SQ. M.,,1057,3RD AVE,804
70678,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,HENDERSON LAW,legal firm,COMMERCIAL OFFICE - LAWYER,,1057,3RD AVE,805
71377,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,RJS LAW CORP,Barrister & Solicitor,COMMERCIAL OFFICE - LAWYER,,1057,3RD AVE,806
74984,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,"SIMON D.M. WAGSTAFFE, LAW CORPORATION",Law Office,COMMERCIAL OFFICE - LAWYER,,1057,3RD AVE,807
9049,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,TYO LAW CORPORATION,LAW OFFICE,COMMERCIAL OFFICE - LAWYER,,1057,3RD AVE,808
80486,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,MITCH HOUG LAW,Legal Services,COMMERCIAL OFFICE - LAWYER,,1057,3RD AVE,809
77732,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,LORD OF FLOORS INC,Flooring sales and installation,"CONTRACTOR, TRADE - FLOORING",985,975,3RD AVE,810
81015,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,LMC OCCUPATIONAL HEALTH AND TESTING SERVICES,Drug/Breath Alcohol Testing - Office Only,COMMERCIAL OFFICE - COMMERCIAL OFFICE,,944,4TH AVE,811
72262,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,ARCHER CRM PARTNERSHIP,Archaeological Consulting & Research (952 4th Ave),COMMERCIAL OFFICE - COMMERCIAL OFFICE - OTHER,,944,4TH AVE,812
8292,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,BEEKMAN PRINTING LTD,PRINTING or PUBLISHING,PRINTING OR PUBLISHING - PRINTING OR PUBLISHING,,970,4TH AVE,813
80048,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,MOORE APPLIANCES (2019) LTD.,Appliance sales & services,COMMERCIAL RETAIL < 1000 SQ. M. - COMMERCIAL RETAIL < 1000 SQ. M.,370,350,QUEENSWAY,814
75510,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,AUTOMASTER AUTOBODY LTD,Autobody collision repair,CAR SALES OR SERVICE - CAR SALES OR SERVICE,,847,3RD AVE,815
81049,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,CAVEMAN GRANITE AND QUARTZ LTD.,"Fabricating, Installation, Sales of Cabinets and Stone Countertops",COMMERCIAL SERVICE > 100 SQ. M. - COMMERCIAL SERVICE - OTHER,804,890,4TH AVE,816
77695,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,S & S ENTERPRISES LTD,Building Rental - Industrial,BUILDING RENTAL - INDUSTRIAL,2222,2218,NICHOLSON ST S,817
68561,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,U-HAUL,CAR or TRUCK RENTAL,CAR OR TRUCK RENTAL - CAR OR TRUCK RENTAL,2222,2218,NICHOLSON ST S,818
6797,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,A & D POWER EQUIPMENT 2013  LTD,SMALL ENGINE REPAIRS & PART SALES,INDUSTRIAL SERVICE > 100 SQ. M. - INDUSTRIAL SERVICE - OTHER,2222,2218,NICHOLSON ST S,819
78897,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,ENCORE METALS,Wholesale of metal,WHOLESALE > 500 SQ. M. - WHOLESALE > 500 SQ. M.,,2266,NICHOLSON ST S,820
78200,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,FIREWEED CANADA EDUCATION INC,Retail e-business,HOME BUSINESS - RETAIL,1865,1861,TAMARACK ST,821
79943,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,FRASER INN,Motel,MOTEL - MOTEL,,1616,QUEENSWAY,822
77490,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,ABORIGINAL  HOUSING SOCIETY OF PRINCE GEORGE,Building rental,RESIDENTIAL BUILDING RENTAL - SINGLE FAMILY DWELLING,,1700,YEW ST,823
9039,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,GATEWAY CHRISTIAN MINISTRIES,DANCE & LEARNING CENTRE,CHARITABLE/NON-PROFIT/RELIGIOUS - CHARITABLE/NON-PROFIT/RELIGIOUS,,2055,20TH AVE,824
81571,2021/08/11 07:00:00+00,2021/12/31 08:00:00+00,ACADEMY,Martial arts Training,HOME BUSINESS 1 - Craft,,2033,BOWSER AVE,825
