OBJECTID,BusinessID,Unit,House,Street,PostalCode,BusinessName,BusinessType,BusinessSubType,IssueDate,LicenceCategory,WebsiteAddress,Phone1,Phone1Description,Keywords,SHAPE,geometry,lon,lat,BusinessDescription
399,00457813,,21965,ISAAC CRES,V2X 8N8,CLOUD 9 EVENT DESIGNS,HOME & PROPERTY RETAIL,HOME DECOR & HOUSEHOLD ACCESSORIES,2022-02-14,HOME BASED,,604-417-4588,Work,,,POINT (-122.61229186704898 49.228888819702675),-122.61229186704898,49.228888819702675,"CONSULTING, GRAPHIC DESIGN, CAMOUFLAGE PRINTING FOR PROTOTYPES AND SHORT RUN PRODUCTION"
400,00436154,,26208,LOUGHEED HWY,V2W 1M3,COAST MOUNTAIN EARTH SCIENCES,ENVIRONMENTAL & ECOLOGICAL,ENVIRONMENTAL CONSULTANT,2022-02-11,HOME BASED,,604 462 7106,Work,,,POINT (-122.49574483417126 49.171410110502045),-122.49574483417126,49.171410110502045,EDUCATION & TRAINING FOR MENTAL HEALTH CLINICIANS IN EMDR THERAPY
402,00432134,,23408,DEWDNEY TRUNK RD,V2X 3L7,PERKIN BROTHERS AUTOMOTIVE LTD,AUTOMOTIVE,AUTO/BOATS/RV/MOTORCYCLE REPAIR & SERVICE,2021-12-23,COMMERCIAL,,604 463 8626,Work,,,POINT (-122.5735892619439 49.22000896817949),-122.5735892619439,49.22000896817949,INTERNATIONAL TRADING OF CHEMICAL PRODUCTS
405,00434998,122,22441,DEWDNEY TRUNK RD,V2X 7X7,SKYLIGHT COFFEE INC. DBA  BLENZ MAPLE RIDGE,FOOD & BEVERAGE SERVICES,RESTAURANT/CAFE,2022-02-08,COMMERCIAL,,604 467 2322,Work,,,POINT (-122.59974178308605 49.22098247066447),-122.59974178308605,49.22098247066447,ARTS CENTRE & THEATRE
406,00434135,1,20691,LOUGHEED HWY,V2X 2P9,HUB INTERNATIONAL INSURANCE BROKERS,FINANCIAL & INSTITUTIONAL SERVICES,INSURANCE AGENT/BROKER,2021-12-08,COMMERCIAL,,604 465 8333,Work,,,POINT (-122.64893961131236 49.218832448426156),-122.64893961131236,49.218832448426156,NON-PROFIT SENIORS HOUSING (AFFORDABLE) WITH MEALS - 21 ROOMS INCL 2 CARETAKER
408,00433968,,22427,DEWDNEY TRUNK RD,V2X 7X7,LOBLAW PHARMACY #4980,HEALTH RETAIL,PHARMACY,2021-12-29,COMMERCIAL,,604 467 0753,Work,,,POINT (-122.59974178308605 49.22098247066447),-122.59974178308605,49.22098247066447,REAL ESTATE
409,00457927,,10347,238A ST,,A. ROYAL PRODUCTIONS,ARTS & ENTERTAINMENT SERVICES,UNCLASSIFIED ARTS & ENTERTAINMENT SERVICE,2021-12-29,HOME BASED,,604-839-0594,Work,,,POINT (-122.56195288044864 49.190330239606396),-122.56195288044864,49.190330239606396,PIZZA - TAKE OUT & DELIVERY
410,00460482,,22270,NORTH AVE,V2X 2L5,ONE WAY CLUB SOCIETY,COMMUNITY GROUPS,FOUNDATIONS/CHARITIES,2021-12-02,COMMERCIAL,www.onewayclubsociety.com,604 463 6617,Work,,,POINT (-122.60539849393467 49.21577149203848),-122.60539849393467,49.21577149203848,WEDDING & EVENT DECOR DESIGNER
411,00434650,,20769,LOUGHEED HWY,,PIZZA FACTORY,FOOD & BEVERAGE SERVICES,RESTAURANT/CAFE,2021-12-08,COMMERCIAL,,604 466 6060,Work,,,POINT (-122.64586756488514 49.21842205976418),-122.64586756488514,49.21842205976418,LAND INSPECTION SERVICES
412,00432167,,24468,FERN CRES,V4R 2S1,ALOUETTE MARINE,AUTOMOTIVE,AUTO/BOATS/RV/MOTORCYCLE REPAIR & SERVICE,2021-12-24,HOME BASED,,604 466 0333,Work,,,POINT (-122.54468894628478 49.24155887491946),-122.54468894628478,49.24155887491946,COMPLETE AUTOMOTIVE REPAIR SHOP AND MUFFLER BAY
413,00432231,,23486,133 AVE,V4R 2W7,VISIONARY RESEARCH INC,BUSINESS SERVICES,CONSULTING SERVICE,2021-12-07,HOME BASED,,604 309 5502,Work,,,POINT (-122.57230245016072 49.24536539458554),-122.57230245016072,49.24536539458554,COFFEE SHOP
415,00433644,,25697,112 AVE,V2W 1H1,GELINAS ROOFING LTD,CONTRACTORS,ROOFING,,HOME BASED,,604 720 5054,Work,,,POINT (-122.51041497981501 49.20901138192584),-122.51041497981501,49.20901138192584,OUTDOOR RESTAURANT (SUNFLOWER CAFE)
416,00457564,,23127,123A AVE,V2X 1X8,ANNEX PLUMBING,CONTRACTOR,PLUMBING,,HOME BASED,,604-616-6561,Work,,,POINT (-122.58104717688495 49.22678018608735),-122.58104717688495,49.22678018608735,INSURANCE BROKER
417,00459471,,25811,124 AVE,V4R 1B8,ETHIC WORKS LTD,CONTRACTORS,SITE PREPARATION,2022-02-14,HOME BASED,,604 807 7366,Work,,,POINT (-122.50563880008613 49.22850315181587),-122.50563880008613,49.22850315181587,PHARMACY SERVICES
418,00459439,420,22709,LOUGHEED HWY,V2X 2V5,1262575 BC LTD - QUESADA,FOOD & BEVERAGE SERVICES,RESTAURANT/CAFE,2021-12-21,COMMERCIAL,,604 825 8163,Work,,,POINT (-122.5918915421036 49.21762737861612),-122.5918915421036,49.21762737861612,EVENT PRODUCTION/MANAGEMENT/PROMOTION FOR PERFORMING ARTS
420,00458628,,20343,116 AVE,V2X 1Y4,LIONESS MANE EVENTS,PERSONAL SERVICES,HAIR SALON/BARBER,,HOME BASED,LIONESSMANEEVENTS.CA,604 910 9590,Work,,,POINT (-122.65746684320472 49.21361096334669),-122.65746684320472,49.21361096334669,NON-PROFIT RECOVERY CLUB
421,00435738,,22588,ROYAL CRES,V2X 3T6,ROYAL CRESCENT ESTATES,RENTAL UNITS,RES DWELL LESSOR - MULTI-FAMILY,2021-12-21,COMMERCIAL,,604 931 4571,Work,,,,,,TAKE OUT PIZZA RESTAURANT
422,00435368,106,20475,LOUGHEED HWY,V2X 9B6,SPIN SALON,PERSONAL SERVICES,HAIR SALON/BARBER,2021-12-06,COMMERCIAL,,,Work,,,POINT (-122.6539174296745 49.219602028410094),-122.6539174296745,49.219602028410094,MOBILE MECHANIC
423,00436265,,23588,JIM ROBSON WAY,,COTTONWOODS CHILDCARE CENTRE,COMMUNITY CARE,CHILD CARE - GROUP CHILD CARE CENTRE,2022-01-10,COMMERCIAL,,604 467 2883,Work,,,POINT (-122.56574814079283 49.19156053886785),-122.56574814079283,49.19156053886785,NEW PRODUCT DEVELOPMENT SERVICES
424,00433922,,10604,238 ST,V2W 1E4,CAFORMA ENTERPRISES INC,DIRECT SALES,E-COMMERCE,2022-02-11,HOME BASED,,,Work,,,POINT (-122.56076797171448 49.19600188757917),-122.56076797171448,49.19600188757917,ROOFING CONTRACTOR
425,00459760,,11262,BURNETT ST,V2X 6N9,DANNY AND CLAUDIO MARKETING GROUP,BUSINESS SERVICES,ADVERTISING/MARKETING/PUBLIC RELATIONS,2021-12-03,HOME BASED,,604 406 6846,Work,,,POINT (-122.58960787439054 49.20699011281593),-122.58960787439054,49.20699011281593,PLUMBING CONTRACTOR
426,00435696,,20972,RIVER RD,V2X 1Z9,RIVER ROAD RESIDENCE,COMMUNITY CARE,COMMUNITY CARE FACILITY,2021-12-09,COMMERCIAL,,604 942 6939,Work,,,POINT (-122.64040714231706 49.21173691638644),-122.64040714231706,49.21173691638644,EXCAVATION
427,00433907,2,22337,DEWDNEY TRUNK RD,V2X 3J3,CANADIAN LIFESTYLE COMPANY INC,HEALTH RETAIL,UNCLASSIFIED HEALTH RETAIL,2021-12-23,COMMERCIAL,,604 477 1212,Work,,,POINT (-122.60321483482387 49.22075885681717),-122.60321483482387,49.22075885681717,MEXICAN FOOD RESTAURANT
428,00459753,103,11580,223 ST,,PROTECT PAVING SOLUTIONS LTD,ROAD PAVING & PARKING,ROAD MAINTENANCE,,HOME BASED,,604 380 1822,Work,,,POINT (-122.604133166958 49.212674793669386),-122.604133166958,49.212674793669386,CARPET/UPHOLSTERY CLEANING/DUCT CLEANING/FIRE & FLOOD RESTORATION/RENOVATION
429,00435173,,20090,STEWART CRES,V2X 0T4,J P METAL MASTERS 2000 INC,MANUFACTURING,METAL,2021-12-01,COMMERCIAL,,604 465 8933,Work,,,POINT (-122.66280424928182 49.214259860681565),-122.66280424928182,49.214259860681565,"MOBILE HAIR STYLING, OFFERING UPDOS, BRAIDS AND CURLS FOR ALL EVENTS"
430,00459967,,24699,103A AVE,V2W 0B1,THE GOLDEN HAMMER HANDYMAN SERVICES INC,HOME & INDUSTRY SERVICES,HANDYMAN,2022-01-04,HOME BASED,,604 380 4481,Work,,,POINT (-122.53752094214829 49.19015714160274),-122.53752094214829,49.19015714160274,94 APARTMENT RENTALS
431,00459180,302,12835,LILLEY DR,,LENIS MACHINES INC.,MANUFACTURING,UNCLASSIFIED MANUFACTURING,2022-01-21,COMMERCIAL,,778 835 5384,Work,,,POINT (-122.49277032872467 49.23538620205469),-122.49277032872467,49.23538620205469,HAIR SALON OCCUPANT LOAD = 10
432,00459719,200,22471,LOUGHEED HWY,V2X 2T8,BEVERLEIGH SACRED SOUL CONNEXIONS,PERSONAL SERVICES,PSYCHIC SERVICES,2021-12-30,COMMERCIAL,WWW.BEVCONNEX.COM,604 362 4447,Work,,,POINT (-122.5993658695399 49.21737135239143),-122.5993658695399,49.21737135239143,GROUP DAYCARE CENTRELOCATED AT PLANET ICE
433,00433900,130,20395,LOUGHEED HWY,V2X 2P9,STING PHARMACY LTD,HEALTH RETAIL,PHARMACY,2021-11-23,COMMERCIAL,,604 465 8123,Work,,,POINT (-122.6556634807823 49.21971460895273),-122.6556634807823,49.21971460895273,BUYING AND SELLING OF BICYCLE PARTS
434,00459243,,11298,240 ST,,PACIFIC LABORATORY QUALITY ESSENTIALS CONSULTING (PLQEC),BUSINESS SERVICES,CONSULTING SERVICE,2022-01-04,HOME BASED,PLQEC.COM,604 417 9679,Work,,,POINT (-122.55630292053219 49.20764496670523),-122.55630292053219,49.20764496670523,MARKETING
435,00433411,,22564,LOUGHEED HWY,V2X 2V1,DONADA INDUSTRIES,CONTRACTORS,BUILDING (GENERAL CONTRACTOR),2021-12-07,COMMERCIAL,,604 466 1976,Work,,,POINT (-122.59711998881039 49.216801257730665),-122.59711998881039,49.216801257730665,CCFA LICENCED SPECIALIZED RESIDENTIAL CARE (PACIFIC COAST COMMUNITY RESOURCES)
436,00457549,,23772,118 AVE,V4R 2X1,DELVE CAPITAL LTD.,BUSINESS SERVICES,CONSULTING SERVICE,2021-12-06,HOME BASED,,604-992-0855,Work,,,POINT (-122.5632620637135 49.21647228746008),-122.5632620637135,49.21647228746008,HEALTH CARE SUPPLIES
437,00433490,,23326,DOGWOOD AVE,V2X 4S5,HOLE IN ONE GENERAL CONTRACTING,CONTRACTORS,BUILDING (GENERAL CONTRACTOR),2021-12-06,HOME BASED,,778 322 3404,Work,,,POINT (-122.57598050054159 49.237344634275445),-122.57598050054159,49.237344634275445,"PAVING, MAINTENANCE & REPAIR"
438,00458803,26,11282,COTTONWOOD DR,V2X 8W7,CLEAR COAST ALLIANCE LTD,WHOLESALE & DISTRIBUTION,IMPORT/EXPORT,,HOME BASED,,778 991 2981,Work,,,,,,STEEL FABRICATIONS
441,00433756,,26362,DEWDNEY TRUNK RD,V2W 1A1,STREAMLINE IRRIGATION LTD,CONTRACTORS,IRRIGATION,2022-01-25,HOME BASED,,604 462 8891,Work,,,POINT (-122.49140843492364 49.21947806953859),-122.49140843492364,49.21947806953859,HANDYMAN SERVICES
442,00436030,,11942,223 ST,V2X 5Y3,BC GADGETS LTD,RETAIL,UNCLASSIFIED MISCELLANEOUS RETAIL,2021-12-13,COMMERCIAL,,604 380 0000,Work,,,POINT (-122.60419018862258 49.21926322031266),-122.60419018862258,49.21926322031266,MANUFACTURING & TRADING
443,00437797,,11685,209 ST,V2X 7S5,CRAFTSMEN CONTRACTING LTD,CONTRACTORS,BUILDING (GENERAL CONTRACTOR),2021-12-20,HOME BASED,,778 989 7252,Work,,,POINT (-122.64255016462552 49.213966480632266),-122.64255016462552,49.213966480632266,"PROFESSIONAL MEDIUM, PSYCHIC ARTS"
444,00460668,102,22471,LOUGHEED HWY,V2X 2T8,LATE TO THE PARTY BEAUTY,PERSONAL SERVICES,SPA SERVICES,2022-02-08,COMMERCIAL,,778 233 0941,Work,,,POINT (-122.5993658695399 49.21737135239143),-122.5993658695399,49.21737135239143,HEALTH RETAIL (SHOPPERS DRUG MART )
445,00460151,,12337,216 ST,V2X 5K2,MOSAIC LANDSCAPING LTD,CONTRACTORS,LANDSCAPING,2021-12-13,HOME BASED,WWW.MOSAICLANDSCAPE.CA,604 722 0392,Work,,,POINT (-122.62307577054408 49.2265862063945),-122.62307577054408,49.2265862063945,"CONSULTING, AUDITING, HELP IN DOCUMENTATION"
446,00434125,500,20395,LOUGHEED HWY,V2X 2P9,BRITISH COLUMBIA AUTOMOBILE ASSOCIATION,FINANCIAL & INSTITUTIONAL SERVICES,INSURANCE AGENT/BROKER,,COMMERCIAL,,604 205 1201,Work,,,POINT (-122.6556634807823 49.21971460895273),-122.6556634807823,49.21971460895273,RENTAL HOUSING
447,00434092,100,22529,LOUGHEED HWY,V2X 0L5,BANK OF NOVA SCOTIA (THE),FINANCIAL & INSTITUTIONAL SERVICES,BANK/CREDIT UNION,2021-12-23,COMMERCIAL,,604 466 3575,Work,,,POINT (-122.59840121404079 49.21745530293932),-122.59840121404079,49.21745530293932,RESEARCH & DEVELOPMENT CONSULTING
448,00434314,102,22320,LOUGHEED HWY,,DR. R M MARQUEZ INC,PROFESSIONAL SERVICES,DENTIST,2021-12-22,COMMERCIAL,,604 463 3610,Work,,,POINT (-122.60372342205471 49.21659844972469),-122.60372342205471,49.21659844972469,GENERAL CONTRACTING
449,00460612,,12153,CHERRYWOOD DR,V2X 0B7,SINOCANADA AGROCHEMICAL TECHNOLOGIES INTERNATIONAL LTD,HOME & INDUSTRY SERVICES,PEST CONTROL,2022-02-10,HOME BASED,,778 990 8689,Work,,,POINT (-122.58402504441217 49.222262704181595),-122.58402504441217,49.222262704181595,IMPORTING AND DISTRIBUTING FRESH PRODUCE
450,00436494,,22680,121 AVE,V2X 3T4,CUSTOMER FIRST COMPUTING,COMPUTER & TECHNOLOGY SERVICES,UNCLASSIFIED COMPUTER SERVICE,,HOME BASED,WWW.CUSTOMERFIRSTCOMPUTING.COM,604-476-0812,Work,,,POINT (-122.59432025540853 49.22214867512457),-122.59432025540853,49.22214867512457,IRRIGATION
451,00435842,,22450,121 AVE,V2X 3T3,FRASERWOOD,RENTAL UNITS,RES DWELL LESSOR - MULTI-FAMILY,2021-12-24,COMMERCIAL,,604 432 6300,Work,,,POINT (-122.5995614404086 49.222031529857425),-122.5995614404086,49.222031529857425,ELECTRONIC SALES & REPAIR + ACCESSORIES
452,00434332,600,22470,DEWDNEY TRUNK RD,,DR A. BETHAN CHANCEY INC.,PROFESSIONAL SERVICES,PHYSICIAN,2021-12-20,COMMERCIAL,,604 463 5334,Work,,,POINT (-122.59978071093033 49.21990469926032),-122.59978071093033,49.21990469926032,GENERAL CONTRACTORS
453,00458097,,20629,119 AVE,V2X 3E5,DANIKA SCHROETER,PROFESSIONAL SERVICES,PHYSICAL/OCCUPATIONAL THERAPIST,2022-02-03,COMMERCIAL,,604 445 1429,Work,,,POINT (-122.64976303850223 49.21994388109206),-122.64976303850223,49.21994388109206,LASH EXTENSIONS
454,00457670,100,11225,240 ST,,KANAKA CREEK FAMILY DENTAL,PROFESSIONAL SERVICES,DENTIST,2021-12-03,COMMERCIAL,,604 704 8864,Work,,,POINT (-122.55730113030046 49.2062571885647),-122.55730113030046,49.2062571885647,LANDSCAPING
455,00434536,106,22722,LOUGHEED HWY,V2X 2V6,DR WILHELM H WARMENHOVEN INC,PROFESSIONAL SERVICES,PHYSICIAN,2021-12-21,COMMERCIAL,,604 463 4165,Work,,,POINT (-122.59283025717899 49.216186893755356),-122.59283025717899,49.216186893755356,"AUTOMOBILE CLUB, INSURANCE AGENCY AND TRAVEL AGENCY"
456,00435165,,23492,RIVER RD,V2W 1B7,CONTECO MANUFACTURING LTD,MANUFACTURING,UNCLASSIFIED MANUFACTURING,2021-12-21,COMMERCIAL,,604 467 5625,Work,,,POINT (-122.5715661523307 49.18952114142457),-122.5715661523307,49.18952114142457,BANK
457,00459340,,25374,130 AVE,V4R 1C9,MINI MINGOS CHILD CARE CENTRE,COMMUNITY CARE,CHILD CARE - FAMILY DAYCARE,2021-12-03,HOME BASED,,778 229 3180,Work,,,POINT (-122.51836479909386 49.23690876122617),-122.51836479909386,49.23690876122617,DENTIST
458,00435324,A,11970,207 ST,V2X 1X7,CITY NAILS,PERSONAL SERVICES,NAIL SALON,2021-12-07,COMMERCIAL,,604 476 0437,Work,,,POINT (-122.64678558073655 49.21957977150941),-122.64678558073655,49.21957977150941,PEST CONTROL SERVICE/CONSULTING
459,00459414,,11979,224 ST,V2X 6B4,THE THERAPEUTIC COLLECTIVE / KARL DAHAN & ANDREW NEMETH,PROFESSIONAL SERVICES,REGISTERED MASSAGE THERAPIST,2021-12-13,COMMERCIAL,,,Work,,,POINT (-122.60197069897397 49.220201178293415),-122.60197069897397,49.220201178293415,COMPUTER SALES AND SERVICE
462,00434583,,11151,241A ST,,ROSE CORRIGALL PROPERTY SERVICES,HOME & INDUSTRY SERVICES,JANITOR/HOUSEKEEPING,2022-02-11,HOME BASED,,604 808 5744,Work,,,POINT (-122.55226716115043 49.20483651405477),-122.55226716115043,49.20483651405477,RENTAL UNITS 48 UNITS - CRIME FREE MULTI-HOUSING
463,00439732,,11958,228 ST,V2X 6L9,DIP N CLIP,ANIMAL SERVICES,GROOMER,2022-01-04,COMMERCIAL,,,Work,,,POINT (-122.59000338749419 49.21966015509497),-122.59000338749419,49.21966015509497,PHYSICIAN
464,00435351,,22355,LOUGHEED HWY,V2X 2T3,TNT NAIL LTD,PERSONAL SERVICES,NAIL SALON,2021-12-20,COMMERCIAL,,604 476 0599,Work,,,POINT (-122.60283383244405 49.21712285320758),-122.60283383244405,49.21712285320758,PHYSIOTHERAPY SERVICES
465,00433695,,25134,DEWDNEY TRUNK RD,V4R 1X7,DL'S PAINTING,CONTRACTORS,PAINTER/WALLPAPER,,HOME BASED,,604 466 4960,Work,,,POINT (-122.52590677983514 49.21841309618313),-122.52590677983514,49.21841309618313,DENTIST
466,00435964,,20581,MAPLE CRES,,INNERVISIONS RECOVERY SOCIETY (MILLER HOUSE),COMMUNITY CARE,ASSISTED LIVING - SUPPORTIVE RECOVERY,2021-11-17,COMMERCIAL,,604 465 9446,Work,,,,,,DOCTOR'S OFFICE(THE GRAY CLINIC - DOCTORS LICENCE INDIVIDUALLY)
468,00436388,,9620,287 ST,,NORTHVIEW ENTERPRISES LTD,RESOURCE INDUSTRY,FORESTRY/LOGGING,2021-12-24,COMMERCIAL,,604 405 3444,Work,,,,,,MANUFACTURE OF METAL MOLDS FOR PLASTIC & PRODUCTION OFPLASTIC PARTS
469,00456434,505,20395,LOUGHEED HWY,V2X 2P9,OXYGEN YOGA AND FITNESS,SPORTS & RECREATION CENTRE,FITNESS CENTRE/GYM,2022-01-13,COMMERCIAL,,778 980 9642,Work,,,POINT (-122.6556634807823 49.21971460895273),-122.6556634807823,49.21971460895273,MULTI AGE CHILD CARE  (8 CHILDREN MAX - BSMT AREA ONLY)
470,00434638,,22490,LOUGHEED HWY,V2X 2T9,DAIRY QUEEN,FOOD & BEVERAGE SERVICES,RESTAURANT/CAFE,2021-12-03,COMMERCIAL,,604 463 8158,Work,,,POINT (-122.59943812398738 49.2167573835181),-122.59943812398738,49.2167573835181,NAIL SALON
471,00436377,,23970,119 AVE,V4R 2E6,AIM PUBLISHING,PUBLISHER,BOOKS,2021-12-30,HOME BASED,,604 477 7748,Work,,,POINT (-122.55804273825565 49.21796811278592),-122.55804273825565,49.21796811278592,REAL ESTATE DEVELOPMENT
473,00458679,,25135,124 AVE,V4R 1T6,STAR NAME TAGS & ENGRAVING,HOME & INDUSTRY SERVICES,UNCLASSIFIED HOME/INDUSTRY SERVICE,2022-01-04,HOME BASED,,604 765 2819,Work,,,POINT (-122.52533697265272 49.228896193691206),-122.52533697265272,49.228896193691206,RMT - 2 PROFESSIONALS (OWNERS)
474,00436149,,22345,119 AVE,V2X 2Z2,RIDGE MEADOWS ASSOCIATION FOR COMMUNITY LIVING - CHILD & YOUTH SERVICE,COMMUNITY GROUPS,FAMILY & SOCIAL SERVICES,2021-11-17,COMMERCIAL,,604 467 8700,Work,,,POINT (-122.60315284936006 49.21884599944568),-122.60315284936006,49.21884599944568,CLEANING SERVICE FOR STRATA BUILDINGS
475,00446480,,12725,LAITY ST,,TANIA LAITY CHARTERED PROFESSIONAL ACCOUNTANT,FINANCIAL & INSTITUTIONAL SERVICES,ACCOUNTANT,2022-01-04,HOME BASED,,604 351 4773,Work,,,POINT (-122.63543738028926 49.232768214152244),-122.63543738028926,49.232768214152244,PET GROOMING
477,00448495,,22775,DEWDNEY TRUNK RD,V2X 3K4,MAPLE MEADOWS BREWING COMPANY LTD,FOOD & BEVERAGE RETAIL,LIQUOR RETAIL STORE,2021-12-09,COMMERCIAL,,604 479 0999,Work,,,POINT (-122.59085314850564 49.22080007210628),-122.59085314850564,49.22080007210628,MANICURES & PEDICURES ONLY
478,00459390,25,22865,TELOSKY AVE,V2X 8Z9,FIXOLUTION PAINTING INC,CONTRACTORS,PAINTER/WALLPAPER,2021-12-03,HOME BASED,www.fixolutionbc.com,778 855 1490,Work,,,POINT (-122.58605156385809 49.21069115871684),-122.58605156385809,49.21069115871684,PAINTING CONTRACTOR
479,00432166,4,9903,240 ST,V2W 1G2,WESTCOAST REPAIR AND COLLISION 2002 LTD,AUTOMOTIVE,AUTO/BOATS/RV/MOTORCYCLE REPAIR & SERVICE,2021-12-13,COMMERCIAL,,604 466 2930,Work,,,POINT (-122.55770846217908 49.1824686870353),-122.55770846217908,49.1824686870353,RECOVERY TREATMENT (MILLER HOUSE) MINISTRY OF HEALTH REGISTRATION # M2016-010
480,00435091,,28235,96 AVE,V2W 1L2,CHESAPEAKE INSTALLATIONS,HOME & PROPERTY RETAIL,GLASS - AUTO/COMMERCIAL/HOME,2022-01-04,HOME BASED,,604 462 8810,Work,,,POINT (-122.439804048467 49.17851063495839),-122.439804048467,49.17851063495839,CUSTOM LOG SORTING FACILITY
481,00457789,404,11519,BURNETT ST,V2X 6P3,BANCA CREATIVE DESIGNS,DESIGN SERVICES,GRAPHIC,2021-12-29,HOME BASED,dennies.ca,,Work,,,POINT (-122.58969099856245 49.21169251128303),-122.58969099856245,49.21169251128303,JANITORIAL COMMERCIAL/RESIDENTIAL
482,00459278,200,20395,LOUGHEED HWY,V2X 2P9,"MAHI SHARIFIRAD, R.AC",PROFESSIONAL SERVICES,ACUPUNCTURE,2021-12-16,COMMERCIAL,,604 465 4263,Work,,,POINT (-122.6556634807823 49.21971460895273),-122.6556634807823,49.21971460895273,HOT YOGA & FITNESS
483,00433707,,12783,248 ST,V4R 1K4,PRIMELINE INDUSTRIES,CONTRACTORS,LANDSCAPING,2022-02-07,HOME BASED,,604 467 4417,Work,,,POINT (-122.53652562341792 49.23465909079394),-122.53652562341792,49.23465909079394,FAST FOOD RESTAURANT
484,00457663,102,22456,LOUGHEED HWY,V2X 2T9,SKY SECURITY,SECURITY,SECURITY SYSTEMS SALES/SERVICE,2022-02-15,COMMERCIAL,WWW.SKYSECURITYBC.COM,778-319-9349,Work,,,POINT (-122.60000235086697 49.21673108897734),-122.60000235086697,49.21673108897734,BOOK PUBLISHING
485,00434923,4,20121,115A AVE,V2X 0Z3,THE LUNCH LADY OPERATED BY LEFT COAST CATERING,FOOD & BEVERAGE SERVICES,CATERER,2022-02-11,COMMERCIAL,,604 460 9015,Work,,,POINT (-122.66461601991308 49.21231186073314),-122.66461601991308,49.21231186073314,ENGRAVING AND SIGNAGE MAKING
488,00436387,,11771,FRASER ST,V2X 6C6,MAPLE RIDGE CYCLE LTD,SPORTS & RECREATION RETAIL,BICYCLE & ACCESSORIES,2021-12-23,COMMERCIAL,,604 463 4823,Work,,,POINT (-122.60051257244689 49.216461079412255),-122.60051257244689,49.216461079412255,OFFERS PROGRAMS FOR CHILDREN & YOUTH WHO HAVE DEVELOPMENTAL DELAYS AND AUTISUM - AGES 13-19
489,00434544,,13065,LILLEY DR,,IMP-PAC EQUIPMENT SALES LTD,RENTAL SERVICE,"RENTAL SERVICE, STORES, YARDS",2021-12-03,COMMERCIAL,,604 937 0987,Work,,,POINT (-122.49241309410775 49.23942113904108),-122.49241309410775,49.23942113904108,ACCOUNTING SERVICES
490,00434600,,24227,102A AVE,,METROPOLIS CLEANING SERVICES,HOME & INDUSTRY SERVICES,JANITOR/HOUSEKEEPING,2021-12-22,HOME BASED,,604 783 8671,Work,,,POINT (-122.55104875457195 49.188398318174954),-122.55104875457195,49.188398318174954,LOUNGE & PICNIC ENDORSEMENT TO MANUFACTURING (SEPARATE LICENCE FOR BREWING)
491,00432595,,23802,112 AVE,V2W 1E5,COMET PLUMBING & HEATING (1987)LTD,CONTRACTOR,PLUMBING,2022-01-04,HOME BASED,,604 466 0169,Work,,,POINT (-122.562659574492 49.205554297247154),-122.562659574492,49.205554297247154,INTERIOR/EXTERIOR RESIDENTIAL/COMMERCIAL PAINTING
492,00435471,,11206,DARTFORD ST,V2X 1V1,LIVE LOVE LASH AND ESTHETICS,PERSONAL SERVICES,SPA SERVICES,2022-01-28,COMMERCIAL,,,Work,,,POINT (-122.6494330190658 49.206341509599454),-122.6494330190658,49.206341509599454,GENERAL AUTOMOTIVE REPAIRUNIT 4 & 5
493,00434696,6,20306,DEWDNEY TRUNK RD,V2X 3E1,PHO PHUONG HONG VIETNAMESE RESTAURANT LTD,FOOD & BEVERAGE SERVICES,RESTAURANT/CAFE,2021-12-06,COMMERCIAL,,604 465 2300,Work,,,POINT (-122.65774957517101 49.22105629598117),-122.65774957517101,49.22105629598117,MOBILE GLASS REPAIR AND WINDOW REPLACEMENT
494,00458295,,11796,FRASER ST,V2X 2T9,INDIAN ZAIKA RESTAURANT,FOOD & BEVERAGE SERVICES,RESTAURANT/CAFE,2021-12-10,COMMERCIAL,,604 479 1177,Work,,,POINT (-122.60000235086697 49.21673108897734),-122.60000235086697,49.21673108897734,GRAPHIC DESIGN SERVICES
495,00432101,,23480,RIVER RD,V2W 1B7,GARY'S AUTO WRECKING & SALVAGE LTD,AUTOMOTIVE,AUTO WRECKING,2021-12-06,COMMERCIAL,,604 467 4518,Work,,,POINT (-122.57186700877547 49.18976623722471),-122.57186700877547,49.18976623722471,ACUPUNCTURE TCM
496,00435444,A,20120,115A AVE,V2X 0Z4,CELESTINA POPA GYMNASTICS INC,"ARTS, ENTERTAINMENT  & ASSEMBLY CENTRE",GYMNASTICS CENTRE,2021-12-09,COMMERCIAL,,604 467 8178,Work,,,POINT (-122.664718402233 49.211457926723135),-122.664718402233,49.211457926723135,"LANDSCAPING,MAINTENANCE AND RELATED SERVICES"
499,00435676,,23588,JIM ROBSON WAY,,PLANET ICE MAPLE RIDGE - ARENA,SPORTS & RECREATION CENTRE,ICE ARENA/CURLING,2021-12-21,COMMERCIAL,,604 467 2883,Work,,,POINT (-122.56574814079283 49.19156053886785),-122.56574814079283,49.19156053886785,SECURITY ALARM INSTALLATIONS
500,00433074,,20155,STEWART CRES,V2X 0T6,MIRCOM DISTRIBUTION BC INC,CONTRACTORS,UNCLASSIFIED CONTRACTOR,2021-12-07,COMMERCIAL,,604 460 6332,Work,,,POINT (-122.66203371417707 49.21208221288445),-122.66203371417707,49.21208221288445,CATERING SERVICES
