Business Name,Products or Services,Unit,House Number,Road,Postal Code,Phone,Town Centre,Longitude,Latitude
Subway Sandwiches,Restaurant - No Alcohol,,19186,96 Ave,V4N3R3,,GTC,-122.6910729,49.17680764
Oasis Vancouver,Bed & Breakfast ,,16563,109A Ave,V4N5B7,,GTC,-122.7629998,49.20204347
Sussex Insurance Agency (Guildford),Insurance Agent,1000,10355,152 St,V3R1N3,,GTC,-122.8042654,49.19192585
Planet Express Transport Ltd,Trucking & Cartage - Dispatch Office,202,13245,72 Ave,V3W2N5,,NTC,-122.855425,49.13385503
Mortise Construction Ltd,Contractor - General ,104,9450,120 St,V3V4B9,,WTC,-122.8890045,49.17459759
Team Well Health Fleetwood,Chiropractor,302,16088,84 Ave,V4N0V9,,FTC,-122.7763379,49.15517355
Paramjot Bakshi,Physiotherapist,208,12992,76 Ave,V3W2V6,,NTC,-122.8625155,49.14082124
Beauty 4 Ashes Fashion,Retail Merchant ,B,10671,King George Blvd,V3T2X6,,SCC,-122.845613,49.19666683
Morley Psychology Professional Corp,Professional Practitioner,208,2630,Croydon Dr,V3S6T3,,SSTC,-122.7890743,49.04988337
Palmyra Mediterranean Grill,Restaurant - No Alcohol,167,10020,152 St,V3R8X8,,GTC,-122.8005947,49.18460092
Optiview Doctors of Optometry,Professional Practitioner - Optometrist,106,7500,120 St,V3W3N1,,NTC,-122.8900684,49.13913715
Mainroad Maintenance Products LP,General Contractor Office,,17474,No 10 (56 Ave) Hwy,V3S1C3,,CTC,-122.7387982,49.10366075
Cultures,Restaurant - No Alcohol,716,10153,King George Blvd,V3T2W1,,SCC,-122.8474019,49.18559446
Mahaveer Chef's Choice,Restaurant - No Alcohol,,10227,King George Blvd,V3T2W6,,SCC,-122.8457129,49.18849999
Miami Barbershop,Hair Salon/Barber,,13776,104 Ave,V3T1W5,,SCC,-122.8406002,49.19140819
Starbucks Coffee #22435,"Retail Merchant - 10 to 19 Employees, Restaurant - No Alcohol",108,13737,96 Ave,V3V0C6,,SCC,-122.842751,49.17720977
General Flooring Ltd,Retail Merchant - Flooring ,,16040,Fraser Hwy,V4N0G3,,FTC,-122.7777822,49.15678218
TVOutlet ca,Retail Merchant - Electronics Retailer,107,7533,135 St,V3W0N6,,NTC,-122.8486103,49.13969941
Routes Car and Truck Rentals,Automobile/Truck Rental,,7127,King George Blvd,V3W5A4,,NTC,-122.8459171,49.13227817
Branded Distribution,Warehouse,,7542,134A St,V3V7S1,,NTC,-122.8500082,49.13983356
Whitehall Auto Sales Inc,Automobile Dealer/Rebuilder,,13477,King George Blvd,V3T2T8,,SCC,-122.8486093,49.20141301
64 Zenith Development Ltd,Contractor - Developer,,15145,Fraser Hwy,V3R3P2,,FTC,-122.8031066,49.16694483
Dr Satinder K Sanghe Inc,Professional Practitioner-Medical,106,14199,62 Ave,V3X0B1,,NTC,-122.8293451,49.11562715
Edward Jones,Stockbroker/Dealer,302,7337,137 St,V3W1A4,,NTC,-122.8430688,49.13602195
Dr Myron Schimpf Psychological Services,Professional Practitioner - Psychologist,210,13711,72 Ave,V3W2P2,,NTC,-122.8425601,49.13375945
Prime B Custom Homes Ltd,"Contractor - Construction, Contractor - General",119,8166,128 St,V3W1R1,,NTC,-122.8673937,49.15130553
1002882 BC Ltd,Contractor - Construction,106,8501,162 St,V4N1B2,,FTC,-122.7735478,49.15718298
Bulwark Security & AV Solutions Ltd,Contractor - Construction,208,12788,76A Ave,V3W1S9,,NTC,-122.8685586,49.14218908
Amber Treasures DBA SPCA Thrift Store,Retail Merchant - 0 to 2 Employees,,5624,177B St,V3S4J1,,CTC,-122.7300589,49.10463216
Sunny's Studio 4,"Retail Merchant - 3 to 5 Employees, Wholesale - Clothing, Manufacturing - Clothing",100,12960,84 Ave,V3W1K7,,NTC,-122.8640189,49.1551914
Orange Theory Fitness,Recreational Facility,540,15355,24 Ave,V3X1G1,,SSTC,-122.7975044,49.04583671
Top Touch Hair & Skin Lounge,"Hair Salon/Barber,Esthetician",108,12877,80 Ave,V3W4E9,,NTC,-122.8651435,49.14842952
Healthy Smiles Family Dentristry,Professional Practitioner - Dentist,6,6450,120 St,V3W3M5,,NTC,-122.8900805,49.12012336
Canadian Medipain Clinic,"Holistic Health Care,Professional Practitioner - Healthcare Rehabilitation",214,13710,94A Ave,V4A3V2,,WTC,-122.842893,49.17453131
Mint Style Lounge Inc,Retail Merchant - Clothing,E110,15745,Croydon Dr,V3S2L5,,SSTC,-122.7858793,49.0480924
Dr Amera Murabit Inc,Professional Practitioner - Plastic & Reconstructive Surgery,301,13737,96 Ave,V3V0C6,,SCC,-122.842751,49.17720977
Cedar Cottage Medical Services Ltd,Professional Practitioner - Medical Clinic ,104,8140,120 St,V3W3N3,,NTC,-122.8900665,49.15114002
G T P Marvelous College Inc,Business School,207,7928,128 St,V3W4E8,,NTC,-122.8676651,49.14675376
La Society de les enfants Michif,Charitable Society/Organization,100,7485,130 St,V3W1H8,,NTC,-122.8621049,49.13925128
Arctic Arrow Powerline Group Ltd,Contractor - Powerline Construction,,18509,96 Ave,V4N3P7,,GTC,-122.7097618,49.17718177
Morrison Retail Surrey Memorial Hospital N. Lobby ,Restaurant - No Alcohol,,13750,96 Ave,V2P1P7,,WTC,-122.8424406,49.1768222
Full Ramen,Restaurant - No Alcohol,103,15925,Fraser Hwy,V4N0Y3,,FTC,-122.7813143,49.15861277
Brittania Food Equipment Ltd,Wholesale - Restaurant Equipment,,8557,132 St,V3W4N8,,NTC,-122.8574419,49.15820036
Kalamaki Greek Grill,Restaurant,,2711,192 St,V3S3X1,,SSTC,-122.6918208,49.05150946
Mac's Autobody & Paint ,Auto Body/Painting,110,5327,192 St,V4N5C5,,CTC,-122.6915366,49.09937926
TEGH Driving School Limited,Driving School,205,9200,120 St,V3V4B7,,WTC,-122.8900158,49.17059222
Dr Todd Lannard Inc,Professional Practitioner-Dentist,203,12894,16 Ave,V4A1N7,,SSTC,-122.8650095,49.03112397
Chopped Leaf Morgan Crossing,Restaurant - No Alcohol,102,15775,Croydon Dr,V3S2L5,,SSTC,-122.784927,49.04768716
My Foot Reflexology,Holistic Health Care - Reflexology/Head/Hand/Shoulder Massage/ Foot Scrubs ,1083,10355,152 St,V3R7C1,,GTC,-122.8042654,49.19192585
Western Robotics Ltd,Manufacturing - Electronic Engineering,215,12837,76 Ave,V3W2V3,,NTC,-122.8666709,49.141185
LMV Distribution Ltd ,Retail Merchant - 0 to 2 Employees,,19575,Fraser Hwy,V3S6K7,,CTC,-122.6805015,49.11444912
Dr M Attar Khan,Professional Practitioner - Psychiatrist,701,13737,96 Ave,V3V0C7,,SCC,-122.842751,49.17720977
Vital Manufacturing Inc,Manufacturer/Machine Shop,103,9488,189 St,V4N4W7,,GTC,-122.6986207,49.17469799
Pathways Family Chiropractic Inc,Professional Practitioner-Chiropractor,114,15375,No 10 (56 Ave) Hwy,V3S0X9,,NTC,-122.7969765,49.10525043
Edo Japan,Restaurant - No Alcohol,1405,10355,152 St,V3R7C1,,GTC,-122.8042654,49.19192585
EPIC Restoration Services Inc,"Contractor - Fire/Flood Restoration, Contractor - Restoration/Renovation,Contractor - Restoration/Renovations",175,19358,96 Ave,V4N4C1,,GTC,-122.686029,49.17678045
Speed Wash,Automobile Cleaning/Car Wash/Detailing,,8407,King George Blvd,V3S4N7,,NTC,-122.8461338,49.15599406
Infinet Communications Group,Contractor - Domain Name Registrar,104,12761,16 Ave,V4A1N2,,SSTC,-122.8684079,49.03146096
Dr Inderjit Jassal Inc,Professional Practitioner - Medical,125,15299,68 Ave,V3S2C1,,NTC,-122.7992341,49.12656472
Burnette Machinery Co. Inc,Wholesale,,8717,132 St,V3W4P1,,NTC,-122.8574486,49.16122505
Rangoli Catering & Sweets Ltd,"Restaurant - No Alcohol ,Catering ",201,17665,66A Ave,V3S2A7,,CTC,-122.7332104,49.1235247
SpineWorks Chiropractic & Massage,Professional Practitioner - Chiropractic,307,15230,No 10 (56 Ave) Hwy,V3S5K7,,NTC,-122.7997067,49.10418577
Skechers USA Canada Inc,Retail Merchant - Footwear & Accessories ,1075,10355,152 St,V3R7C1,,GTC,-122.8042654,49.19192585
Tari Haynes RMT,Registered Massage Therapist,101,10277,154 St,V3R4J7,,GTC,-122.795752,49.18951911
Ace Direct Technology Corp,Retail Merchant - 0 to 2 Employees,106,13569,76 Ave,V3W2W3,,NTC,-122.8470477,49.1409873
Bakerview Heating & Cooling Ltd,Contractor - HVAC,4,18812,96 Ave,V4N3R1,,GTC,-122.7008886,49.17684416
C M Convenience Mart,Retail Merchant - 0 to 2 Employees,303,10252,City Pky,V3T4C2,,SCC,-122.8473918,49.18909542
Topwood Custom Millwork,"Manufacturer/Machine Shop,Manufacturer - Woodwork/Millwork",105,13085,115 Ave,V3R0C3,,WTC,-122.8595876,49.21137179
Kababji Grill,Restaurant - No Alcohol,106,15775,Croydon Dr,V3S2Z6,,SSTC,-122.784927,49.04768716
Smarthomes Security Ltd,Contractor - Electrical ,232,12448,82 Ave,V3W3E9,,NTC,-122.8778071,49.15185171
Vivir Rehabilitation Inc,Professional Practitioner - Medical (Physiotherapy Services) ,,12839,96 Ave,V3V6V9,,SCC,-122.8664044,49.17731745
Nijjar Trucking Ltd,Trucking Dispatch Office ,,12829,116 Ave,V3R2S5,,WTC,-122.8666419,49.21364333
Odorchem Manufacturing Corp,Manufacturer/machine shop - Odor neutralizer,1,9790,190 St,V4N3M9,,GTC,-122.6956384,49.18045411
Lighting Education Ltd,Education Service,16B,15531,24 Ave,V4A2J4,,SSTC,-122.7920343,49.04577185
Apna Foods Inc,Manufacturer/Machine Shop,20,12468,82 Ave,V3W3E9,,NTC,-122.8772225,49.15183975
Abundance Dental and Wellness,Professional Practitioner-Dentist,203,15292,Croydon Dr,V3S0Z5,,SSTC,-122.7986726,49.05993465
D Sign Hub,"Sign Painter/Manufacturer/Installations, Contractor - Signage",107,12779,80 Ave,V3W3A6,,NTC,-122.8686791,49.14836344
Westridge Engineering & Consulting Ltd,Professional Practitioner-Engineer,215,12992,76 Ave,V3W2V6,,NTC,-122.8625155,49.14082124
Stephen P Noseworthy MD,Professional Practitioner - Pediatric office,215,6820,188 St,V4N3G6,,CTC,-122.701433,49.1266045
Dr Murdoch Coe,Part Time Medical Practitioner ,104,12020,Nordel Way,V3W1P6,,NTC,-122.8895749,49.16161786
Oh So Sweet Sugar Boutique Inc,Bakery,142,12101,72 Ave,V3W2M1,,NTC,-122.8876389,49.13501849
Fraser Region Aboriginal Friendship Center Association,Chartiable Society / Organization - Aboriginal Service Provider ,101A,10095,Whalley Blvd,V3T4G1,,SCC,-122.8434812,49.18594714
Subway Sandwiches,Restaurant - No Alcohol,,2525,160 St,V3S9N6,,SSTC,-122.7795291,49.04757106
Sabre Industrial Supplies Ltd,Distribution and sales of industrial supplies and tools (Wholesale),12,19272,96 Ave,V4N4C1,,GTC,-122.6880597,49.17676709
Surrey Memorial Hospital - 138th Street Lot,Parking Lot,,9488,138 St,V2P1P7,,WTC,-122.8397822,49.17503682
Valley Auto Repair Inc,Automotive Repair,,17902,Roan Pl,V3S4C3,,CTC,-122.7266082,49.10071773
Premier Blinds Ltd,Contractor - Blind Installation,108,15292,Croydon Dr,V3S0Z5,,SSTC,-122.7986726,49.05993465
Titan Equipment & Tooling Sales Ltd,Wholesale,106,13085,115 Ave,V3R0C3,,WTC,-122.8595876,49.21137179
SW SafetyWhips Canada ULC,Warehouse,107,2677,192 St,V3S3X1,,SSTC,-122.6918426,49.05015238
Manvir Purewal Physiotherapist Corp & Pure Life Health Centr,Professional Practitioner-Medical,702/,13737,96 Ave,V3V0C6,,SCC,-122.842751,49.17720977
Strong House,Recreational Facility ,,14620,64 Ave,V3S1X7,,NTC,-122.8170991,49.11892615
Econowise Sunrooms & Patio Covers Ltd,"Contractor - Installation of Sunrooms/Patio Covers, Contractor - Miscellaneous",123,12651,80 Ave,V4C1J9,,NTC,-122.8717753,49.14843531
RE/MAX Blueprint Realty,Real Estate Office,305,15288,54A Ave,V3S5X7,,NTC,-122.7984363,49.10165962
Lahori Sweets & Restaurant Ltd,Restaurant ,109,12877,80 Ave,V3W0H7,,NTC,-122.8651435,49.14842952
Sukh Hair and Beauty Salon Ltd,"Esthetician - Threading, Waxing, Facials, Manicures & Pedicures,Hair Cutting",105,7035,128 St,V3W4E1,,NTC,-122.8681502,49.1303486
Symbolic Construction Group Ltd,Contractor - Construction,211,12877,76 Ave,V3W1E6,,NTC,-122.8659412,49.1411849
Icon Debt Solutions Inc,Collection Agency,205,14360,64 Ave,V3W1Z1,,NTC,-122.8242469,49.11849968
Apace Immigration Services Ltd,Immigration Consultant,210,9200,120 St,V3V4B7,,WTC,-122.8900158,49.17059222
Andesur Development Corporation,Drafting/Design Service - Project Development Firm,104,13049,76 Ave,V3W2V7,,NTC,-122.8612083,49.14115267
Guildford Town Centre,Administration Office,2695,10355,152 St,V3R7C1,,GTC,-122.8042654,49.19192585
Garcha Bros Meat Shop & Poultry,Retail Merchant - Meat Shop ,11,13767,72 Ave,V3W9Z1,,NTC,-122.8398677,49.13376303
Sixstream Signs Ltd,"Contractor - Signs, Sign Painter/Manufacturer/Installations",119,19055,34A Ave,V3Z0O6,,SSTC,-122.6952577,49.06468057
Fraser Valley Cataract & Laser,Professional Practitioner-Medical,311,15240,No 10 (56 Ave) Hwy,V3S5K7,,NTC,-122.79931,49.10418421
Crescent Beach Medical Arts,"Medical Office,Professional Practitioner-Medical",,12321,Beecher St,V4A3A7,,SSTC,-122.8804726,49.05324064
Construction and Specialized Workers Training Society,Union Training Office,120,19092,26 Ave,V3S3V7,,SSTC,-122.6938752,49.04913725
Wizard Hair Cut,Hair Salon / Barber ,,13440,72 Ave,V3W2N8,,NTC,-122.8499442,49.13343099
Integral Flooring Solutions Ltd,Contractor - Flooring Installation/Supplies,8,19510,55 Ave,V3S8P7,,CTC,-122.6824606,49.10220438
G B L Peninsula Village Services Ltd,Professional Practitioner-Medical,410,15355,24 Ave,V3S2H9,,SSTC,-122.7975044,49.04583671
BC Animal Hospital,Veterinary Hospital,102,15375,No 10 (56 Ave) Hwy,V3S0X9,,NTC,-122.7969765,49.10525043
Rana Catering Services Ltd,Caterer,110,8910,120 St,V3V4B4,,WTC,-122.8900695,49.16515223
A S C Enterprises Ltd,Wholesale - sports supplements,245,19358,96 Ave,V4N4C1,,GTC,-122.686029,49.17678045
K S D Mobile Truck & Trailer Repair Ltd,Automotive Repair Shop,101,12582,82 Ave,V3W3E9,,NTC,-122.8735019,49.15079533
Golden Samosa Bakery,Bakery ,111,12025,Nordel Way,V3W1W1,,NTC,-122.8888952,49.16237241
Accessory World,Retail Merchant - Cell Phone Accessories,123,1711,152 St,V4A4N3,,SSTC,-122.801669,49.0331143
Scimedica Health Group,Holistic Health Care - Naturopathic Clinic,212,2630,Croydon Dr,V3S6T3,,SSTC,-122.7890743,49.04988337
Afro Canadian Positive Network of BC Society ,Charitable Society / Organization ,,10619,King George Blvd,V3T2X6,,SCC,-122.8457175,49.19564617
Dr Sanjay Morzaria Inc,Professional Practitioner-Medical,101,8644,120 St,V3W3N6,,NTC,-122.8900703,49.16026318
Dr Jennifer Prince,Professional Practitioner - Plastic Surgeon,301,13737,96 Ave,V3V0C6,,SCC,-122.842751,49.17720977
Deer Lake Engineering & Associates Inc,Professional Practitioner - Engineer ,302,15292,Croydon Dr,V3S0Z5,,SSTC,-122.7986726,49.05993465
Devon Truck Service Ltd ,Automotive Repair Service,,11503,132A St,V3R7S2,,WTC,-122.8552461,49.21163987
Divine India Enterprises Inc,Wholesale - Religious Articles from India,105,12885,80 Ave,V3W0E6,,NTC,-122.8656301,49.14919813
Punjab Forex Ltd,Currency Exchange - Foreign Exchange/Money Transfer,103,8140,120 St,V3W3N3,,NTC,-122.8900665,49.15114002
True Design Homes Ltd,Contractor - Construction,203,8120,128 St,V3W1R1,,NTC,-122.8660477,49.14939795
Fastlane Transport Ltd,Administration Office - Transportation/Load Broker,101-,8952,Holt (120a St) Rd,V3V4H2,,WTC,-122.889048,49.16577759
Brigade Security Services Ltd,Security Service,102M,7337,137 St,V3W1A4,,NTC,-122.8430688,49.13602195
Aspen Remedy's Rx Pharmacy,Retail Merchant - Pharmacy,102,2099,152 St,V4A4M7,,SSTC,-122.8014286,49.03988819
Reliance Autotek Ltd,Automotive Repair Service ,102,12736,80 Ave,V3W3A7,,NTC,-122.8697216,49.14802998
Jhajj Lumber Corporation,Wholesale,204,6450,148 St,V3S7G7,,NTC,-122.8110741,49.11969649
Time of Canada Investments Ltd The,Miscellaneous - Media ,207,7928,128 St,V3W4E8,,NTC,-122.8676651,49.14675376
Dr Adam Yeung Inc,Professional Practitioner-Medical,707,13737,96 Ave,V3V0C6,,SCC,-122.842751,49.17720977
Elgin Subway,Restaurant - No Alcohol ,,14313,Crescent Rd,V4P2A2,,SSTC,-122.8250073,49.06762733
S P Power Farm Group BC Ltd,Manufacturer/Machine Shop - 10KW Wind Turbine,200,12885,85 Ave,V3W0K8,,NTC,-122.8652831,49.15780659
Keystone Law Group,Law Firm,103,15955,Fraser Hwy,V4N0Y3,,FTC,-122.7796095,49.15915132
Smash Theatre Company Ltd,Mobile Theatre Classes,11,3033,King George Blvd,V4P1B8,,SSTC,-122.8081268,49.0568465
Dogwood Maintenance Ltd,Contractor - Commercial Maintenance/Renovation,9,9531,192 St,V4N3R7,,GTC,-122.6908387,49.17562717
Lee Gar Nei,Restaurant - Full Service ,128,15280,101 Ave,V3R8X7,,GTC,-122.7986031,49.18597274
Fast Fix Collision Repair Ltd,Auto Body/Painting,224/,13308,76 Ave,V3W2W1,,NTC,-122.853768,49.14074541
Dr Shervin Ranjbar DC,Professional Practitioner-Chiropractor,143,12080,Nordel Way,V3V1P6,,NTC,-122.8886041,49.16109806
Homestar Building Corporation,Contractor - Builder,111,6039,196 St,V3S7X4,,CTC,-122.680326,49.11219062
Trident Roadlines Inc,Trucking & Cartage - 1 Vehicle only.  Parking in Truck Park at 125 and 110th,212,12830,80 Ave,V3W3A8,,NTC,-122.8672039,49.14796008
Pearl Photo & Printing ,Mail Drop Service - Post Office Outlet,2151,10151,King George Blvd,V3T5H9,,SCC,-122.8464032,49.18696366
Vishvkarma Development Ltd,Contractor - Construction,214,8028,128 St,V3W4E9,,NTC,-122.8676263,49.14852263
Miltomates Foods Inc,Restaurant - No Alcohol,4,9613,192 St,V4N4C7,,GTC,-122.690718,49.17736128
Arcose Consulting Ltd,Consultant - Health/Safety,307,5460,152 St,V3S5J9,,NTC,-122.7997339,49.10214832
H S Fashion Ltd,Retail Merchant - Jewellery/clothing,175,8138,128 St,V3W1R1,,NTC,-122.8662995,49.15031129
Eddie Bauer of Canada Corporation,Retail Merchant - Apparel & Accessories,40,2428,160 St,V3S0C8,,SSTC,-122.7788055,49.04648581
Currus Metalworks Inc.,Manufactuer / Machine Shop - Steel Fabrication ,208,19138,26 Ave,V3S3V7,,SSTC,-122.6925553,49.04908563
PartsLAB Productions Inc,Manufacture/Machine Shop - CNC Machine Shop,3,17675,66 Ave,V3S7X1,,CTC,-122.7326442,49.12252372
Bombay Couture Ltd,Wholesale,111,8166,128 St,V3S1R1,,NTC,-122.8669947,49.15126342
Alliance Metal Fabricators Ltd,Manufacturer/Machine Shop - Sheet Metal ,,18950,98 Ave,V4N3R6,,GTC,-122.6977322,49.18052546
United Automotive Interiors Ltd,Upholstery - Automotive,4,19510,55 Ave,V3S8P7,,CTC,-122.6824606,49.10220438
A S Tax & Accounting 2007 Ltd,Professional Practitioner-Accountant,102,9386,120 St,V3V4B9,,WTC,-122.8899173,49.17370646
Petsmart Inc #2531,"Retail Merchant - Pet Products, Dog Grooming",C6,15285,101 Ave,V3R9V8,,GTC,-122.7986747,49.18638766
I P Frame & Structural Repair,Automotive Frame & Structural Repair,212,13308,76 Ave,V3W2W1,,NTC,-122.853768,49.14074541
Canuck Flagging Group Inc,"Traffic Control, Flagging & Traffic Control,Inter-Municipal Business License FV",356,8158,128 St,V3W1R1,,NTC,-122.8651211,49.15135187
El Shaddai Painting Corp,Contractor - Painting,103,13443,78 Ave,V3W0A8,,NTC,-122.8500554,49.14466169
National Hydronics Ltd,Contractor - Mechanical/Sprinkler ,,12178,86 Ave,V3W3H7,,NTC,-122.8853563,49.15947465
Healthone Physiotherapy & Hand Clinic,Professional Practitioner - Psyiotherapy,102,10277,154 St,V3R4J7,,GTC,-122.795752,49.18951911
Live Well Exercise Clinic Inc,Professional Practitioner-Medical,101,1959,152 St,V4A9E3,,SSTC,-122.8014669,49.03727504
Shagun Sweets Inc,Restaurant - No Alcohol,11,8388,128 St,V3W4G2,,NTC,-122.8677007,49.15488649
Vapory Lounge Ltd The,"Retail E-Cigs, Accessories",A,10310,152 St,V3R4G8,,GTC,-122.8005314,49.18955005
BASH Sheet Metal Inc,Manufacturer/Machine Shop - Sheet Metal,3,12312,82A Ave,V3W0T7,,NTC,-122.8813538,49.15303894
Restoration Hardware Canada Inc,Retail Merchant - Home Furnishings,,15760,Croydon Dr,V3S2L6,,SSTC,-122.784943,49.04657346
Milestone's ,Food Primary-Class B Dining Lounge,5262,10355,152 St,V3R7C1,,GTC,-122.8042654,49.19192586
Delta Dry Clean & Laundromat Ltd ,Laundromat,108,19188,72 Ave,V4N1M9,,CTC,-122.6915763,49.13346587
Commissionaires BC Fingerprinting & Identification Services,Fingerprinting & Identification Services,140,13450,102 Ave,V3T5X3,,SCC,-122.8487665,49.18791904
Janson Holistic Health,Acupuncture,105,7380,King George Blvd,V3W5A5,,NTC,-122.8452107,49.13673593
C S A Transportation,Warehouse,,18744,25 Ave,V3Z2A1,,SSTC,-122.7047645,49.04732702
Cogcentric Labs Inc,Miscellaneous - Education Technology/Research Development,210,9547,152 St,V3R5Y5,,FTC,-122.8012833,49.17590414
Sewa Ventures Society,Charitable Society/Organization,205,12725,80 Ave,V3W3A6,,NTC,-122.8701651,49.14839831
"Graves & Russell, Barristers and Solicitors",Professional Practitioner-Lawyer,404,1688,152 St,V4A4N2,,SSTC,-122.8008931,49.03243524
Studioic,Make up Artist - Home & Mobile,31,15588,32 Ave,V3Z0G3,,SSTC,-122.7916934,49.05896565
White Rock Jewellers Ltd,Retail Merchant - 0 to 2 Employees,101,1711,152 St,V4A4N3,,SSTC,-122.801669,49.0331143
Olson Plumbing & Heating Ltd,Contractor - Plumbing/Heating,202,15388,24 Ave,V4A2J2,,SSTC,-122.7964038,49.0454164
SleepWorks Medical Inc,Retail Merchant - 0 to 2 Employees,103,15240,No 10 (56 Ave) Hwy,V3S5K7,,NTC,-122.79931,49.10418421
Surlang Roofing Ltd,Contractor - Roofing/Insulation,6,19585,56 Ave,V3S6K3,,CTC,-122.6803887,49.10458325
McKinley Electric Ltd,Contractor - Electrical,7,5508,Production Blvd,V3S8P5,,CTC,-122.6815317,49.10256838
Dollarama,Retail Merchant,1256,10355,152 St,V3R7C1,,GTC,-122.8042654,49.19192585
Dulux Paints,Retail Merchant - Paint Store,C4,15285,101 Ave,V3R9V8,,GTC,-122.7986747,49.18638766
WELL Health Brickyard ,Professional Practitioner-Medical,150,17475,No 10 (56 Ave) Hwy,V3S2X6,,CTC,-122.7390648,49.10437575
