OBJECTID,ID,Company,SectorDescription,Address,City,Prov,PC,Telephone,Extension,Telephone2,Fax,Email,WebSite,FullTime,PartTime,Seasonal,Estab,LanguageEN,LanguageFr,LanguageOTHER
698,6355,Sunshine Nails,Personal and Household Services,844 Niagara Street,Welland,Ontario,L3C 1M3,(905) 732-6345,,,,,,1,,,n/a,0,0,
699,6356,Hasty Market,Convenience and Variety Stores,401 East Main Street,Welland,Ontario,L3B 3X1,(905) 714-0777,,,(905) 714-7781,hastymarketwelland@hotmail.com,,3,1,1,2003,-1,0,Arabic
700,6357,Lucchetta Builders Inc.,Construction and Construction Equipment,1054 Quaker Road,Welland,Ontario,L3B 5N5,(905) 658-0426,,,,Lucchettabuilders@gmail.com,,,,,1965,0,0,
701,6358,H & R Block Canada,Consultants,815 Ontario Road,Welland,Ontario,L3B 5V6,(905) 735-3510,,,(905) 735-7774,,www.hrblock.ca,,,6,1968,0,0,
702,6359,Welland Cremation Service,Funeral Services,19 Young Street,Welland,Ontario,L3B 4C5,(905) 735-7957,,,(905) 735-2877,jjpatterson@arbormemorial.com,www.wellandcremation.com,1,3,,2002,0,0,
703,6360,Plymouth Park Soccer League,Sports Clubs and Organizations,PO Box 254,Welland,Ontario,L3B 5P2,(289) 407-7775,,,,ppsl@plymouthparksoccer.org,www.plymouthparksoccer.org,,,,2002,0,0,
704,6361,Welland Public Library,Education Services,50 The Boardwalk,Welland,Ontario,L3B 6J1,(905) 734-6210,2521,(905) 735-1700,(905) 734-8955,info@wellandlibrary.ca,www.wellandlibrary.ca,14,22,,1922,-1,0,
705,6362,Cheers Restaurant,"Catering, Restaurants and Food Services",292 East Main Street,Welland,Ontario,L3B 3W9,(905) 732-5551,,,,cheerswelland@gmail.com,www.cheerswelland.com,5,5,,1995,-1,0,
706,6363,The Pines Dental Office,Health and Social Services,184 Thorold Road,Welland,Ontario,L3C 3V7,(905) 735-4182,,,(905) 735-7597,thepinesdentaloffice@gmail.com,www.thepinesdentaloffice.com,10,,,1974,0,0,
707,6364,David Chevrolet Buick GMC Ltd.,Automotive,915 Niagara Street,Welland,Ontario,L3C 1M4,(905) 735-3690,,,(905) 735-0507,info@davidchev.com,www.davidchev.com,63,7,5,1991,0,0,
708,6365,Bronco Mini Storage Ltd.,Transportation and Warehousing,307 Highway 140,Welland,Ontario,L3B 5N7,(905) 732-4757,,,,broncoministorage@gmail.com,www.broncoministorage.ca,,5,,1980,0,0,
709,6366,Bujold Colburn Steele Financial Services,Insurance and Insurance Adjusters,189 East Main Street,Welland,Ontario,L3B 3W7,(905) 735-2252,,,(905) 735-4421,csteele@bujoldcolburn.com,,5,,,1970,0,0,
710,6367,ElCargo Fabrication Inc.,Manufacturing,333 Buchner Road,Welland,Ontario,L3B5N4,(647) 518-3560,,(877) 353-3560,(450) 253-3561,,www.elcargo.com,,,,,0,0,
711,6368,Goodwill Niagara,Non-Profit Organizations,1 Churchill Avenue,Welland,Ontario,L3B4Y5,(289) 820-7126,,,(289) 820-4945,info@goodwillniagara.com,www.goodwillniagara.com,6,7,,1984,0,0,
712,6369,Goodwill Niagara,Non-Profit Organizations,700 Humberstone Road,Welland,Ontario,L3C6T8,(907) 714-7953,,,(905) 714-7954,info@goodwillniagara.com,www.goodwillniagara.com,,2,,1984,0,0,
713,6370,LifeLabs,Health and Social Services,477 King Street,Welland,Ontario,L3B3E1,(877) 849-3637,,,(905) 795-9891,,www.lifelabs.com,,,,,0,0,
714,6371,U Need A Pita,"Catering, Restaurants and Food Services",30 Rice Road,Welland,Ontario,L3C5Y6,(289) 820-7482,,(289) 969-7482,,,www.uneedapita.com,2,11,,2013,-1,-1,
715,6372,On Demand Staffing,Consultants,30 East Main Street,Welland,Ontario,L3B3W3,(905) 397-7501,,,,info@ondemandstaffing.ca,www.ondemandstaffing.ca,,,,,0,0,
716,6373,Imbibitive Technologies Canada Inc,Manufacturing,1131 Niagara Street,Welland,Ontario,L3B5N5,(905) 735-2323,,,(905) 732-2622,info@imbiberbeads.com,www.ImbiberBeads.com,,,,1994,-1,-1,
717,6374,Ontario Addiction Treatment Centres,Health and Social Services,"570 King Street, Unit 2B",Welland,Ontario,L3B3L2,(289) 820-8730,,,(289) 820-8296,,www.oatc.ca,2,,,,0,0,
718,6375,Quesada Buritos and Tacos,"Catering, Restaurants and Food Services",545 Niagara Street,Welland,Ontario,L3C1L7,(289) 820-5680,,,,,,,,,2014,0,0,
719,6376,Prince Charles Pharmacy,Health and Social Services,555 Prince Charles Dr.,Welland,Ontario,L3C6B5,(905) 735-8200,,,(905) 735-9200,vippharmacy601@gmail.com,www.tremontmedicalpharmacy.ca,,,,2012,0,0,
720,6377,Mold 911,Real Estate,84 Cedarvale Cresent,Welland,Ontario,L3C6X1,(289) 690-1111,,,,gchimprovements@gmail.com,www.mold911.ca,1,1,,2011,0,0,
721,6378,Martech Industrial Inc.,Manufacturing,615 Rusholme Road,Welland,Ontario,L3B5P2,(905) 732-0637,,,(905) 732-6829,marcel@martechindustrial.ca,,,,,,0,0,
722,6379,Popeyes Chicken,"Catering, Restaurants and Food Services",503 Niagara Street,Welland,Ontario,L3C1L7,(905) 734-8080,,,,,,26,,,2014,0,0,
723,6380,Jason Massie Studio,Marketing Services,133 Chapel Hill Crescent,Welland,Ontario,L3C6G8,(905) 941-4226,,,,info@jasonmassie.ca,,,1,,2013,0,0,
724,6381,Taris on the Water,"Catering, Restaurants and Food Services",25 West Main Street,Welland,Ontario,L3C4Z5,(905) 788-0123,,,,taris@taris.ca,www.taris.ca,15,10,,2015,-1,0,
725,6382,JaCon Contracting,Construction and Construction Equipment,"129 Hagar Street, Unit 13",Welland,Ontario,L3B5V9,(905) 735-1071,,,(905) 735-1078,jaconcontracting@gmail.com,,7,2,,2013,0,0,
726,6383,Tamara McIntyre NNCP,Health and Social Services,754 Clare Ave,Welland,Ontario,L3C3C1,(905) 941-4345,,(905) 714-1893,,tmcintyrehealing@gmail.com,www.facebook.com/tamaranutrition,,1,0,2015,0,0,
727,6384,VERBIO Diesel Canada Corporation,Manufacturing,1 St. Clare Drive,Welland,Ontario,L3B6A7,(905) 714-4385,,,(905) 714-4632,,verbio.us,30,0,0,2019,0,0,
728,6385,Morris Amps,Manufacturing,,Welland,Ontario,,,,,,info@morrisamps.com,www.morrisamps.com,,0,0,,0,0,
729,6386,Niagara Composites International Inc.,Manufacturing,82 Vaughan Road,Welland,Ontario,L3B5Y1,(905) 788-4040,,,(905) 788-1991,sales@niagaracomposites.com,www.niagaracomposites.com,5,0,0,1980,-1,0,
730,6387,Patti's Place,"Catering, Restaurants and Food Services",87 East Main Street,Welland,Ontario,L3B3W5,(289) 820-7087,,,,,,,0,0,2015,0,0,
731,6388,Ram Iron & Metal Inc.,Automotive,111 Ridge Road,Welland,Ontario,L3B5N7,(905) 735-0080,,(877) 660-1336,(907) 735-8755,inquiries@ramiron.com,www.ramiron.com,,0,0,,0,0,
732,6389,Trillium Railway Co Ltd.,Transportation and Warehousing,42 Centre Street,Welland,Ontario,L3B5N9,(905) 735-5529,,,(905) 735-7559,,www.trilliumrailway.com,,0,0,1997,-1,0,
733,6390,Real Vapour Stores Niagara,Retail,871 Niagara Street,Welland,Ontario,L3C1M4,(289) 820-5532,,,,,,,0,0,2015,0,0,
734,6391,Welland and District Regional Spay and Neuter Clinic,Veterinarian Services,700 East Main Street,Welland,Ontario,L3B3Y4,(289) 820-9651,,,,info@spayneuterclinicwelland.com,www.spayneuterclinicwelland.com,4,2,0,2014,0,0,
735,6392,Maplebean Diapers,Manufacturing,36 Darte Drive,Welland,Ontario,L3B5Y7,,,,,,www.etsy.com/ca/shop/MaplebeanCloth?ref=hdr_shop_menu,,0,0,2013,0,0,
736,6393,R. Young Medical Massage Therapy,Health and Social Services,131 Division Street,Welland,Ontario,L3B3Z7,(905) 735-2519,,,(905) 735-2789,ryoungandassociates76@yahoo.ca,,2,1,,2014,-1,0,
737,6394,Eye Care Welland,Health and Social Services,503 Niagara Street,Welland,Ontario,L3C1L7,(905) 732-3937,,,,eyecarewelland@gmail.com,www.eyecarewelland.com,2,0,0,2014,0,0,
738,6395,Quinn's Custom Motorcycles,Automotive,22 Hellems Avenue,Welland,Ontario,L3B3A7,(289) 820-7954,,,,,,,0,0,,0,0,
739,6396,Prince Charles Animal Hospital,Veterinarian Services,312 Thorold Rd.,Welland,Ontario,L3C3W5,(905) 735-1117,,,,princecharlesanimalhospital@live.ca,,4,0,1,,0,0,
740,6397,PartSource,Automotive,572 Niagara Street,Welland,Ontario,L3C6T8,(905) 735-3105,,,,,partsource.ca,,0,0,,0,0,
741,6398,Charlie's Chopsticks,"Catering, Restaurants and Food Services",20 Thorold Road,Welland,Ontario,L3C3T3,(905) 735-9888,,,,charlieschopsticks@gmail.com,www.charlieschopsticks.com,,0,0,,0,0,
742,6399,Mommaz Boyz Pub and Eatery,"Catering, Restaurants and Food Services",454 First Avenue,Welland,Ontario,L3C6A7,(905) 735-8388,,,,,www.mommazboyzpe.ca,,0,0,,0,0,
743,6400,Twice the Deal Pizza,"Catering, Restaurants and Food Services",30 Rice Rd.,Welland,Ontario,L3C2V4,(905) 732-6000,,,,,www.twicethedealpizza.com,,0,0,,0,0,
744,6401,Iron Will Raw Inc.,Manufacturing,129 Hagar Street,Welland,Ontario,L3B5V9,(905) 714-9698,,,,info@ironwillrawdogfood.com,www.ironwillrawdogfood.com,10,,,2014,-1,0,
745,6402,Heart to Home Meals Niagara,"Catering, Restaurants and Food Services",14 Clark Street,Welland,Ontario,L3B5W6,(905) 714-0333,,(844) 714-0333,,niagara@hearttohomemeals.ca,www.hearttohomemeals.ca,,,,2015,0,0,
746,6403,Steve of all Skills Renovation Services,Property Management,97 Garon Avenue,Welland,Ontario,L3B1B7,(289) 820-8496,,,,soshandyreno@hotmail.com,www.steveofallskills.com,3,,,2011,-1,-1,
747,6404,Only Salon 68,Personal and Household Services,95 Lincoln Street,Welland,Ontario,L3C7C3,(289) 820-8811,,(289) 273-8951,,onlysalon68@outlook.com,,2,0,0,2016,0,0,
748,6405,David's Furniture Gallery,Retail,131 East Main Street,Welland,Ontario,L3B3W5,(905) 903-5490,,,,Davidsfurnituregallery@gmail.com,www.davidsfurnituregallery.ca,,0,0,,0,0,
749,6406,Hearinglife,Health and Social Services,154 West Main Street,Welland,Ontario,L3C5A2,(905) 734-7300,,,(905) 734-3786,lynv@hearinglife.ca,www.hearinglife.ca,2,,,1968,-1,-1,
750,6407,Central Music,Retail,252 East Main Street,Welland,Ontario,L3B 3W9,(905) 732-4885,,,(905) 732-5005,bob@centralmusic.com,www.centralmusic.com,6,,,1963,0,0,
751,6408,"Printing House Limited, The",Commercial Printing,447 Niagara Street,Welland,Ontario,L3C 1L6,(905) 732-2551,,,(905) 732-3404,branch092@tph.ca,www.tph.ca,5,,,2005,0,0,
752,6409,Rush Truck Centres,Automotive,475 Prince Charles Drive South,Welland,Ontario,L3B 5X1,(905) 735-6661,,,(905) 735-4733,aljanssen@archertruckcentres.com,www.rushtruckcentres.ca,13,1,,1975,-1,0,
753,6410,"Lancaster, Brooks & Welch",Legal Services,247 East Main Street,Welland,Ontario,L3B 5N9,(905) 735-5684,,,(905) 735-3340,bsmith@lbwlawyers.com,www.lbwlawyers.com,3,1,,1882,0,0,
754,6411,A Little R&R Vacations,"Accommodation,  Travel and Tourism",200 Fitch Street,Welland,Ontario,L3C 4V9,(905) 734-1311,,,(905) 734-3177,alittle_rrvacation@bellnet.ca,,3,1,,1995,0,0,
755,6412,Canada Forgings Inc.,Manufacturing,130 Hagar Street,Welland,Ontario,L3B 5P8,(905) 735-1220,,,(905) 735-6992,paul@canforge.com,www.canforge.com,85,,,1912,0,0,
756,6413,"Cupido, James W. Chartered Accountant",Accountants,271 Division Street,Welland,Ontario,L3B 4A3,(905) 788-3388,,(905) 329-3968,(905) 788-3402,mail@jameswcupido.ca,www.jameswcupido.ca,3,2,,1988,-1,-1,
757,6414,Hick's Lumber Home Centre,Retail,50 Bruce Street,Welland,Ontario,L3B 3R1,(905) 734-7424,,,(905) 734-6131,info@hickslumber.com,,11,,,1946,0,0,
758,6415,Seaway Trailer Sales Ltd.,Automotive,1115 Niagara Street,Welland,Ontario,L3B 5N5,(905) 735-8033,,,(905) 735-2259,info@seawaytrailer.com,www.seawaytrailer.com,2,1,2,1976,0,0,
759,6416,"Walters, L.J. Insurance Brokers Ltd.",Insurance and Insurance Adjusters,187 Division Street,Welland,Ontario,L3B 5R3,(905) 788-0220,,,(905) 788-2150,info@ljwalters.com,www.ljwalters.com,6,,,1981,-1,-1,
760,6417,"D'Angelo, G. Printing Company Ltd.",Commercial Printing,87 West Main Street,Welland,Ontario,L3C 4Z8,(905) 734-3378,,(905) 734-7715,(905) 734-6617,gerry@dangeloprinting.com,,5,1,,1972,0,0,
761,6418,Corporation of the City of Welland,Government Services,60 East Main Street,Welland,Ontario,L3B 3X4,(905) 735-1700,,,(905) 732-1919,webmaster@welland.ca,www.welland.ca,285,7,56,1917,-1,-1,
762,6419,Whiting Equipment Canada Inc.,Manufacturing,350 Alexander Street,Welland,Ontario,L3B2R3,(905) 732-7585,,,(905) 732-2366,whiting@whiting.ca,www.whiting.ca,64,,,1914,0,0,
763,6420,Youngs Travel Services,"Accommodation,  Travel and Tourism",53-A East Main Street,Welland,Ontario,L3B3W4,(905) 788-3171,,,(905) 788-1533,youngstravel@cogeco.ca,www.youngsinsurance.ca,2,,,1986,-1,0,
764,6421,Carstar Welland,Automotive,16 Lincoln Street,Welland,Ontario,L3C 5J1,(905) 735-7151,,(905) 735-7151,(905) 735-9306,,www.carstar.ca,7,,,1972,0,0,
765,6422,"Levay, Dr. Ronald Andrew D.C. N.D.",Health and Social Services,52 River Road,Welland,Ontario,L3B 2R8,(905) 735-9344,,,,rlevay@cogeco.ca,,1,,,1978,0,0,
766,6423,Mabo Westside Construction Ltd.,Construction and Construction Equipment,137 Chantler Road,Welland,Ontario,L3B 5N8,(905) 732-3003,,,(905) 732-0622,cindyo@mabowestsideconstruction.ca,www.mabowestsideconstruction.ca,3,3,,1969,0,0,
767,6424,BMO Bank of Montreal,Financial Institutions,800 Niagara Street,Welland,Ontario,L3C 5Z4,(905) 735-7723,,,(905) 732-6491,,www.bmo.com,4,8,,1913,-1,-1,
768,6425,Best Western Plus Rose City Suites Hotel,"Accommodation,  Travel and Tourism",300 Prince Charles Drive,Welland,Ontario,L3C 7B3,(905) 732-0922,,(800) 387-8186,(905) 732-0644,info@bestwesternniagara.com,www.bestwesternniagara.com,17,2,,1990,0,0,
769,6426,National Bank,Financial Institutions,469 East Main Street,Welland,Ontario,L3B 3X7,(905) 735-4633,,,(905) 735-9285,branch.03051@bnc.ca,www.nbc.ca,4,3,,1972,0,0,
770,6427,Sundance Pressure Cleaning Solutions Inc.,Personal and Household Services,34 Park Street,Welland,Ontario,L3B 4M2,(905) 734-1303,,(800) 361-1303,(905) 734-1718,sales@sundancepressurecleaning.com,www.sundancepressurecleaning.com,12,5,3,1989,0,0,
771,6428,Burger King,"Catering, Restaurants and Food Services",724 Niagara Street,Welland,Ontario,L3C 1M3,(905) 788-2811,,,(905) 788-2811,burgerking.welland@cogeco.net,,8,16,,1988,0,0,
772,6429,Musee de Welland Museum,Education Services,140 King Street,Welland,Ontario,L3B 3J3,(905) 732-2215,,,(905) 732-9169,info@wellandmuseum.ca,www.wellandmuseum.ca,3,3,2,1977,0,0,
773,6430,Niagara Catholic District School Board,Education Services,427 Rice Road,Welland,Ontario,L3C 7C1,(905) 735-0240,,,(905) 734-8828,info@ncdsb.com,www.niagaracatholic.ca,300,,,1998,-1,-1,
774,6431,Ontario English Catholic Teachers Association - Niagara Elementary Unit,Non-Profit Organizations,610 Broadway Avenue,Welland,Ontario,L3C 5M7,(905) 735-7015,,,(905) 735-9268,,,2,1,,1879,0,0,
775,6432,Welland County Law Association,Legal Services,102 East Main Street,Welland,Ontario,L3B 3W6,(905) 734-3174,,(866) 455-6489,(905) 734-1883,wcla@execulink.com,www.execulink.com/~wellaw,1,,,1884,0,0,
776,6433,Welland Rose Festival Inc.,Non-Profit Organizations,30 East Main Street,Welland,Ontario,L3B5Z4,(905) 732-7673,,,(905) 732-1368,info@wellandrosefestival.on.ca,,,,,1961,-1,0,
777,6434,Welland and District Humane Society,Non-Profit Organizations,60 Provincial Street,Welland,Ontario,L3B 5W7,(905) 735-1552,,(888) 222-0568,(905) 735-1754,whs@wellandspca.com,www.wellandspca.com,10,15,,1954,-1,0,
778,6435,Welland Volunteer Fire Co. #1,Non-Profit Organizations,18 Rose Avenue,Welland,Ontario,L3C 2W7,(905) 735-5616,,(905) 327-6951,(905) 788-9646,roger.haist@yahoo.ca,,,,,1901,0,0,
779,6436,Women's Place of South Niagara Inc. - Serenity Place,Non-Profit Organizations,,Welland,Ontario,L3B 5P4,(905) 732-4632,,(905) 788-0113,(905) 732-2485,Amanda@wpsn.ca,www.womensplacesn.org,21,5,,1980,0,0,
780,6437,Gateway Residential & Community Support Services,Non-Profit Organizations,178 King Street,Welland,Ontario,L3B 3J5,(905) 735-4445,,1-(877) 735-4445,(905) 735-7570,info@gatewayofniagara.ca,www.gatewayofniagara.ca,28,5,5,1983,0,0,
781,6438,Elisha House - Pregnancy and Family Support Centre,Non-Profit Organizations,48 Burgar Street,Welland,Ontario,L3B 2S8,(905) 735-9934,,,(905) 735-2792,info@elishahouse.on.ca,www.elishahouse.on.ca,5,6,,1988,-1,0,
782,6439,Niagara Safety Village,Non-Profit Organizations,100 Niagara College Blvd,Welland,Ontario,L3C 7L3,(905) 714-9333,,,(905) 714-1214,admin@niagarasafetyvillage.com,www.niagarasafetyvillage.com,3,,,2003,-1,0,
783,6440,Oak Centre,Non-Profit Organizations,24 Dorothy Street,Welland,Ontario,L3B 3V7,(905) 788-3010,,,(905) 788-3012,oakcentre@bellnet.ca,www.oakcentre.ca,8,,,1985,0,0,
784,6441,Open Arms Mission Welland Inc.,Non-Profit Organizations,22 Fifth Street,Welland,Ontario,L3B 4Z3,(905) 788-3800,,,(905) 788-3806,openarmsmission@cogeco.net,www.openarmsmissionwelland.com,3,9,2,1987,0,0,
785,6442,CERF Niagara,Non-Profit Organizations,300 Lincoln Street,Welland,Ontario,L3B4N4,(905) 714-1480,,(905) 714-0491,(905) 714-1449,info@cerfniagara.com,www.cerfniagara.com,8,1,,2000,-1,-1,
786,6443,Lifestyle Wealth Inc.,Financial Institutions,190 Division Street,Welland,Ontario,L3B 4A2,(905) 732-1640,,,(905) 732-1397,stalosi@lifestylewealth.ca,www.lifestylewealth.ca,2,2,,2000,0,0,
787,6444,Niagara Spine & Sport Therapy,Health and Social Services,517 Niagara Street,Welland,Ontario,L3C 1L7,(905) 732-2400,,,(905) 732-2407,info@niagaraspineandsport.com,niagaraspineandsport.com,4,1,,2001,0,0,
788,6445,Canadian Group Benefit Insurance Programs,Insurance and Insurance Adjusters,,Welland,Ontario,L3B5R5,(905) 650-884,,(905) 650-4283,(905) 732-4623,bob.ferrara@sunlife.com,,2,,,1973,0,0,
789,6446,Priority Collision & Refinishing LTD.,Automotive,936 East Main Street,Welland,Ontario,L3B 3Y9,(905) 714-1242,,,(905) 714-0679,Dave@prioritycollision.ca,www.prioritycollision.ca,3,,,1996,0,0,
790,6447,Paterson-Lange Heating and Air Conditioning,Construction and Construction Equipment,526 Fitch Street,Welland,Ontario,L3C 4X1,(905) 732-0600,,,(905) 732-4980,info@patersonlange.ca,www.patersonlange.ca,5,,,1994,0,0,
791,6448,The UPS Store in Welland,Commercial Printing,27-200 Fitch Street,Welland,Ontario,L3C 4V9,(905) 788-9993,,,(905) 788-1947,store286@theupsstore.ca,www.theupsstore.ca/286,3,,,2000,-1,0,
792,6449,McQueen Custom Cuts Quality Lumber Co.,Retail,478 Netherby Road,Welland,Ontario,L3B 5N7,(905) 714-9350,,,(905) 714-9350,sales@mcqueenlumber.com,www.mcqueenlumber.com,2,,,1995,0,0,
793,6450,Rogers Authorized Dealer,Communications,871 Niagara Street,Welland,Ontario,L3C 6Y1,(905) 735-2600,,,,wellandstore@primecomms.ca,www.primecomms.ca,4,1,,2000,0,0,
794,6451,Russell Technical Services Inc.,Construction and Construction Equipment,43 Darby Road,Welland,Ontario,L3B 5N4,(905) 384-4349,,,(905) 384-4350,russellrts43@gmail.com,,4,1,,2002,0,0,
795,6452,New York Fries,"Catering, Restaurants and Food Services",800 Niagara Street,Welland,Ontario,L3C 5Z4,(905) 735-8886,,,(905) 735-0608,mhendry@cogeco.ca,,2,4,,2002,0,0,
796,6453,Employment Solutions,Non-Profit Organizations,3 East Main Street,Welland,Ontario,L3B 3W4,(905) 788-3751,,,(905) 788-9397,info@employment-solutions.org,www.employment-solutions.org,10,,,2005,-1,0,
797,6454,Glanfield Homes & Renovations Ltd.,Construction and Construction Equipment,"565 Chantler Road, RR 5",Welland,Ontario,L3B 5N8,(905) 892-1961,,,(905) 892-5543,jeff@glanfieldhomes.com,www.glanfieldhomes.com,3,2,,1983,0,0,
798,6455,EarlyON,Education Services,12 Young Street,Welland,Ontario,L3B 4C4,(905) 734-3563,,,(905) 734-3051,"	earlyon.wms@facsniagara.on.ca",www.niagararegion.ca/living/childcare/early-years,3,5,,2002,0,0,
799,6456,Rynberk Landscape Contractors Inc.,Landscaping and Gardening,51 Vaughan Road,Welland,Ontario,L3B5Z7,(905) 734-4790,,,(905) 735-7544,info@rynberks.com,www.rynberks.com,10,,14,1999,-1,0,
800,6457,Regional Glass & Mirror,Construction and Construction Equipment,35 Vaughan Road,Welland,Ontario,L3B5Z7,(905) 734-9061,,,(905) 734-9207,,,6,,,2003,0,0,
801,6458,Tardif Cement,Construction and Construction Equipment,274 Becken Crescent,Welland,Ontario,L3B 5N4,(905) 714-7144,,,(905) 714-7737,,,3,,1,1997,-1,-1,
802,6459,Bardon Supplies Ltd.,Construction and Construction Equipment,40 Seventh Street,Welland,Ontario,L3B5R2,(905) 732-6195,,(800) 263-7311,(905) 732-7330,,www.bardonsupplies.com,6,,,1950,0,0,
803,6460,Golf Stuff,Retail,540 Niagara Street,Welland,Ontario,L3C 1L8,(905) 732-9692,,,(905) 732-9693,golfstuff@golfstuff.ca,www.golfstuff.ca,2,2,,1994,-1,0,
804,6461,Community Living Welland Pelham - Children's Services,Non-Profit Organizations,300 Woodlawn Road,Welland,Ontario,L3C 7L3,(905) 788-3113,,,,judybonsignore@cl-wellandpelham.ca,www.cl-wellandpelham.ca,4,1,,1973,0,0,
805,6462,BDO Canada Limited,Financial Institutions,871 Niagara Street,Welland,Ontario,L3C6Y1,(905) 735-6433,,(905) 984-5424,(905) 735-6514,kmiles@bdo.ca,www.bdo.ca,,3,,1949,0,0,
806,6463,Ye Olde Squire,"Catering, Restaurants and Food Services",800 Niagara Street,Welland,Ontario,L3C 5Z4,(905) 714-7821,,,(905) 714-7829,squireswelland@cogeco.net,www.yeoldesquirewelland.com,15,10,,2008,0,0,
807,6464,Carlton Cards,Retail,800 Niagara Street North,Welland,Ontario,L3C 5Z4,(905) 734-7771,,,,,,,,,,0,0,
808,6465,Tianna's Jewellers,Retail,800 Niagara Street,Welland,Ontario,L3C 5Z4,(905) 735-0333,,,(905) 735-0339,tiannasjewellers@gmail.com,,3,4,,1991,0,0,
809,6466,StelCrete Industries Ltd.,Manufacturing,90 Centre Street,Welland,Ontario,L3B 5P2,(905) 735-9993,,(866) 924-0837,(905) 735-3955,,www.stelcrete.com,75,,5,2008,0,0,
810,6467,Fix Auto,Automotive,48 Seventh Street,Welland,Ontario,L3B 5B7,(905) 732-1497,,,(905) 732-4182,welland@fixauto.com,www.fixauto.com/welland,10,,,1985,0,0,
811,6468,Berkwood Industries Ltd.,Manufacturing,12 Darte Drive,Welland,Ontario,L3B 5Y7,(905) 714-7747,,,(905) 714-3312,,,4,,,2004,0,0,
812,6469,Select Water Company,Retail,289 Lincoln Street,Welland,Ontario,L3B 4N5,(905) 714-4606,,(289) 213-6046,(905) 714-7022,charroismichel@gmail.com,,1,,,2000,-1,-1,
813,6470,Gils Auto,Automotive,162 Empire Street,Welland,Ontario,L3B2L6,(905) 734-4422,,,,gilsautowelland@gmail.com,www.gilsautowelland.com,,,,2009,0,0,
814,6471,Welland Taekwondo,Sports Clubs and Organizations,119 Division Street,Welland,Ontario,L3B3Z8,(905) 714-1305,,,(905) 714-1305,masternam@hotmail.com,www.wellandtaekwondo.com,1,,,2003,-1,0,
815,6472,Mike Knapp Ford Sales,Automotive,607 Niagara Street,Welland,Ontario,L3C1L9,(905) 732-3673,,,(905) 732-3674,inquiry@mikeknappford.com,www.mikeknappford.com,35,,,2009,0,0,
816,6473,Redeemed Goods,Retail,298 Crowland Avenue,Welland,Ontario,L3B 1X6,(905) 735-8624,,,,rgsu.oam@gmail.com,www.redeemedgoods.com,,3,,2008,-1,0,
817,6474,Dance Place,Sports Clubs and Organizations,397 Thorold Road,Welland,Ontario,L3C3W4,(905) 735-6335,,,,,,,,,,0,0,
818,6475,Niagara Auto Sales,Automotive,1031 Niagara Street,Welland,Ontario,L3C 1M5,(905) 735-6023,,(905) 788-0030,(905) 788-0031,nas1@niagaraautosales.com,www.niagaraautosales.com,10,,,1974,0,0,
819,6476,Welland Medical Pharmacy,Pharmacies,595 Ontario Road,Welland,Ontario,L3B0B3,(905) 714-9009,,,(905) 714-7776,,,2,2,,1999,-1,-1,Arabic
820,6477,Little Caesars,"Catering, Restaurants and Food Services","572 Niagara Street, #10",Welland,Ontario,L3C 6T8,(905) 732-4444,,,,lcwelland@gmail.com,www.littlecaesars.ca,,,,2009,0,0,
821,6478,Datawise Solutions Inc - Cabling and Electrical Branch,Electrical,101 Lewis Street,Welland,Ontario,L3B 4V6,(905) 323-3843,,,,electrical@datawisesolutions.ca,www.datawisesolutions.ca,,,,2004,-1,0,
822,6479,Subway,"Catering, Restaurants and Food Services","589 South Pelham Road, Unit 13",Welland,Ontario,L3C 3C7,(905) 714-7253,,,(905) 714-7152,subwaysouthpelham@live.ca,www.subway.com,3,5,,2010,0,0,
823,6480,Great Canadian Homes Improvements,Construction and Construction Equipment,84 Cedarvale Crecent,Welland,Ontario,L3C6X1,(888) 532-5987,,,,floman99@hotmail.com,www.gchi.ca,2,,,2004,0,0,
824,6481,Great Signs & Graphics Printing and Promotional Products,Commercial Printing,871 Niagara Street,Welland,Ontario,L3C6Y1,(289) 820-7516,,,(289) 820-7645,frontdesk@greatsigns.ca,www.greatsigns.ca,2,4,,2007,-1,0,
825,6482,Two Guys Roofing,Construction and Construction Equipment,55 Ross Street,Welland,Ontario,L3B2M5,(905) 732-6308,,,,tcutler5@cogeco.ca,www.twoguysroofing.ca,3,,,,0,0,
826,6483,Niagara Centre Skating Club,Sports Clubs and Organizations,501 King Street,Welland,Ontario,L3B5R3,(905) 788-2627,,,,"	niagaracentreskatingclub@gmail.com",niagaracentreskatingclub.ca,,,,,0,0,
827,6484,Niagara Regional Pet & Home Services,Personal and Household Services,3960 Elm Street,Welland,Ontario,L3C3G8,(289) 969-7387,,,,generalinfo@nrphs.com,www.nrphs.com,,,,2006,-1,0,
828,6485,Tranquil Touch Wellness Spa,Personal and Household Services,232 Colbeck Drive,Welland,Ontario,L3C7M3,(905) 650-3977,,,,spa@tranquil-touch.ca,www.tranquil-touch.ca,,,,,0,0,
829,6486,Vince Silvestri Athletic Wear,Retail,11 Woodrush Avenue,Welland,Ontario,L3C6S5,(905) 650-6935,,,,vsilvestriathleticwear@cogeco.ca,,3,,,1984,0,0,
830,6487,Rose Manor Bed and Breakfast,"Accommodation,  Travel and Tourism",41 Frazer Street,Welland,Ontario,L3C5B7,(905) 734-9972,,,,elliecholette@hotmail.com,www.bbcanada.com/13801.html,,,,2013,0,0,
