BUSINESS_NAME,CEASED_DATE,LICENSE_NUMBER,RESIDENT,UNIT,STREET_NUMBER,STREET_NAME,ROLL_NUMBER,dSHORTLEGAL_1,dSHORTLEGAL_2,dSHORTLEGAL_3,dSHORTLEGAL_4,dSHORTLEGAL_5,dLONGLEGAL_1,dLONGLEGAL_2,dLONGLEGAL_3,dLONGLEGAL_4,dLONGLEGAL_5,dLONGLEGAL_6,APPROVAL_DATE,TEMPORARY_LICENSE,APPLICATION_DATE,HOME_OCCUPATION,DATE_EXPIRED,ACTIVE,BUSINESS_NUMBER,PROPOSED_BUSINESS,OFF_STREET_STALLS,START_DATE,DATE_ISSUED
CASTLE JEWELS,19000101,0002280,1,           ,400,SPRAY AVE,000860,                     ,                     ,"21~25,28",                     ,5860GW,               ,               ,               ,               ,               ,               ,20040101,0,20040101,0,20171231,1,               ,RETAIL SALES,0,20040101,20170101
MOUNTAIN LEGENDS,19000101,0002300,1,           ,111,BANFF AVE,000004,                     ,                     ,6&7,1,6719BC,               ,               ,               ,               ,               ,               ,20040101,0,20040101,0,20171231,1,               ,RETAIL SALES,0,20040101,20170101
BANFF EXECUTIVE LEADERSHIP INC.,19000101,0002305,1,           ,200,SPRINGS CRES,121100,                     ,                     ,20,R13,8710330,               ,               ,               ,               ,               ,               ,20040101,0,20040101,1,20171231,1,               ,LEADERSHIP DEVELOPMENT CONSULTANT (TYPE 2),0,20040101,20170509
GAP (CANADA) INC. STORE #4851,19000101,0002306,1,           ,317,BANFF AVE,000225,                     ,                     ,1~3,11,6719BC,               ,               ,               ,               ,               ,               ,20040101,0,20040101,0,20171231,1,               ,RETAIL SALES,0,20040101,20170101
CHOCOLATES BY BERNARD CALLEBAUT,19000101,0002310,1,           ,111,BANFF AVE,000004,                     ,                     ,6&7,1,6719BC,               ,               ,               ,               ,               ,               ,20040101,0,20040101,0,20171231,1,               ,RETAIL SALES,0,20040101,20170101
SALTLIK,19000101,0002320,1,           ,221,BEAR ST,020046,                     ,                     ,11,5,6719BC,               ,               ,               ,               ,               ,               ,20040101,0,20040101,0,20171231,1,               ,RESTAURANT,0,20040101,20170101
"GREAT WEST NEWSPAPERS, LP O/A ROCKY MOUNTAIN OUTLO",19000101,0002331,0,           ,           ,                         ,               ,                     ,                     ,                     ,                     ,                     ,               ,               ,               ,               ,               ,               ,20040101,0,20040101,0,20171231,1,               ,NEWSPAPERS,0,20040101,20170101
P.R. CLEANING & RESTORATIONS,19000101,0002335,1,           ,114,EAGLE CRES,001118,                     ,                     ,8,58,3939JK,               ,               ,               ,               ,               ,               ,20040101,0,20040101,0,20171231,1,               ,CLEANING SERVICE,0,20040101,20170101
LEGACY KITCHENS CANMORE,19000101,0002337,0,           ,           ,                         ,               ,                     ,                     ,                     ,                     ,                     ,               ,               ,               ,               ,               ,               ,20040101,0,20040101,0,20171231,1,               ,CONTRACT/CARPENTRY,0,20040101,20170101
BOW RIVER GLASS LTD.,19000101,0002345,1,           ,137,EAGLE CRES,000959,                     ,                     ,7,60,3939JK,               ,               ,               ,               ,               ,               ,20040101,0,20040101,0,20171231,1,               ,CONTRACTOR/GLASS,0,20040101,20170101
WILD ABOUT NATURE,19000101,0002348,1,           ,400,SPRAY AVE,000860,                     ,                     ,"21~25,28",                     ,5860GW,               ,               ,               ,               ,               ,               ,20040101,0,20040101,0,20171231,1,               ,RETAIL SALES,0,20040101,20170101
ROCKY MOUNTAIN SOAP COMPANY,19000101,0002364,1,           ,202,BANFF AVE,000135,                     ,                     ,1&2,7,6719BC,               ,               ,               ,               ,               ,               ,20040512,0,20040512,0,20171231,1,               ,RETAIL SALES,0,20040101,20170101
TOURLAND TRAVEL,19000101,0002399,1,           ,222,LYNX ST,000813,                     ,                     ,15~23,A,VARIOUS,               ,               ,               ,               ,               ,               ,20040101,0,20040101,0,20171231,1,               ,PUBLIC VEHICLE OPERATIONS - TOUR VEHICLE,0,20040101,20170101
CTR REFRIG. & FOOD STORE EQUIP.,19000101,0002406,0,           ,           ,                         ,               ,                     ,                     ,                     ,                     ,                     ,               ,               ,               ,               ,               ,               ,20040101,0,20040101,0,20171231,1,               ,CONTRACTOR/MECHANICAL,0,20040101,20170101
LAMMLE'S WESTERN WEAR,19000101,0002414,1,           ,317,BANFF AVE,000225,                     ,                     ,1~3,11,6719BC,               ,               ,               ,               ,               ,               ,20040101,0,20040101,0,20171231,1,               ,RETAIL SALES,0,20040101,20170101
PACIFIC CENTRE FOR LEADERSHIP,19000101,0002426,0,           ,           ,                         ,               ,                     ,                     ,                     ,                     ,                     ,               ,               ,               ,               ,               ,               ,20040101,0,20040101,0,20171231,1,               ,SERVICE SECTOR - CONSULTING,0,20040101,20170101
PEKA PROFESSIONAL PROPERTY MGMT,19000101,0002439,0,           ,           ,                         ,               ,                     ,                     ,                     ,                     ,                     ,               ,               ,               ,               ,               ,               ,20040101,0,20040101,0,20171231,1,               ,PROPERTY MANAGEMENT,0,20040101,20170101
UNITED TOWING SERVICES INC.,19000101,0002442,1,           ,114,EAGLE CRES,001118,                     ,                     ,8,58,3939JK,               ,               ,               ,               ,               ,               ,20040101,0,20040101,0,20171231,1,               ,TOWING SERVICE,0,20040101,20170101
ASSET WEST PROPERTY MNGMT. LTD.,19000101,0002451,0,           ,           ,                         ,               ,                     ,                     ,                     ,                     ,                     ,               ,               ,               ,               ,               ,               ,20040101,0,20040101,0,20171231,1,               ,PROPERTY MANAGEMENT,0,20040101,20170101
WAINMAN ELECTRIC INC.,19000101,0002452,1,           ,101,FALCON ST,000960,                     ,                     ,1,61,3939JK,               ,               ,               ,               ,               ,               ,20040101,0,20040101,0,20171231,1,               ,CONTRACTOR/ELECTRIC,0,20040101,20170101
