BusinessName,BusinessDescription,Address,Phone,Naics,NaicsDescription,BusinessType,FullTime,PartTime
"Dr Romi Fung, Naturopathic Doctor","naturopathic medicine, acupuncture, bowen therapy",7340 Westminster Hwy Unit 230 Richmond BC  V6X 1A1,604-284-5099,621390,Offices of all other health practitioners,,0,1
Dr Ruby Ng Inc,Medical Practice,4940 No 3 Rd Unit 111 Richmond BC  V6X 3A5,604-276-8859,621110,Offices of physicians,,2,1
Dr S John Inc,Dental Practice,8400 Granville Ave Unit 120 Richmond BC  V6Y 1P6,604-247-0020,621210,Offices of dentists,,2,2
Dr Sang & Dr Wu Inc,Dental Office,8010 Saba Rd Unit 230 Richmond BC  V6Y 4B2,604-278-6828,621210,Offices of dentists,,1,3
Dr Sheena Sood Inc,Dentistry Office,11688 Steveston Hwy Unit 8000 Richmond BC  V7A 1N6,604-277-7663,621210,Offices of dentists,,20,0
Dr Spenser M Lui Inc,Medical Practice,7031 Westminster Hwy Unit 218 Richmond BC  V6X 1A3,604-276-8818,621110,Offices of physicians,,1,0
Dr Steven Chang Inc,general practice of dentistry,8171 Ackroyd Rd Unit 6020 Richmond BC  V6X 3J9,604-279-2332,621210,Offices of dentists,,1,6
Dr T Khanghura Optometry,Eye exams,6060 Minoru Blvd Unit 2044 Richmond BC  V6Y 2V7,778-840-7679,621320,Offices of optometrists,,2,2
Dr T Liu Medical Office,Medical services,8600 Cambie Rd Unit 115 Richmond BC  V6X 4J9,604-270-6966,621110,Offices of physicians,,2,0
Dr Teddi Orenstein Lyall Inc,Medical Practice,6091 Gilbert Rd Unit 750 Richmond BC  V7C 5L9,604-273-1555,621110,Offices of physicians,,2,0
Dr Tigerson M Young R Psych Inc,Provides Psychological services and counselling ,8700 McKim Way Unit 3018 Richmond BC  V6X 4A5,604-961-2347,621110,Offices of physicians,,1,0
Dr Todd R Moore Inc,dental office - orthodontics,6180 Blundell Rd Unit 230 Richmond BC  V7C 4W7,604-271-4211,621210,Offices of dentists,,10,0
Dr Vangie Tsui & Associates Optometry,optometric clinic to examine eyes and sell contact lenses.,6551 No 3 Rd Unit 1848 Richmond BC  V6Y 2B6,236-808-8357,621320,Offices of optometrists,Retail Trading,1,0
Dr Victor Zlotnik Inc,"providing complete dentures, partial dentures, overdentures",10151 No 3 Rd Unit 205 Richmond BC  V7A 4R6,778-297-7073,621210,Offices of dentists,,1,0
Dr Vienna Ng Inc,Medical clinic,8171 Ackroyd Rd Unit 4060 Richmond BC  V6X 3J9,778-297-1360,621110,Offices of physicians,,2,0
Dr Virginia Y H Tam Inc,Dental office,8888 Odlin Cr Unit 3285 Richmond BC  V6X 3Z8,604-232-0880,621210,Offices of dentists,,3,0
Dr Yekta Alizadeh,Dentist,4651 No 3 Rd Unit 110 Richmond BC  V6X 2C4,604-244-8749,621210,Offices of dentists,,0,1
"Dr Yeuk Hang Daphne Cheng, Optometric Corporation",Optometrist,4000 No 3 Rd Unit 3255 Richmond BC  V6X 0J8,604-821-0202,621320,Offices of optometrists,,4,1
Dr Ying Shing Wu Clinic,Acupuncture and counselling services,11180 Voyageur Way Unit 130 Richmond BC  V6X 3N8,604-233-0999,621390,Offices of all other health practitioners,,1,0
"Dr. Aneil Sandhu, Optometric Corporation ",Conduct Ocular health checks and provide eye exams,6551 No 3 Rd Unit 1530 Richmond BC  V6Y 2B6,778-917-0159,621320,Offices of optometrists,,1,1
Dr. Kenneth KL Fung Inc,Dental Office,4940 No 3 Rd Unit 113 Richmond BC  V6X 3A5,604-303-0203,621210,Offices of dentists,,2,0
Dracco Pacific Realty,"Real estate office, buy and sell",12280 Vickers Way   Richmond BC  V6V 1H9,604-999-5599,531212,Offices of real estate brokers,Property Management,3,2
Dragados Canada Inc,"Civil Construction- build highways, roads, bridges",13777 Commerce Pkwy Unit 200 Richmond BC  V6V 2X3,604-638-5901,237310,"Highway, street and bridge construction",,25,0
Dragon Food Equipment Inc,"Manufacture sink canopy, dim sum carts, general stainless sheet metal work",11300 River Rd Unit 140 Richmond BC  V6X 1Z5,604-276-2382,332999,All other miscellaneous fabricated metal product manufacturing,,4,0
Dragon Food Equipment Inc,installation of duct work,11300 River Rd Unit 140 Richmond BC  V6X 1Z5,604-276-2382,238220,"Plumbing, heating and air-conditioning contractors",General Contractor,3,0
Dragon Group Restaurant,Restaurant,4751 Garden City Rd Unit 150 Richmond BC  V6X 3M7,604-278-1233,722511,Full-service restaurants,Food Service Establishment,22,2
Dragon Star Studio,"Venue Rental, Equipment Rental, Design Photography related to business ",12830 Clarke Pl Unit 135 Richmond BC  V6V 2H5,604-803-8831,512240,Sound recording studios,,2,0
Dream Art Studio,"teaching painting, drawing, crafts, approx 5 students and 1 teacher",9399 Alexandra Rd Unit 609 Richmond BC  V6X 0L7,604-600-0655,611690,All other schools and instruction,Education Institution,1,0
Dream Carpets Ltd,Retail Carpets,12180 Bridgeport Rd   Richmond BC  V6V 1J3,604-273-7888,442210,Floor covering stores,Retail Trading,4,0
Dream House Cosmetics Inc,Retail for cosmetics and clothes,4000 No 3 Rd Unit 2085 Richmond BC  V6X 0J8,778-927-9944,448199,All other clothing stores,Retail Trading,2,0
Dream Journey Immigration,"immigration services, consultation re visas, work permits",9288 Odlin Rd Unit 213 Richmond BC  V6X 0C3,604-616-8335,911320,Immigration services,Home Occupation,2,0
Dream Space Decoration Inc,"Retail decorative materials like wallpaper, moulding line, wall panels, furniture, painting",5431 Minoru Blvd   Richmond BC  V6X 2B1,778-861-3068,442298,All other home furnishings stores,Retail Trading,2,0
Dream Vacation Architect Inc,Travel Agency,3700 No 3 Rd Unit 2210 Richmond BC  V6X 3X2,604-370-3038,561510,Travel agencies,Travel Agency,3,3
Dream Wallcovering & Window Fashions,"Retail of wallpaper, blinds, curtains and offer labour as well",11080 Bridgeport Rd Unit 150 Richmond BC  V6X 1T2,604-370-6605,442291,Window treatment stores,Retail Trading,2,0
Dream Wallpaper Inc,retail wallpaper sales,11080 Bridgeport Rd Unit 150 Richmond BC  V6X 1T2,604-370-6605,444120,Paint and wallpaper stores,Retail Trading,1,0
Dream Wallpaper Inc,Installation of wallpaper,11080 Bridgeport Rd Unit 150 Richmond BC  V6X 1T2,604-370-6605,238320,Painting and wall covering contractors,General Contractor,1,0
Dreamhouse Construction Ltd,General Contractor Residential & Commercial,2831 Shell Rd   Richmond BC  V6X 2P2,778-238-4892,236220,Commercial and institutional building construction,General Contractor,2,0
Dreamville Custom Homes Ltd,"Spec/custom home building, Home renovations",10760 Blundell Rd   Richmond BC  V6Y 1L1,778-888-3688,236110,Residential building construction,General Contractor,0,4
Dress Me Boutique,Ladies Fashion retail,4540 No 3 Rd Unit 1400 Richmond BC  V6X 4E4,778-889-7713,448120,Women's clothing stores,Retail Trading,1,0
Dress Me Boutique,Clothing Alterations for anyone not just customers,4540 No 3 Rd Unit 1400 Richmond BC  V6X 4E4,778-889-7713,811490,Other personal and household goods repair and maintenance,,1,0
Dressy Rose Fashion Ltd,Retailing women's clothing & accessories,4380 No 3 Rd Unit 1325 Richmond BC  V6X 3V7,604-278-8280,448120,Women's clothing stores,Retail Trading,1,0
Driftwood Brewing Company Inc,warehouse & distribute beer,3771 Jacombs Rd Unit 190 Richmond BC  V6V 2L9,604-323-2414,413220,Alcoholic beverage merchant wholesalers,Wholesale Trading,5,0
Drive Badminton,"badminton centre, sale of badminton goods, health center - badminton courts for rental",4551 No 3 Rd Unit 138 Richmond BC  V6X 2C3,604-285-2638,713940,Fitness and recreational sports centres,Health Studio,1,7
Drive Motorsports,retail used cars/indoor showroom,4451 No 3 Rd Unit 217 Richmond BC  V6X 2C3,604-900-3388,441110,New car dealers,Automobile Dealer,2,0
Drivehard Performance Enterprises Ltd,"Custom auto installations, custom auto work, light mechanical work",11351 Bridgeport Rd Unit 140 Richmond BC  V6X 1T4,604-270-2494,811111,General automotive repair,,3,0
"Drs Hau, Segal and Govindraju",Medical Practice,6051 Gilbert Rd Unit 208 Richmond BC  V7C 3V3,604-278-0090,621110,Offices of physicians,,4,2
DS Doors & Louvers Ltd,"Warehousing wood products such as furniture, cabinets, doors, wooden caskets, minor woodworking for touch up and renovation on wood products ",3850 Jacombs Rd Unit 105 Richmond BC  V6V 1Y6,604-324-3314,416320,"Lumber, plywood and millwork merchant wholesalers",Wholesale Trading,3,1
DSG Mouldings Ltd,General Contractor,8651 No 5 Rd   Richmond BC  V6Y 2V5,778-952-4244,238350,Finish carpentry contractors,General Contractor,3,0
DSG Mouldings Ltd,"General Contractor - install crown mouldings, etc",8651 No 5 Rd   Richmond BC  V6Y 2V5,778-952-4244,238350,Finish carpentry contractors,Home Occupation,3,0
DSI Contracting Inc,"General contractor, Residential",1411 Valmont Way Unit 4 Richmond BC  V6V 1Y3,604-285-8528,236110,Residential building construction,General Contractor,2,0
DSI Contracting Inc,fabrication of stone countrtops and fibre crown moulding,1411 Valmont Way Unit 4 Richmond BC  V6V 1Y3,604-285-8528,337110,Wood kitchen cabinet and counter top manufacturing,,4,2
DSL Winery Supplies Services,Wholesale wine bottles,1350 Valmont Way Unit 10 Richmond BC  V6V 1Y4,604-339-7769,417230,"Industrial machinery, equipment and supplies merchant wholesalers",Wholesale Trading,2,0
DSR Tool and Equipment Repair,Small tool and equipment repair - mobile,10580 Southdale Rd   Richmond BC  V7A 2W7,604-271-5725,811210,Electronic and precision equipment repair and maintenance,Home Occupation,1,0
DST Trading Co Ltd,retail dealer - food  (dry food  natural herbs),4400 Hazelbridge Way Unit 480 Richmond BC  V6X 3R8,778-896-8679,446191,Food (health) supplement stores,Retail Trading,2,0
DSV Solutions Inc,"DSV solution will be providing 3pl warehouse solutions to our Client Insta Brands.  Product will be imported, warehouses, and then distributed across Canada to Canadian Retailers",16111 Blundell Rd Unit 102 Richmond BC  V6W 0A3,604-425-3255,493110,General warehousing and storage,,10,5
DSW - Designer Shoe Warehouse,"Retail sale of family footwear, handbags and limited accessories",4751 McClelland Rd Unit 2205 Richmond BC  V6X 0M5,416-638-5011,448210,Shoe stores,Retail Trading,5,32
DTC Dental Treatment Center,General and cosmetic dental services,6011 No 1 Rd Unit 120 Richmond BC  V7C 1T4,604-238-6666,621210,Offices of dentists,,4,3
DualBest Enterprise Ltd,Importing red bean paste and stuffing from China and selling to Canadian supermarkets,9133 Hemlock Dr Unit 1502 Richmond BC  V6Y 4J9,306-850-4680,419120,Wholesale trade agents and brokers,Home Occupation,1,0
Ducati Richmond / Pacific Motorsports,Service of motorcycles,6260 Graybar Rd Unit 100 Richmond BC  V6W 1H6,604-370-0410,811111,General automotive repair,,3,0
Ducati Richmond / Pacific Motorsports,Retail sales new and used motorcycles ,6260 Graybar Rd Unit 100 Richmond BC  V6W 1H6,604-370-0410,441220,"Motorcycle, boat and other motor vehicle dealers",Automobile Dealer,7,0
Due North Logistics Ltd,Arranging shipping goods into Canada on Customers behalf,10451 Shellbridge Way Unit 148 Richmond BC  V6X 2W8,604-908-8888,419120,Wholesale trade agents and brokers,,3,0
Dueck Richmond Chevrolet Buick Cadillac GMC Ltd,Garage,12100 Featherstone Way   Richmond BC  V6W 1K9,604-273-1311,811111,General automotive repair,,38,0
Dueck Richmond Chevrolet Buick Cadillac GMC Ltd,Wholesale automotive parts,12100 Featherstone Way   Richmond BC  V6W 1K9,604-273-1311,415110,New and used automobile and light-duty truck merchant wholesalers,Wholesale Trading,93,0
Dueck Richmond Chevrolet Buick Cadillac GMC Ltd,Retail automobiles,12100 Featherstone Way   Richmond BC  V6W 1K9,604-273-1311,441110,New car dealers,Automobile Dealer,93,0
Duke Jiang Media,"Video game strategy (online), content creation, video production, hobby craft",6971 Chelmsford St   Richmond BC  V7C 4J1,604-518-3908,541515,Video game design and development services,,1,0
Dulux Paints,Wholesale paint store,8360 Granville Ave Unit 180 Richmond BC  V6Y 1P3,604-273-1501,416340,"Paint, glass and wallpaper merchant wholesalers",Wholesale Trading,4,3
Dulux Paints,Retail Paint Store,8360 Granville Ave Unit 180 Richmond BC  V6Y 1P3,604-273-1501,444120,Paint and wallpaper stores,Retail Trading,3,4
Dun-Rite Lawn And Garden Care,Lawn & Garden Care,11751 Seaport Ave   Richmond BC  V7A 3E2,604-812-9581,561730,Landscaping services,General Contractor,1,0
Dun-Rite Performance Inc,Auto Repair & Engine Building,12417 No 2 Rd Unit 180 Richmond BC  V7E 6H6,604-278-5199,811111,General automotive repair,,2,0
Duoyu Technology Inc,Lifestyle APP software development and operation,3820 Cessna Dr Unit 250 Richmond BC  V7B 1C7,778-633-2018,541514,Computer systems design and related services (except video game design and development),,2,0
Dupuis Langen Financial Management (1985) Ltd,"Financial planning, investment planning, insurance brokerage, group benfits",13900 Maycrest Way Unit 210 Richmond BC  V6V 3E2,604-270-1142,524210,Insurance agencies and brokerages,,9,0
Dura Products Enterprises Inc,"Wholesale of printing equipment , machinery and trading",12800 Bathgate Way Unit 10 Richmond BC  V6V 1Z4,604-783-9393,417230,"Industrial machinery, equipment and supplies merchant wholesalers",Wholesale Trading,2,0
Dura-Fab Industries,Manufacture elevator cab and beam pads,12051 Horseshoe Way Unit 150 Richmond BC  V7A 4V4,604-271-4505,454390,Other direct selling establishments,,2,1
DV Lam Construction Co,residential building construction,4111 Garry St Unit 21 Richmond BC  V7E 2T9,778-998-3380,236110,Residential building construction,General Contractor,1,0
DWT Enterprises Ltd,Management company,4000 No 3 Rd Unit 6050 Richmond BC  V6X 0J8,604-270-3576,531310,Real estate property managers,,0,2
Dyck Robert,Piano Teaching,6391 Dakota Dr   Richmond BC  V7C 4X5,604-270-6414,611610,Fine arts schools,Home Occupation,0,1
DYG Windows Ltd,Wholesale showroom of windows and doors,11400 Bridgeport Rd Unit 104 Richmond BC  V6X 1T2,604-522-8300,416390,Other specialty-line building supplies merchant wholesalers,Wholesale Trading,2,2
DYK Post,Mail parcel service - no storage,11511 Bridgeport Rd Unit 109 Richmond BC  V6X 1T4,778-776-1818,492210,Local messengers and local delivery,Delivery Services,1,1
Dynacare,Insurance medical services - consulting - gather health information insurance companies,10451 Shellbridge Way Unit 148 Richmond BC  V6X 2W8, ,541690,Other scientific and technical consulting services,,2,0
Dynamic Air Solutions Ltd,General Contractor for commercial and residential renovations ,12811 Rowan Pl Unit 2114 Richmond BC  V6V 2S6,604-278-4567,238220,"Plumbing, heating and air-conditioning contractors",General Contractor,5,0
Dynamic Chemicals Ltd,Wholesale Janitorial Supplies,12811 Clarke Pl Unit 180 Richmond BC  V6V 2H9,604-278-1833,417920,"Service establishment machinery, equipment and supplies merchant wholesalers",Wholesale Trading,1,0
Dynamic Designs,"Printing graphics on vehicle, applying cream protection on  vehicle",13980 Maycrest Way Unit 113 Richmond BC  V6V 3C2,778-512-4888,811119,Other automotive mechanical and electrical repair and maintenance,,2,1
Dynamic Detergent Ltd,Wholesale Detergent Products,12811 Clarke Pl Unit 180 Richmond BC  V6V 2H9,604-278-1833,418410,Chemical (except agricultural) and allied product merchant wholesalers,Wholesale Trading,1,0
Dynamic Facility Services Limited,Janitorial Services,4631 Shell Rd Unit 170 Richmond BC  V6X 3M4,604-273-1619,561722,Janitorial services (except window cleaning),,5,20
Dynamic Sports,Sell online sporting equipment,11331 Schooner Crt   Richmond BC  V7E 4L1,604-220-3851,419120,Wholesale trade agents and brokers,Home Occupation,0,1
Dynamite,Retailer of women's clothing,6551 No 3 Rd Unit 1818 Richmond BC  V6Y 2B6,604-231-5844,448120,Women's clothing stores,Retail Trading,4,11
Dynamite Concrete Pumping Ltd,"Concrete Pumping & Placing, Cement Pouring",10920 Granville Ave   Richmond BC  V6Y 1R4,604-306-6462,541212,Offices of  accountants,General Contractor,4,0
Dynamix Agitators Inc,Assemble industrial mixers,14480 River Rd Unit 150 Richmond BC  V6V 1L4,604-244-3771,332329,Other ornamental and architectural metal product manufacturing,,15,0
Dynamo Fencing Club,Teaching fencing - 60 students & 5 =6 teachers at any one time ,2231 Vauxhall Pl   Richmond BC  V6V 1Z5,778-862-8467,611620,Athletic instruction,Health Studio,4,2
Dynasty Professional Beauty Supply Ltd,Cosmetics/Skin Care Products/Beauty Supplies,3700 No 3 Rd Unit 2120 Richmond BC  V6X 3X2,604-276-8255,414520,"Toiletries, cosmetics and sundries merchant wholesalers",Retail Trading,1,1
E & F Natural Products,"Health supplements, skin care, and grocery retail",2811 No 3 Rd Unit 125 Richmond BC  V6X 2B2,604-207-8930,445110,Supermarkets and other grocery (except convenience) stores,Retail Trading,2,2
E & F Natural Products,"health supplements, skin care and grocery retail store",8260 Westminster Hwy Unit 1690 Richmond BC  V6X 3Y2,604-207-8930,445110,Supermarkets and other grocery (except convenience) stores,Retail Trading,2,2
E A J Customs Brokers Inc,Customs Broker,5200 Miller Rd Unit 2200 Richmond BC  V7B 1L1,604-244-3136,488519,Other freight transportation arrangement,,4,1
E B Peerless Ltd,"Main office & warehouse - serving businesses in BC, AB, ON in the aerospace industry",6651 Elmbridge Way Unit 130 Richmond BC  V7C 5C2,604-279-9907,417990,"All other machinery, equipment and supplies merchant wholesalers",Wholesale Trading,10,2
E C S Electrical Cable Supply Ltd,Wholesale Electrical  Equipment,6900 Graybar Rd Unit 3135 Richmond BC  V6W 0A5,604-276-9913,416110,Electrical wiring and construction supplies merchant wholesalers,Wholesale Trading,42,0
E Excel Canada LLC,Wholesale distribution of health food (pre-packaged),9111 Beckwith Rd Unit 2040 Richmond BC  V6X 1V7,604-295-3441,413190,Other specialty-line food merchant wholesalers,Wholesale Trading,2,0
E Hair,"Warehouse, office, training centre - skin care & make-up - 1 instructor to 3-4 students",8877 Odlin Cr Unit 130 Richmond BC  V6X 3Z7,604-278-8484,611510,Technical and trade schools,Education Institution,2,0
E M S Mobile Fitness Training,Mobile fitness training,10155 River Dr Unit 505 Richmond BC  V6X 1Z3,778-788-6711,611620,Athletic instruction,Home Occupation,1,0
