FID,ID,Name,EmplRange,NAICSTitle,NAICSDescr,NAICSCode,Phone,Fax,TollFree,EMail,WebAddress,StreetNo,StreetName,Address,PostalCode,BldgNo,UnitNo,Modified,PIN,CHArea,Ward
898,2457,Beachwood Kitchen & Bath,1 to 4,Manufacturing,Wood Kitchen Cabinet and Counter Top Manufacturing,337110,905-897-2388, , ,virdi@beachwoodkitchenbath.ca,www.beachwoodkitchenbath.ca,2390,Cawthra Rd,2390 Cawthra Rd,L5A 2X1, ,1,1.57611E+12,396500,Dixie EA,7
899,2463,Wynn Star Trading Ltd.,5 to 9,Wholesale,All Other Wholesaler-Distributors,418990,905-565-5838,905-564-4664, ,wynnstartrading@gmail.com, ,1545,Britannia Rd E,1545 Britannia Rd E,L4W 3C6, ,17 to 22,1.57611E+12,23987600,Northeast EA (West),5
900,2465,Murphys Signs,1 to 4,Manufacturing,Sign Manufacturing,339950,905-670-0043,905-670-9311, ,mike@murphyssigns.ca, ,1545,Britannia Rd E,1545 Britannia Rd E,L4W 3C6, ,45,1.54613E+12,23987600,Northeast EA (West),5
901,2472,Canadian Calender Promotions.,5 to 9,Manufacturing,Other Printing,323119,905-795-1070,905-795-0823, ,sales@cdncalendar.com,www.cdncalendar.com,1545,Britannia Rd E,1545 Britannia Rd E,L4W 3C6, ,2,1.54613E+12,23987600,Northeast EA (West),5
902,2474,CIBC Retail Operations and INTRIA,500 to 999,Finance,Other Activities Related to Credit Intermediation,522390,905-507-8343, , , ,www.intria.com,155,Britannia Rd E,155 Britannia Rd E,L4Z 4B7, , ,1.54613E+12,29596600,Gateway EA (East),5
903,2477,Arj Quartz and Granite Inc.,1 to 4,Manufacturing,Wood Kitchen Cabinet and Counter Top Manufacturing,337110,647-896-7331, , ,arjquartz@hotmail.com, ,1565,Britannia Rd E,1565 Britannia Rd E,L4W 2V6, ,32-33,1.54613E+12,23987600,Northeast EA (West),5
904,2479,Industrial Metal Spinning Ltd.,1 to 4,Manufacturing,Stamping,332118,905-670-4930,905-670-7604, , , ,1565,Britannia Rd E,1565 Britannia Rd E,L4W 2V6, ,12,1.57611E+12,23987600,Northeast EA (West),5
905,2480,Robillard Construction,10 to 19,Construction,Commercial and Institutional Building Construction,236220,905-670-4110,416-259-5421, ,robicon@pathcom.com, ,1565,Britannia Rd E,1565 Britannia Rd E,L4W 2V6, ,31,1.54613E+12,23987600,Northeast EA (West),5
906,2484,DPF Cleaning Specialists,1 to 4,Other Services,Automotive Exhaust System Repair,811112,905-282-1255,905-282-0034, , ,www.dpfcleaningspecialists.com,1225,Aerowood Dr,1225 Aerowood Dr,L4W 1B9, , ,1.57611E+12,10140400,Northeast EA (West),5
907,2485,T D S Dancespace,1 to 4,Educational,Fine Arts Schools,611610,905-272-2772, , ,shannon@tdsdancespace.com,www.tdsdancespace.com,2375,Tedlo St,2375 Tedlo St,L5A 3W7, ,6A,1.51019E+12,397300,Dixie EA,7
908,2486,North Star Auto Services,1 to 4,Other Services,General Automotive Repair,811111,905-275-7206, , ,zlatan@live.ca, ,776,Dundas St E,776 Dundas St E,L4Y 2B6, ,4B,1.57611E+12,12567800,Dixie EA,1
909,2490,Style Millwork Ltd.,1 to 4,Manufacturing,Other Millwork,321919,905-897-6100,905-897-6106, ,info@stylemillwork.com,www.stylemillwork.com,2375,Tedlo St,2375 Tedlo St,L5A 3W7, ,1&2,1.51019E+12,397300,Dixie EA,7
910,2492,Doon Machine & Knife Co. Ltd.,1 to 4,Manufacturing,Machine Shops,332710,905-670-0749,905-670-8369, ,doonmachine@aol.com, ,1565,Britannia Rd E,1565 Britannia Rd E,L4W 2V6, ,13,1.57611E+12,23987600,Northeast EA (West),5
911,2493,Naro Upholstery Designs Ltd,1 to 4,Retail,All Other Home Furnishings Stores,442298,647-836-5725, , ,naroupholstery@gmail.com, ,1565,Britannia Rd E,1565 Britannia Rd E,L4W 2V6, ,41,1.54613E+12,23987600,Northeast EA (West),5
912,2496,Roberts Company Canada Ltd.,1 to 4,Manufacturing,All Other Miscellaneous Chemical Product Manufactu,325999,905-275-7545,905-275-7025, ,jcao@qep.com,www.robertsconsolidated.com,2525,Tedlo St,2525 Tedlo St,L5A 4A8, ,B,1.54613E+12,397500,Dixie EA,7
913,2498,KNK Foam Corp.,1 to 4,Wholesale,All Other Wholesaler-Distributors,418990,905-565-0666,905-565-6141, ,knkformcorp@outlook.com, ,1565,Britannia Rd E,1565 Britannia Rd E,L4W 2V6, ,10,1.57611E+12,23987600,Northeast EA (West),5
914,2504,M L Catania Company Limited,50 to 99,Wholesale,Fresh Fruit and Vegetable Wholesaler-Distributors,413150,416-236-9394,416-236-3992, ,dkalynowsky@cataniaworldwide.com,www.cataniaworldwide.com,575,Orwell St,575 Orwell St,L5A 2W4, , ,1.57611E+12,397100,Dixie EA,7
915,2505,KFL Logistics and Transportation,1 to 4,Transportation,General Warehousing and Storage,493110,905-795-8488,905-795-1266, , ,www.ship-kfl.com,1565,Britannia Rd E,1565 Britannia Rd E,L4W 2V6, ,9,1.57611E+12,23987600,Northeast EA (West),5
916,2509,Springs & Things Inc.,5 to 9,Manufacturing,Other Fabricated Wire Product Manufacturing,332619,905-670-4777,905-670-0084,1-877-670-4777, ,www.springsandthings.com,1565,Britannia Rd E,1565 Britannia Rd E,L4W 2V6, ,14 to 17,1.54613E+12,23987600,Northeast EA (West),5
917,2511,Rocca Steel,5 to 9,Manufacturing,Iron and Steel Mills and Ferro-Alloy Manufacturing,331110,905-670-9320,905-670-9325, , ,www.roccasteel.com,1565,Britannia Rd E,1565 Britannia Rd E,L4W 2V6, ,34 to 35,1.57611E+12,23987600,Northeast EA (West),5
918,2515,J B & F T Construction Ltd.,5 to 9,Construction,Residential Building Construction,236110,905-795-2983, , , , ,1585,Britannia Rd E,1585 Britannia Rd E,L4W 2M4, ,E4 & E5,1.54613E+12,23987500,Northeast EA (West),5
919,2517,S&S Signs and Engraving Centre Inc.,1 to 4,Manufacturing,Sign Manufacturing,339950,416-855-9070, , ,signs_engraving@yahoo.com,www.signsengraving.com,1585,Britannia Rd E,1585 Britannia Rd E,L4W 2M4, ,E7,1.54613E+12,23987500,Northeast EA (West),5
920,2524,TSE Trade Show Exhibits Inc.,1 to 4,Manufacturing,"Showcase, Partition, Shelving and Locker Manufactu",337215,905-629-3453,905-625-5960, ,info@tsedisplays.com,www.tsedisplays.com,1231,Aerowood Dr,1231 Aerowood Dr,L4W 1B9, , ,1.53775E+12,10140400,Northeast EA (West),5
921,2526,Superior Smoked Meats,1 to 4,Retail,Meat Markets,445210,905-897-9797,905-897-8798, ,superiorsmoked@gmailcom, ,2399,Cawthra Rd,2399 Cawthra Rd,L5A 2W9, ,27&28,1.54613E+12,12566800,Dixie EA,1
922,2530,IVS Precision Inc.,1 to 4,Manufacturing,Machine Shops,332710, , , , , ,1585,Britannia Rd E,1585 Britannia Rd E,L4W 2M4, ,C4,1.54613E+12,23987500,Northeast EA (West),5
923,2536,"Bright Integrated Services Ltd., The",1 to 4,Construction,Industrial Building and Structure Construction,236210,416-838-0916, , , , ,1585,Britannia Rd E,1585 Britannia Rd E,L4W 2M4, ,E2,1.54613E+12,23987500,Northeast EA (West),5
924,2538,I C M Centre,1 to 4,Construction,All Other Building Equipment Contractors,238299,905-564-9115,905-564-5549,1-855-864-9115,service@icmcentre.com,www.icmcentre.com,1585,Britannia Rd E,1585 Britannia Rd E,L4W 2M4, ,B11-B12,1.57611E+12,23987500,Northeast EA (West),5
925,2540,Accu-Vib Industrial Services Ltd.,1 to 4,Professional,"All Other Professional, Scientific and Technical S",541990,905-670-4412,905-670-4413, ,accu-vib@bellnet.ca, ,1585,Britannia Rd E,1585 Britannia Rd E,L4W 2M4, ,A9,1.57611E+12,23987500,Northeast EA (West),5
926,2544,Dorion Painting & Decorating Inc.,5 to 9,Construction,Other Building Finishing Contractors,238390,905-565-0011,905-565-0030, ,dorionpainting@gmail.com, ,1585,Britannia Rd E,1585 Britannia Rd E,L4W 2M4, ,A6,1.57611E+12,23987500,Northeast EA (West),5
927,2547,Adduco Electrical Solutions,1 to 4,Other Services,Other Automotive Mechanical and Electrical Repair,811119,416-319-0001, , ,info@adducoelectrical.com,www.adducoelectrical.com,1585,Britannia Rd E,1585 Britannia Rd E,L4W 2M4, ,E11,1.57611E+12,23987500,Northeast EA (West),5
928,2553,Panisolar Inc.,1 to 4,Manufacturing,Battery Manufacturing,335910,905-564-5333,905-564-5333, , ,www.panisolar.com,1585,Britannia Rd E,1585 Britannia Rd E,L4W 2M4, ,B5,1.57611E+12,23987500,Northeast EA (West),5
929,2557,AlarmControl Security Systems,1 to 4,Administrative,Security Systems Services (except Locksmiths),561621,905-629-9333, , , , ,1585,Britannia Rd E,1585 Britannia Rd E,L4W 2M4, ,F10,1.54613E+12,23987500,Northeast EA (West),5
930,2559,Response Restorations Inc.,5 to 9,Construction,Electrical Contractors and Other Wiring Installati,238210,905-565-8225,905-564-8522, , ,www.responserestorations.ca,1585,Britannia Rd E,1585 Britannia Rd E,L4W 2M4, ,C1,1.51019E+12,23987500,Northeast EA (West),5
931,2561,Premium Auto Glass and Window Tinting,1 to 4,Other Services,General Automotive Repair,811111,647-821-6548,800-859-5411, ,info@premiumautoglassandtint.com,www.premiumautoglassandtint.com,1585,Britannia Rd E,1585 Britannia Rd E,L4W 2M4, ,E12,1.54613E+12,23987500,Northeast EA (West),5
932,2563,Mega City Plumbing Inc.,5 to 9,Construction,"Plumbing, Heating and Air-Conditioning Contractors",238220,905-565-1791,905-565-6320, ,service@megacityplumbing.ca, ,1585,Britannia Rd E,1585 Britannia Rd E,L4W 2M4, ,D4,1.54613E+12,23987500,Northeast EA (West),5
933,2564,Air Heat Mechanical Services Ltd,1 to 4,Construction,"Plumbing, Heating and Air-Conditioning Contractors",238220, ,905-564-4927, , , ,1585,Britannia Rd E,1585 Britannia Rd E,L4W 2M4, ,C6,1.54613E+12,23987500,Northeast EA (West),5
934,2566,Lavish City Furniture Showroom,1 to 4,Wholesale,Other Home Furnishings Wholesaler-Distributors,414390,647-642-7699, , ,lavishcity647@gmail.com,www.lcmississauga.com,1585,Britannia Rd E,1585 Britannia Rd E,L4W 2M4, ,A11,1.57611E+12,23987500,Northeast EA (West),5
935,2573,Emterra Group,100 to 299,Administrative,All Other Waste Management Services,562990,289-562-0091, , , ,www.emterra.ca,1611,Britannia Rd E,1611 Britannia Rd E,L4W 1S5, , ,1.54613E+12,10251800,Northeast EA (West),5
936,2575,Gilbert Steel Limited,100 to 299,Manufacturing,Cold-Rolled Steel Shape Manufacturing,331221,905-670-5771,905-670-4376, , ,www.gilbertsteel.com,1650,Britannia Rd E,1650 Britannia Rd E,L4W 1J2, , ,1.54613E+12,10263400,Northeast EA (West),5
937,2576,Nortrax Canada Inc.,50 to 99,Wholesale,"Construction and Forestry Machinery, Equipment and",417210,905-670-1655,905-670-4129, ,robert.bill@nortrax.com,www.nortrax.com,1655,Britannia Rd E,1655 Britannia Rd E,L4W 1S5, , ,1.57611E+12,10251700,Northeast EA (West),5
938,2578,Britannia Rubber Mfg. Ltd.,5 to 9,Manufacturing,Other Rubber Product Manufacturing,326290,905-564-0582,905-564-0585, ,sales@britanniarubber.com,www.britanniarubber.com,1676,Britannia Rd E,1676 Britannia Rd E,L4W 1J2, , ,1.51019E+12,10153700,Northeast EA (West),5
939,2579,Peel Truck & Trailer Equipment Ltd.,50 to 99,Wholesale,Other New Motor Vehicle Parts and Accessories Whol,415290,905-670-1780,905-670-2321, ,office@peeltruck.com,www.peeltruck.com,1715,Britannia Rd E,1715 Britannia Rd E,L4W 2A3, , ,1.54613E+12,10251600,Northeast EA (West),5
940,2580,Tallman Used Truck Centre,5 to 9,Real Estate,"Truck, Utility Trailer and RV Rental and Leasing",532120,416-919-3533, , , ,www.rushtruckcenters.ca,1715,Britannia Rd E,1715 Britannia Rd E,L4W 2A3, ,2nd Floor,1.57611E+12,10251600,Northeast EA (West),5
941,2582,D 4 Logistics Inc.,10 to 19,Transportation,"General Freight Trucking, Long Distance, Truck-Loa",484121,905-670-6665,905-670-6665, , ,www.d4logistics.com,1645,Bonhill Rd,1645 Bonhill Rd,L5T 1R3, ,5&6,1.54613E+12,10187000,Northeast EA (West),5
942,2584,Fire Station 109 - Joseph R. Miller Training Centre,20 to 49,Public Administration,Municipal Fire-Fighting Services,913140,905-615-3435,905-615-3440, , ,www.mississauga.ca/portal/residents/fire,1735,Britannia Rd E,1735 Britannia Rd E,L4W 2A3, , ,1.56885E+12,10251500,Northeast EA (West),5
943,2591,"Tire Terminal, The",20 to 49,Wholesale,Tire Wholesaler-Distributors,415210,905-565-8406,905-565-8414, ,accounting@thetireterminal.com,www.thetireterminal.com,1770,Britannia Rd E,1770 Britannia Rd E,L4W 1J3, , ,1.57611E+12,10263600,Northeast EA (West),5
944,2592,R D Turning,1 to 4,Manufacturing,Machine Shops,332710,416-621-5274, , , , ,1759,Britannia Rd E,1759 Britannia Rd E,L4W 4E1, ,10&11,1.54613E+12,10251400,Northeast EA (West),5
945,2594,Everlast Door Sales Inc.,1 to 4,Wholesale,Other Specialty-Line Building Supplies Wholesaler-,416390,905-564-5519,905-564-1407, , , ,1759,Britannia Rd E,1759 Britannia Rd E,L4W 4E1, ,15,1.54613E+12,10251400,Northeast EA (West),5
946,2598,C R A Precision Engineering Inc.,1 to 4,Manufacturing,Machine Shops,332710,905-670-0365,905-670-9805, , , ,1759,Britannia Rd E,1759 Britannia Rd E,L4W 4E1, ,12,1.54613E+12,10251400,Northeast EA (West),5
947,2608,Mid-West Truck and Trailer Services,100 to 299,Other Services,Other Automotive Mechanical and Electrical Repair,811119,905-564-4977,905-564-8739,1-888-491-9728, ,www.usemidwest.com,6970,Kenderry Gate,6970 Kenderry Gate,L5T 2S7, , ,1.57611E+12,16394400,Gateway EA (East),5
948,2613,Precision Cabinets & Home Renovations,1 to 4,Construction,Residential Building Construction,236110,905-565-8400, , ,michael@precisioncabinetsmississauga.com, ,1759,Britannia Rd E,1759 Britannia Rd E,L4W 4E1, ,1&2,1.54613E+12,10251400,Northeast EA (West),5
949,2615,Stay Brite,1 to 4,Construction,Residential Building Construction,236110,905-670-2600,905-362-1933, , ,www.staybrite.ca,1769,Britannia Rd E,1769 Britannia Rd E,L4W 4E2, ,17,1.54613E+12,10251400,Northeast EA (West),5
950,2618,Mr. Alternator & Starter Ltd.,1 to 4,Manufacturing,Motor Vehicle Electrical and Electronic Equipment,336320,905-670-8484,905-670-8485, ,mr.alt@hotmail.com, ,1769,Britannia Rd E,1769 Britannia Rd E,L4W 4E2, ,1&2,1.57611E+12,10251400,Northeast EA (West),5
951,2624,Glass Hardware Solution,1 to 4,Manufacturing,Glass Product Manufacturing from Purchased Glass,327215,416-666-7104, , ,info@ghsolution.ca,www.ghsolution.ca,1769,Britannia Rd E,1769 Britannia Rd E,L4W 4E2, ,13,1.54613E+12,10251400,Northeast EA (West),5
952,2632,Sami's Kitchen,1 to 4,Accommodation,Limited-service eating places,722512,905-670-7565, , ,samisitsawrap@yahoo.com,www.samiscafe.ca,1801,Britannia Rd E,1801 Britannia Rd E,L4W 1S6, ,1,1.54613E+12,10251300,Northeast EA (West),5
953,2636,Zig-Max Construction Ltd.,10 to 19,Construction,Residential Building Construction,236110,905-670-1866,905-670-9554, ,zig-max@hotmail.com,www.zigmax.ca,1801,Britannia Rd E,1801 Britannia Rd E,L4W 1S6, ,7,1.51019E+12,10251300,Northeast EA (West),5
954,2638,Glamazon Tech Inc.,1 to 4,Other Services,Other Automotive Mechanical and Electrical Repair,811119,905-461-2436,905-461-2443, ,sales@glamazoninc.com,www.glamazoninc.com,1769,Britannia Rd E,1769 Britannia Rd E,L4W 4E2, ,8&9,1.54613E+12,10251400,Northeast EA (West),5
955,2641,Mississauga Auto Parts,1 to 4,Other Services,Other Automotive Mechanical and Electrical Repair,811119,905-564-5600, , , , ,1801,Britannia Rd E,1801 Britannia Rd E,L4W 1S6, ,8&9,1.54613E+12,10251300,Northeast EA (West),5
956,2646,"McCauley, Hugh Pneumatic Service",1 to 4,Wholesale,"Industrial Machinery, Equipment and Supplies Whole",417230, , , ,fixair2ls@aol.com, ,1801,Britannia Rd E,1801 Britannia Rd E,L4W 1S6, ,3,1.54613E+12,10251300,Northeast EA (West),5
957,2647,Pee-Wee's Auto Glass Trim & Upholstery Ltd.,1 to 4,Other Services,Automotive Glass Replacement Shops,811122,905-670-2985,905-670-7020, , , ,1809,Britannia Rd E,1809 Britannia Rd E,L4W 1S6, ,9,1.54613E+12,10251300,Northeast EA (West),5
958,2653,Millar Tool & Die Ltd.,5 to 9,Manufacturing,Other Metalworking Machinery Manufacturing,333519,905-564-2933,905-564-5934, ,millartool@bellnet.ca, ,1829,Britannia Rd E,1829 Britannia Rd E,L4W 1S6, ,5&6,1.54613E+12,10251200,Northeast EA (West),5
959,2654,B-Line Mechanics,1 to 4,Other Services,General Automotive Repair,811111,905-696-9576,905-696-7514, , ,www.b-linemechanics.com,1829,Britannia Rd E,1829 Britannia Rd E,L4W 1S6, ,4,1.54613E+12,10251200,Northeast EA (West),5
960,2657,Canada Suspension Specialists Inc.,1 to 4,Other Services,General Automotive Repair,811111,905-670-9600,905-670-9610, , , ,1850,Britannia Rd E,1850 Britannia Rd E,L4W 1J3, ,14&15,1.54613E+12,10263900,Northeast EA (West),5
961,2658,Amigo's Mobile Truck Repairs Inc.,1 to 4,Other Services,General Automotive Repair,811111, , , , , ,1850,Britannia Rd E,1850 Britannia Rd E,L4W 1J3, ,10,1.51019E+12,10263900,Northeast EA (West),5
962,2660,Trailer Wizards,100 to 299,Real Estate,"Truck, Utility Trailer and RV (Recreational Vehicl",532120,905-670-7077,905-670-7312,1-800-563-5182,sherry.mossman@trailerwizards.com,www.trailerwizards.com,1880,Britannia Rd E,1880 Britannia Rd E,L4W 1J3, , ,1.57611E+12,10264000,Northeast EA (West),5
963,2662,Prestige Vacuum Cleaner Co.,5 to 9,Wholesale,"Service Establishment Machinery, Equipment and Sup",417920,905-890-0060,905-890-0245, ,prestigevac@sympatico.ca,www.prestigevacuum.com,190,Britannia Rd E,190 Britannia Rd E,L4Z 1W6, ,3,1.54613E+12,5211900,Gateway EA (East),5
964,2666,Affordable Funeral Services,1 to 4,Other Services,Funeral Homes,812210,416-270-2436, , ,johnlosullivan@hotmail.com,www.affordablefuneralservices.ca,190,Britannia Rd E,190 Britannia Rd E,L4Z 1W6, ,10,1.57611E+12,5211900,Gateway EA (East),5
965,2667,The Right Solution Marketing Group,5 to 9,Professional,Marketing Research and Public Opinion Polling,541910,416-628-4356, , ,info@trsemail.ca,www.the-right-solution.ca,190,Britannia Rd E,190 Britannia Rd E,L4Z 1W6, ,9,1.57611E+12,5211900,Gateway EA (East),5
966,2669,Super Deal Furniture Gallery,1 to 4,Retail,Furniture Stores,442110,905-501-9119,905-501-1222, ,sdfgallery@yahoo.ca,www.sdfgallery.ca,190,Britannia Rd E,190 Britannia Rd E,L4Z 1W6, ,13 to 15,1.54613E+12,5211900,Gateway EA (East),5
967,2670,Dacord Plumbing Ltd.,5 to 9,Construction,"Plumbing, Heating and Air-Conditioning Contractors",238220,905-501-1953,905-785-2232, ,pam@dacordplumbing.com,www.dacordplumbing.com,190,Britannia Rd E,190 Britannia Rd E,L4Z 1W6, ,4,1.51019E+12,5211900,Gateway EA (East),5
968,2672,Bell Technical Solutions Inc.,20 to 49,Information,All other telecommunications,517919,905-542-3689,905-542-1738,1-888-542-3977,bd@belltechsolutions.ca,www.belltechsolutions.ca,2000,Argentia Rd,2000 Argentia Rd,L5N 1V9,Plaza 2,400 & 401,1.54613E+12,4346500,Meadowvale Business Park CC,9
969,2674,Kitchens With Style LP,1 to 4,Manufacturing,Wood Kitchen Cabinet and Counter Top Manufacturing,337110,905-507-4321,416-833-2266, ,info@kitchenswithstyle.ca,www.kitchenswithstyle.ca,190,Britannia Rd E,190 Britannia Rd E,L4Z 1W6, ,2,1.54613E+12,5211900,Gateway EA (East),5
970,2677,Pyromatics Fire & Safety Equipment Co.,1 to 4,Wholesale,Chemical (except Agricultural) and Allied Product,418410,416-233-1501, , ,info@pyromatics.ca,www.pyromatics.ca,190,Britannia Rd E,190 Britannia Rd E,L4Z 1W6, ,1,1.57611E+12,5211900,Gateway EA (East),5
971,2678,Pullman Contracting,1 to 4,Construction,Commercial and Institutional Building Construction,236220,416-738-2157, , ,pullmancontracting@rogers.com, ,190,Britannia Rd E,190 Britannia Rd E,L4Z 1W6, ,8,1.57611E+12,5211900,Gateway EA (East),5
972,2679,Carefree Casters Corp,1 to 4,Manufacturing,Other Motor Vehicle Parts Manufacturing,336390,905-712-2730,905-712-2787,1-877-712-2730,carefree@cfcasters.com,www.cfcasters.com,190,Britannia Rd E,190 Britannia Rd E,L4Z 1W6, ,21,1.54613E+12,5211900,Gateway EA (East),5
973,2682,Mediclave,1 to 4,Retail,"Appliance, television and other electronics stores",443143,905-890-8500, , , ,www.mediclave.com,190,Britannia Rd E,190 Britannia Rd E,L4Z 1W6, ,5,1.54613E+12,5211900,Gateway EA (East),5
974,2683,National Foods Ltd.,1 to 4,Wholesale,Other Specialty-Line Food Wholesaler-Distributors,413190,905-267-0660, , , ,www.nationalfoods.ca,190,Britannia Rd E,190 Britannia Rd E,L4Z 1W6, ,12,1.51019E+12,5211900,Gateway EA (East),5
975,2686,Biointegral Surgical Inc.,20 to 49,Manufacturing,Medical Equipment and Supplies Manufacturing,339110,905-268-0866,775-313-9669, ,info@biointegral-surgical.com,www.biointegral-surgical.com,200,Britannia Rd E,200 Britannia Rd E,L4Z 1S6, ,1,1.57611E+12,5212000,Gateway EA (East),5
976,2687,Leon's Furniture Superstore,20 to 49,Retail,Furniture Stores,442110,905-501-9505,905-501-9975, ,customercaremi@leons.ca,www.leonsfurniture.com,201,Britannia Rd E,201 Britannia Rd E,L4Z 3X8, , ,1.54613E+12,14846200,Gateway EA (East),5
977,2688,Kilmer Environmental Inc.,10 to 19,Wholesale,Household Appliance Wholesaler-Distributors,414220,905-890-8908,905-890-8915, ,admin@kilmerenv.com,www.kilmerenv.com,208,Britannia Rd E,208 Britannia Rd E,L4Z 1S6, ,3,1.57611E+12,5212000,Gateway EA (East),5
978,2690,Christie Innomed Inc.,20 to 49,Wholesale,"Professional Machinery, Equipment and Supplies Who",417930,905-507-3230,905-507-3327,1-800-461-6214,info@christieinnomed.com,www.christieinnomed.com,250,Britannia Rd E,250 Britannia Rd E,L4Z 1S6, , ,1.57611E+12,5212100,Gateway EA (East),5
979,2693,Pure Metal Galvanizing ULC,5 to 9,Construction,"Plumbing, Heating and Air-Conditioning Contractors",238220,416-675-3352,416-674-3855, ,puremetalsales@valmont.com,www.valmontcodings.com,238,Britannia Rd E,238 Britannia Rd E,L4Z 1S6, , ,1.57611E+12,5212100,Gateway EA (East),5
980,2694,Tree of Life A KeHE Company,100 to 299,Wholesale,Other Specialty-Line Food Wholesaler-Distributors,413190,905-507-6161, ,1-800-263-7054, ,www.treeoflife.ca,6185,McLaughlin Rd,6185 McLaughlin Rd,L5R 3W7, , ,1.54613E+12,14846400,Gateway EA (East),5
