X,Y,OBJECTID,BusinessID,Unit,House,Street,PostalCode,BusinessName,BusinessType,BusinessSubType,BusinessDescription,IssueDate,LicenceCategory,WebsiteAddress,Phone1,Phone1Description,Keywords,SHAPE
537388.9364,5447628.6253,799,00434831,,26525,98 AVE,V2W 1K3,LEATHER MARK SADDLERY & BEAVER MOUNTAIN WORKS - 0914787 BC LTD,HOME & INDUSTRY SERVICES,UNCLASSIFIED HOME/INDUSTRY SERVICE,"LEATHER WORK, CUSTOM & REPAIR",2022/01/04 08:00:00+00,HOME BASED,,604 462 8949,Work,,
525235.1233,5451767.5382,800,00434639,,20492,LOUGHEED HWY,V2X 2P8,DAIRY QUEEN - G I C ICE CREAM ENTERPRISES LTD,FOOD & BEVERAGE SERVICES,RESTAURANT/CAFE,FAST FOOD RESTAURANT,2021/12/06 08:00:00+00,COMMERCIAL,,604 465 8600,Work,,
530151.9649,5452085.1055,801,00460659,203,22971,DEWDNEY TRUNK RD,,"JOANNE PINLAC, MPT",PROFESSIONAL SERVICES,PHYSICAL/OCCUPATIONAL THERAPIST,PHYSIOTHERAPY TREATMENT,2022/02/08 08:00:00+00,COMMERCIAL,,604 467 4675,Work,,
530851.6365,5451459.1734,803,00435513,,11718,232B ST,V2X 7Z2,GEORGINA ALBORES,PERSONAL SERVICES,HAIR SALON/BARBER,HAIRDRESSER - MOBILE (INCLUDES 2 DAYS PER WEEK AT SUNWOOD MANOR),2021/12/13 08:00:00+00,HOME BASED,,604 477 0247,Work,,
528907.2055,5451295.699,804,00436471,,22375,CALLAGHAN AVE,V2X 2E3,3 WISHES CHILDCARE CENTRE,COMMUNITY CARE,CHILD CARE - GROUP CHILD CARE CENTRE,CHILDCARE CENTRE,2022/01/04 08:00:00+00,COMMERCIAL,,604 467 2941,Work,,
524393.9244,5451444.4373,805,00433220,202,20050,STEWART CRES,V2X 0T4,MACLEAN BROS DRYWALL LTD,CONTRACTORS,DRYWALL,DRYWALL CONTRACTORS,2021/12/14 08:00:00+00,COMMERCIAL,,604 459 5952,Work,,
527721.0194,5452225.9725,806,00433840,,21730,121 AVE,V2X 3S6,MAPLE RIDGE AUCTION,DIRECT SALES,E-COMMERCE,ONLINE SALES,2022/01/04 08:00:00+00,HOME BASED,,604 357 3335,Work,,
524667.9039,5450612.0505,807,00432148,,11275,PRINCESS ST,V2X 1N4,HANEY HAWGS,AUTOMOTIVE,AUTO/BOATS/RV/MOTORCYCLE REPAIR & SERVICE,MOTORCYCLE REPAIRS,2022/01/21 08:00:00+00,HOME BASED,,604 465 5290,Work,,
528931.4325,5451860.0159,808,00435580,,22367,119 AVE,,BOOKCASE (THE),SECOND HAND DEALER,BOOKS/TOYS,RETAIL SALES OF USED BOOKS,2021/12/07 08:00:00+00,COMMERCIAL,,604 467 5595,Work,,
525201.8569,5451925.9978,809,00441845,8,20475,LOUGHEED HWY,V2X 9B6,AZZURRA INTERIOR DESIGN & FLOORING INC,HOME & PROPERTY RETAIL,FLOORING,"RETAIL OF FLOORING, KITCHENS, BLINDS, COUNTERTOPS & INSTALLATION OF MATERIALS",2022/01/05 08:00:00+00,COMMERCIAL,,604 459 7777,Work,,
524962.09,5453035.8021,810,00459528,,12489,203 ST,V2X 4W3,BLUE WALL RENOVATION SERVICES,CONTRACTORS,SIDING/GUTTERS,INSTALL SIDING,2022/04/06 07:00:00+00,HOME BASED,www.bluewallgeneralcontractor.ca,604 889 1333,Work,,
530156.1388,5452303.851,811,00432392,,12144,GEE ST,V2X 7M6,LINDSAY'S WEST COAST PLANT SOURCE,WHOLESALE & DISTRIBUTION,NURSERY STOCK & SUPPLIES,PLANT SALES/BROKERAGE,2021/12/31 08:00:00+00,HOME BASED,,604 463 0075,Work,,
529989.9182,5450510.718,812,00446965,112,11255,HARRISON ST,V2X 0K1,MACRAE & KING POWER,CONTRACTOR,ELECTRICAL,ELECTRICAL,2022/02/11 08:00:00+00,HOME BASED,macraekingpower.com,604 779 1594,Work,,
536032.2861,5456646.286,813,00432344,,14310,256 ST,V4R 1C9,A CLASS AUTO PARTS RECYCLING LTD,AUTOMOTIVE,AUTO WRECKING,AUTO PART RECYCLING,2021/12/07 08:00:00+00,COMMERCIAL,,604 462 4144,Work,,
524510.2713,5451249.0349,817,00435171,A,11598,KINGSTON ST,V2X 9J8,IRION MACHINE LTD,MANUFACTURING,METAL,STEEL FOUNDRIES,2021/12/31 08:00:00+00,COMMERCIAL,,604 465 6167,Work,,
533503.1714,5451937.7205,818,00432092,,11970,246 ST,V4R 1K8,BETHEL ORCHIDS,AGRICULTURE,GREENHOUSE,ORCHID GREEN HOUSE (WHOLESALE),2022/01/01 08:00:00+00,HOME BASED,,778 868 0789,Work,,
527158.2351,5453245.9055,819,00433684,,21463,126 AVE,V4R 2H4,PAUL WELSH PAINTING,CONTRACTORS,PAINTER/WALLPAPER,PAINTING,2021/12/06 08:00:00+00,HOME BASED,,604 618 2769,Work,,
528893.3556,5452072.726,820,00434409,3,22337,DEWDNEY TRUNK RD,V2X 3J3,BC EYE CARE,PROFESSIONAL SERVICES,OPTOMETRIST,OPTICAL & OPTOMETRY CLINIC,2021/12/10 08:00:00+00,COMMERCIAL,,604 466 3003,Work,,
533759.8928,5449290.8999,822,00459396,,10649,KIMOLA WAY,V2W 0B5,GRANT ELECTRONIC MANUFACTURING INC,HOMECRAFT,HANDCRAFT,CREATING ELECTRONIC PRODUCTS FROM RAW MATERIALS/PREMADE COMPONENTS,2022/02/08 08:00:00+00,HOME BASED,,604 329 8567,Work,,
537324.6166,5452261.8363,823,00434529,,26488,121 AVE,,FM TECHNICAL SERVICES INC,PROFESSIONAL SERVICES,ENGINEER,ENGINEERING,2021/12/14 08:00:00+00,HOME BASED,,604 406 1624,Work,,
531746.4651,5453336.6596,824,00432585,,12640,238 ST,V4R 1P9,THOMAS INSTALLATIONS LTD,CONTRACTOR,PLUMBING,PLUMBING,2021/12/21 08:00:00+00,HOME BASED,,604 377 8767,Work,,
530145.117,5451213.9653,826,00432631,10,22935,LOUGHEED HWY,V2X 2W1,DIGITAL VALLEY ENTERTAINMENT,CONTRACTOR,ELECTRICAL,LOW VOLTAGE CONTRACTOR & AUDIO VIDEO SALES,2021/12/15 08:00:00+00,COMMERCIAL,,604 307 7415,Work,,
528858.7433,5451610.0232,828,00435452,201,22320,LOUGHEED HWY,,A.WEISER COUNSELLING & CONSULTING,HEALTH SERVICES,COUNSELLING,MENTAL HEALTH COUNSELLING PRACTICE - CLINICAL COUNSELLING,2021/11/18 08:00:00+00,COMMERCIAL,,778 588 5472,Work,,
529175.6253,5451697.6171,830,00460631,102,22471,LOUGHEED HWY,V2X 2T8,BRATTY BEAUTY,PERSONAL SERVICES,SPA SERVICES,LASH EXTENTIONS & EYEBROW TATTOOING,2022/02/24 08:00:00+00,COMMERCIAL,,,Work,,
528674.8621,5452071.8616,831,00434480,,22225,DEWDNEY TRUNK RD,V2X 3H8,GRATIA BAKERY & CAFE,FOOD & BEVERAGE RETAIL,BAKERY,BAKERY WITH CAFE,2021/12/16 08:00:00+00,COMMERCIAL,,604 463 9992,Work,,
525468.5206,5451859.6695,832,00432241,,20611,LOUGHEED HWY,V2X 2P9,MARV JONES LTD,AUTOMOTIVE,AUTO DEALER-NEW & USED,AUTOMOBILE DEALERSHIP,2021/12/10 08:00:00+00,COMMERCIAL,,604 465 5464,Work,,
527696.1206,5452520.8932,833,00432354,,21727,122 AVE,V2X 3X1,BEUTLER SYSTEMS CONSULTING,BUSINESS SERVICES,CONSULTING SERVICE,CONSULTANT,2021/12/16 08:00:00+00,HOME BASED,,604 727 4547,Work,,
539809.6628,5453237.5207,834,00460815,,27830,LAUREL PL,V2W 1N4,MISSION EXCAVATING,CONTRACTORS,SITE PREPARATION,EXCAVATON AND LANDSCAPING,2022/05/09 07:00:00+00,HOME BASED,,604 202 1690,Work,,
529069.0702,5451987.9071,835,00458988,300,22420,DEWDNEY TRUNK RD,V2X 8H7,NUFORM POOL & SPA LTD,CONTRACTORS,POOL/HOT TUB,SWIMMING POOL CONTRACTOR,2022/03/10 08:00:00+00,COMMERCIAL,WWW.NUFORMPOOLS.CA,604 477 3337,Work,,
532389.1313,5451270.6057,836,00432097,,11630,240 ST,V4R 1M8,HORSE DRAWN FARMS,AGRICULTURE,ANIMAL PRODUCTION,HOBBY FARM,2022/01/17 08:00:00+00,HOME BASED,,,Work,,
532193.0239,5454861.0935,837,00459363,,13302,239B ST,V4R 0A4,KATRINA EDEN FITNESS,SPORTS & RECREATION SERVICES,ATHLETIC INSTRUCTOR,"PERSONAL TRAINING, NUTRITION COACHING, ONLINE PERSONAL TRAINING",2022/01/31 08:00:00+00,HOME BASED,,604 318 4935,Work,,
528981.1966,5451610.9334,838,00432233,34,22374,LOUGHEED HWY,V2X 2T5,DOWNTOWN MAPLE RIDGE BUSINESS IMPROVEMENT ASSOCIATION,BUSINESS SERVICES,OFFICE/BUSINESS SERVICE,BUSINESS IMPROVEMENT ASSOC,2021/11/17 08:00:00+00,COMMERCIAL,,604 467 2420,Work,,
524287.1109,5451010.4639,839,00432633,12,11491,KINGSTON ST,,INT ELECTRICAL LTD,CONTRACTOR,ELECTRICAL,ELECTRICAL CONTRACTOR,2021/12/16 08:00:00+00,COMMERCIAL,,604 460 6533,Work,,
527114.0185,5451704.3563,840,00440946,1,21409,LOUGHEED HWY,V2X 2R8,ALOUETTE ANIMAL HOSPITAL,PROFESSIONAL SERVICES,VETERINARIAN,VETERINARY SERVICES & CAT BOARDING,2022/02/15 08:00:00+00,COMMERCIAL,alouetteanimalhospital.ca,604 463 7100,Work,,
529598.2928,5452007.6231,841,00461034,200,11980,227 ST,,MERIDIAN ACQUISITIONS LTD,BUSINESS SERVICES,OFFICE/BUSINESS SERVICE,BUSINESS OFFICE (LANDLORD/OWNER OF PROPERTY),2022/06/03 07:00:00+00,COMMERCIAL,,604 466 0508 x207,Work,,
528875.2432,5451609.9493,843,00434108,,22332,LOUGHEED HWY,V2X 2T4,NATIONAL MONEY MART COMPANY,FINANCIAL & INSTITUTIONAL SERVICES,CURRENCY EXCHANGE/CHEQUE CASHING CENTRE,CHEQUE CASHING,2022/01/04 08:00:00+00,COMMERCIAL,,604 466 4400,Work,,
527196.6649,5451721.5398,845,00459754,1,21550,CHERRINGTON AVE,V2X 8S7,SERENITY NOW BONSAI,DIRECT SALES,E-COMMERCE,PLANT PROPIGATION. SELLING TREES & KITS.  ON-LINE SALES,2021/12/30 08:00:00+00,HOME BASED,,,Work,,
,,846,00434681,,12968,232 ST,,BLACK SHEEP PUB,FOOD & BEVERAGE SERVICES,LIQUOR PRIMARY LICENCE ESTABLISHMENT,NEIGHBOURHOOD PUB,2021/12/03 08:00:00+00,COMMERCIAL,,604 476 1008,Work,,
529245.8253,5451707.3222,847,00458347,250,22529,LOUGHEED HWY,V2X 0L5,VN NAILS & SPA SALON,PERSONAL SERVICES,SPA SERVICES,FACICALS,2022/01/10 08:00:00+00,COMMERCIAL,,,Work,,
529351.3053,5452072.1525,848,00460306,102,22561,DEWDNEY TRUNK RD,V2X 3K1,SIVAKUMAR PHYSIOTHERAPIST CORPORATION,PROFESSIONAL SERVICES,PHYSICAL/OCCUPATIONAL THERAPIST,PHYSIOTHERAPY,2022/01/18 08:00:00+00,COMMERCIAL,,604 467 8775,Work,,
,,849,00460755,,24075,FERN CRES,,MELO MERCANTILE,DIRECT SALES,E-COMMERCE,USED & VINTAGE ITEMS SOLD ONLINE,2022/03/15 07:00:00+00,HOME BASED,,604 417 1291,Work,,
531912.518,5451534.578,850,00437384,,11770,CREEKSIDE ST,V4R 2V4,TRULY AUTHENTIC TASTE OF MALAYSIA,FOOD & BEVERAGE SERVICES,MOBILE FOOD VENDOR,FOOD TRUCKS - KANPONG TRUCK,2021/12/21 08:00:00+00,HOME BASED,,604 202 2788,Work,,
529069.0702,5451987.9071,851,00458147,300,22420,DEWDNEY TRUNK RD,V2X 8H7,RIDGEWATER LAND SURVEYING LTD,PROFESSIONAL SERVICES,LAND SURVEYOR,SURVEYING,2022/01/01 08:00:00+00,COMMERCIAL,,778 708 4882,Work,,
524657.1492,5450831.1733,852,00435206,,20203,113B AVE,V2X 0Z1,RAPIDGROW INDUSTRIES INC,MANUFACTURING,UNCLASSIFIED MANUFACTURING,HORTICULTURE MANUFACTURING/PACKAGING PRODUCT,2021/12/09 08:00:00+00,COMMERCIAL,,604 465 1344,Work,,
534473.7697,5448315.177,853,00432223,,25070,102 AVE,V2W 1S7,CHICKEN LITTLE SALES & MARKETING,BUSINESS SERVICES,OFFICE/BUSINESS SERVICE,"PRINTING, PACKAGING & DESIGN",2022/02/11 08:00:00+00,HOME BASED,,604 313 4849,Work,,
528697.49,5451517.952,854,00459371,309,22230,NORTH AVE,V2X 2L5,ALEX WESTBY REGISTERED MASSAGE THERAPY,PROFESSIONAL SERVICES,REGISTERED MASSAGE THERAPIST,RMT,2022/04/14 07:00:00+00,COMMERCIAL,,604 479 0800,Work,,
527631.7703,5452626.2816,855,00436395,,21687,RIDGEWAY CRES,,AMZA MEDIA,COMPUTER & TECHNOLOGY SERVICES,WEB DESIGN,WEB DESIGN,2022/01/04 08:00:00+00,HOME BASED,,604 466 2899,Work,,
524456.4377,5449793.2672,856,00435168,,20076,WHARF ST,V2X 1A1,SYLTE SHIPYARD LTD,MANUFACTURING,BOAT/SHIP BUILDING & REPAIR,BOAT MANUFACTURER,2021/12/10 08:00:00+00,COMMERCIAL,,604 465 5525,Work,,
531840.8176,5450572.0915,858,00460771,,11265,238 ST,,ENERSTAR ELECTRIC,CONTRACTOR,ELECTRICAL,ELECTRICAL SERVICES,2022/03/28 07:00:00+00,HOME BASED,,778 866 4698,Work,,
524712.4382,5450897.0955,859,00459112,102,20285,STEWART CRES,V2X 8G1,SR DONNELLY CORP DBA PREMIUM GRASS BLADES,WHOLESALE & DISTRIBUTION,BUILDING MATERIALS/SUPPLIES,WHOLESALE ARTIFICIAL TURF (NO WALKS INS),2022/03/31 07:00:00+00,COMMERCIAL,premiumgrassblades.com,604 757 2899,Work,,
537296.4209,5452491.9123,860,00433638,,12218,264 ST,V2W 1P1,ADDMORE QUALITY SYSTEMS,CONTRACTORS,ROOFING,ROOFING & SHEET METAL,2022/01/12 08:00:00+00,HOME BASED,,604 462 0817,Work,,
531738.6275,5450211.1795,861,00460938,,23716,KANAKA WAY,V2W 2E2,CUTLERS HOUSE CLEANING,HOME & INDUSTRY SERVICES,JANITOR/HOUSEKEEPING,HOUSE CLEANING,2022/05/17 07:00:00+00,HOME BASED,,604-226-1952,Work,,
529423.5243,5451730.0617,862,00435101,,11834,226 ST,V2X 6H2,WARM HEARTH HEATING CENTRE,HOME & PROPERTY RETAIL,UNCLASSIFIED HOME & PROPERTY  RETAIL,FIREPLACE & BBQ SALES,2021/12/16 08:00:00+00,COMMERCIAL,,604 961 5734,Work,,
533389.214,5449577.5742,863,00435921,,24545,KIMOLA DR,V2W 0B9,DECK WORKS TRANSPORT SYSTEMS LTD,TRANSPORT GOODS & SERVICES,UNCLASSIFIED TRANSPORTATION SERVICE,TRANSPORTATION & LOGISTICS,2022/02/03 08:00:00+00,HOME BASED,,604 463 0059,Work,,
530733.0966,5452320.8125,865,00432504,,23245,121A AVE,V2X 0X1,DAE SALES (DANIEL & ANN ENTERPRISES LTD.),WHOLESALE & DISTRIBUTION,STATIONERY/OFFICE,"WHOLESALE AGENT - STATIONARY, ACCESSORIES, GENERAL ITEMS",2021/12/21 08:00:00+00,HOME BASED,,604 757 0194,Work,,
532130.5616,5447796.9628,866,00432432,,23932,RIVER RD,V2W 1B7,KORTECH CALCIUM SERVICE LTD,WHOLESALE & DISTRIBUTION,UNCLASSIFIED WHOLESALE,SUPPLIER OF ROAD SALTS,2021/12/21 08:00:00+00,COMMERCIAL,,877 780 2244,Work,,
524712.4382,5450897.0955,868,00432197,108,20285,STEWART CRES,V2X 8G1,CANADIAN QSR SOLUTIONS INC,BUSINESS SERVICES,OFFICE/BUSINESS SERVICE,CASH REGISTER INSTALLATIONS (SEPARATE ELECTRICAL CONTRACTOR LICENCE 1004291),2022/01/14 08:00:00+00,COMMERCIAL,,604 465 8912,Work,,
528878.2126,5451905.9244,869,00443527,,22324,MCINTOSH AVE,V2X 8L4,CONSTANZIA DENTAL LAB,HEALTH SERVICES,DENTAL LABORATORY,DENTAL LAB,2021/12/30 08:00:00+00,COMMERCIAL,,604 463 7155,Work,,
529143.9255,5451979.0871,870,00433914,100/105,22470,DEWDNEY TRUNK RD,,RIDGE DOWNTOWN PHARMACY LTD. DBA RX PHARMACHOICE PHARMACY,HEALTH RETAIL,PHARMACY,PHARMACY,2021/12/13 08:00:00+00,COMMERCIAL,,604 465 3010,Work,,
533548.9083,5453480.8528,871,00457806,,12700,246 ST,V4R 1S4,FERG'S POWERDIGGING,CONTRACTORS,SITE PREPARATION,POWER DIGGING,2022/02/11 08:00:00+00,HOME BASED,,604 240 2900,Work,,
530156.8074,5453689.3857,872,00432384,,12823,230 ST,V2X 0M4,FIRST CHOICE PACKAGING LTD,WHOLESALE & DISTRIBUTION,PAPER PRODUCTS,PACKAGING SUPPLIES/MATERIALSOPERATING IN SHOP SEPERATED FROM HOUSE. NO CUSTOMERS,2021/12/14 08:00:00+00,HOME BASED,,604 465 1877,Work,,
529019.0063,5451386.9556,874,00459853,,11682,224 ST,V2X 6A2,1081319 BC LTD DBA MARINER'S WATCH APARTMENTS,RENTAL UNITS,RES DWELL LESSOR - MULTI-FAMILY,RENTAL BUILDING,2021/12/13 08:00:00+00,COMMERCIAL,,,Work,,
540662.8508,5447286.2559,875,00432639,,28151,96 AVE,V2W 1L4,HIGHLINE ELECTRIC - 535533BC LTD,CONTRACTOR,ELECTRICAL,ELECTRICAL CONTRACTOR,2022/03/11 08:00:00+00,HOME BASED,,604 880 3579,Work,,
525211.6509,5452066.6096,876,00460150,301,20450,DEWDNEY TRUNK RD,V2X 3E3,DEHLS AFRIK,MANUFACTURING,FOOD & BEVERAGE,PREPARED FOOD,2021/12/15 08:00:00+00,COMMERCIAL,WWW.DEHLSGOURMETFOODS.CA,778 953 4734,Work,,
530584.5157,5450704.6201,877,00460005,,11336,MCDOUGAL ST,,JR LIFE COACHING,PERSONAL SERVICES,LIFE SKILLS COACH,LIFE COACHING,2021/12/08 08:00:00+00,HOME BASED,,604 499 7780,Work,,
528696.7308,5451671.8448,878,00437360,,22245,LOUGHEED HWY,,688271 BC LTD DBA WELLS AUTO SPORT,AUTOMOTIVE,AUTO DEALER-USED,AUTO SALES,2021/12/22 08:00:00+00,COMMERCIAL,,604 477 7747,Work,,
529793.4898,5452082.1019,879,00450238,,22779,DEWDNEY TRUNK RD,V2X 3K4,PAPA JOHN'S PIZZA,FOOD & BEVERAGE SERVICES,RESTAURANT/CAFE,TAKE OUT & DELIVERY PIZZA CHAIN,2021/12/09 08:00:00+00,COMMERCIAL,,604 476 0443,Work,,
539849.5269,5450573.4736,880,00459626,,27771,112 AVE,V2W 1P9,VITALIT CYBERSECURITY AND  IT CONSULTING INC,COMPUTER & TECHNOLOGY SERVICES,COMPUTER CONSULTANT,CYBERSECURITY & IT CONSULTING SERVICES,2021/12/20 08:00:00+00,HOME BASED,,604 551 3364,Work,,
526980.6702,5451273.7492,881,00459566,,21369,RIVER RD,V2X 2B2,1247128 BC LTD,RENTAL UNITS,RES DWELL LESSOR - MULTI-FAMILY,6 RENTAL UNIT - APARTMENT BUILDING,2021/12/06 08:00:00+00,COMMERCIAL,,604 406 6846,Work,,
532258.3335,5453633.7172,882,00436051,,24001,FERN CRES,V4R 2R7,WILLCO PLUMBING & HEATING LTD,CONTRACTOR,PLUMBING & GAS,"PLUMBING, HEATING INSTALLATION",2022/01/04 08:00:00+00,HOME BASED,,604 467 7266,Work,,
526164.617,5452069.0705,883,00435032,,20951,DEWDNEY TRUNK RD,V2X 3G1,HOME SWEET HOME CLEANING SERVICES,HOME & INDUSTRY SERVICES,JANITOR/HOUSEKEEPING,MAID SERVICE AND RESIDENTIAL CLEANING,2022/01/14 08:00:00+00,HOME BASED,,778 866 8875,Work,,
530629.7062,5450228.2974,884,00461000,19,11125,232 ST,V2X 3R3,SCALA FORMING LTD,CONTRACTORS,FRAMING/FORMS,"CONCRETE FORMING, FRAMING, CARPENTY",2022/06/03 07:00:00+00,HOME BASED,,604 700 7886,Work,,
524397.6824,5450354.4488,885,00432975,,20060,OSPRING ST,V2X 0G5,JS ELECTRIC LTD,CONTRACTOR,ELECTRICAL,ELECTRICAL CONTRACTOR,2022/01/11 08:00:00+00,HOME BASED,,778 985 4255,Work,,
524955.4901,5452102.8821,886,00458638,,20318,DEWDNEY TRUNK RD,V2X 3E1,NAITIK ENTERPRISES LTD,AUTOMOTIVE,GAS STATION/CONVENIENCE,CONVENIENCE STORE (CIRCLE K) / GAS STATION (ESSO),2021/12/08 08:00:00+00,COMMERCIAL,,604 460 9300,Work,,
525594.0822,5451919.8115,887,00434407,,11935,207 ST,V2X 1X7,0990849 BC LTD DBA LANGLEY FARM MARKET,FOOD & BEVERAGE RETAIL,GROCERY/SUPERMARKET,SUPERMARKET,2021/12/16 08:00:00+00,COMMERCIAL,,604 465 5330,Work,,
530980.371,5452310.9501,888,00434609,,12141,234 ST,V2X 9K9,R & A CLEANING SERVICES,HOME & INDUSTRY SERVICES,JANITOR/HOUSEKEEPING,CLEANING COMMERCIAL & RESIDENTIAL,2022/02/11 08:00:00+00,HOME BASED,,604-467-4444,Work,,
529245.8253,5451707.3222,889,00432267,260,22529,LOUGHEED HWY,V2X 0L5,THE UPS STORE 366,BUSINESS SERVICES,OFFICE/BUSINESS SERVICE,RETAIL COURIER,2021/12/31 08:00:00+00,COMMERCIAL,,604 476 2210,Work,,
528658.5808,5451804.5158,890,00433737,101,22222,119 AVE,V2X 2Y9,BRENT HILLAND,CONTRACTORS,LANDSCAPING,LANDSCAPING,2022/01/11 08:00:00+00,HOME BASED,,604 968 5111,Work,,
,,891,00457563,206,20120,STEWART CRES,V2X 0T4,WEST COAST BUILDING RESTORATION INC,CONTRACTORS,BUILDING (GENERAL CONTRACTOR),"GENERAL CONTRACTOR   UNITS 206, 207",2021/12/16 08:00:00+00,COMMERCIAL,www.wcbr.ca,604-460-9086,Work,,
527687.3428,5452976.3915,892,00432904,,12455,217 ST,V2X 5L4,LIL' RED TRUCK ELECTRICAL COMPANY,CONTRACTOR,ELECTRICAL,ELECTRICAL CONTRACTOR,2022/01/04 08:00:00+00,HOME BASED,,604 764 0242,Work,,
529284.2852,5451635.1525,893,00432228,,22542,LOUGHEED HWY,V2X 2V1,MR FIX COMPUTERS,BUSINESS & OFFICE RETAIL,COMPUTERS/BUSINESS MACHINES,SALES & SERVICE/COMPUTERS & SURVEILLANCE EQUIPMENT,2021/12/02 08:00:00+00,COMMERCIAL,,604 477 4700,Work,,
531161.1785,5451962.3956,894,00460315,,11983,MEADOWLARK DR,V2X 9M1,RONYS TRADING INC,DIRECT SALES,E-COMMERCE,E-COMMERCE,2022/04/11 07:00:00+00,HOME BASED,,778 681 1736,Work,,
525377.9887,5452385.6532,896,00458246,,12209,206 ST,V2X 1T8,FAIRVIEW YMCA PRESCHOOL & KIDS CLUB,COMMUNITY CARE,CHILD CARE - GROUP CHILD CARE CENTRE,PRESCHOOL & BEFORE AND AFTER SCHOOL CARE (MODULAR BUILDING   TOTAL OCCUAPANCY = 30),2021/11/17 08:00:00+00,COMMERCIAL,,604 681 9633,Work,,
524718.444,5451107.146,897,00452611,503,20170,STEWART CRES,V2X 0T4,SEACOAST MARINE ELECTRONICS LTD,HOME & INDUSTRY SERVICES,ELECTRONIC REPAIR,SERVICE AND SALES OF MARINE ELECTRONIC EQUIPMENT,2022/02/11 08:00:00+00,COMMERCIAL,,604 323 0623,Work,,
529178.6509,5451316.4244,898,00459213,,22497,BRICKWOOD CLOSE,V2X 2E6,HAUZER PLUMBING & HEATING LTD,CONTRACTOR,PLUMBING & GAS,PLUMBING/HEATING SERVICES AND INSTALLATION,2022/02/09 08:00:00+00,HOME BASED,,778 839 2203,Work,,
525684.2208,5451804.8485,899,00432216,,20719,LOUGHEED HWY,V2X 2R2,MR LUBE - MAJIK INVESTMENTS LTD,AUTOMOTIVE,AUTO/BOATS/RV/MOTORCYCLE REPAIR & SERVICE,OIL CHANGES,2021/12/15 08:00:00+00,COMMERCIAL,,604 466 4806,Work,,
529092.6974,5453047.5603,901,00435247,,22411,125 AVE,V2X 9N7,SILVER RIDGE FILMS,PHOTOGRAPHY & FILM,FILM PRODUCTION,FILM PRODUCTION (CORPORATE / WEDDINGS),2022/03/25 07:00:00+00,HOME BASED,,604 418 7611,Work,,
525062.7547,5452992.2967,902,00436178,,12481,204 ST,V2X 0T7,DONNA-LEE'S IN HOME MUSIC INST,EDUCATION & INSTRUCTION,FINE ARTS/DANCE/MUSIC,"PIANO, ORGAN, KEYBOARD & THEORY INSTRUCTION",2021/12/13 08:00:00+00,HOME BASED,,604 465 0881,Work,,
528771.6972,5451757.1954,903,00450632,,11841,223 ST,V2X 5Y2,DR SANDEEP BHACHU INC,PROFESSIONAL SERVICES,PHYSICIAN,MEDICAL DOCTOR - ORTHOPEDIC,2021/12/29 08:00:00+00,COMMERCIAL,,604 467 1148,Work,,
534009.5606,5449407.6305,905,00435373,,24843,106B AVE,V2W 0E1,SILVERSEAL INVESTMENT CORPORATION,REAL ESTATE,PROPERTY MANAGEMENT,REAL ESTATE INVESTMENTS,2021/12/13 08:00:00+00,HOME BASED,,604 725 1829,Work,,
532100.7612,5451666.6933,906,00459653,,23897,118 AVE,V4R 1Y8,MITCHELL MOBILE TRUCK & EQUIPMENT REPAIR,HOME & INDUSTRY SERVICES,INDUSTRIAL EQUIP REPAIR /MAINTENANCE,MOBILE REPAIR & MAINTENANCE - COMMERCIAL,2021/12/15 08:00:00+00,HOME BASED,,604 612 3211,Work,,
524567.5056,5450715.2507,907,00435871,17,20172,113B AVE,V2X 0Y9,TOTAL POWER LIMITED,WAREHOUSING & STORAGE,GENERAL WAREHOUSING,GENERATOR SALES AND SERVICE,2022/02/09 08:00:00+00,COMMERCIAL,,604 460 7949,Work,,
537085.9695,5446721.2813,908,00435228,,26340,RIVER RD,V2W 1M3,KANAKA CREEK FOREST PRODUCTS LTD,MANUFACTURING,"SAWMILL, SHAKE & SHINGLE",CUSTOM CUT SAWMILL,2022/01/07 08:00:00+00,COMMERCIAL,,,Work,,
528218.1741,5452428.944,909,00460084,,22016,122 AVE,,HANDYDUDE,HOME & INDUSTRY SERVICES,HANDYMAN,HANDYMAN SERVICE,,HOME BASED,,604 446 7699,Work,,
531667.5484,5450996.7529,911,00451328,,11469,CREEKSIDE ST,V2W 2C1,MAPLE RIDGE DENTAL HYGIENE INC,PROFESSIONAL SERVICES,DENTAL HYGIENISTS,DENTAL HYGIENIST,2022/01/04 08:00:00+00,HOME BASED,,604 790 8814,Work,,
528829.3742,5451955.9069,912,00442865,,22315,MCINTOSH AVE,V2X 5Y5,HAPPY HEARTS CHILDCARE CENTRE INC,COMMUNITY CARE,CHILD CARE - GROUP CHILD CARE CENTRE,DAYCARE - OCC LOAD IS 30 PERSONS,2021/12/20 08:00:00+00,COMMERCIAL,,778 846 4838,Work,,
528875.2432,5451609.9493,913,00434702,,22334,LOUGHEED HWY,,PHO SONG,FOOD & BEVERAGE SERVICES,RESTAURANT/CAFE,EAT IN & TAKE OUT VIETNAMESE RESTAURANT,2022/01/05 08:00:00+00,COMMERCIAL,,604 477 0066,Work,,
